Depreg,Mupreg,Mesreg,Anoreg,Diaocu,Mesocu,Anoocu,Depocu,Mupocu,Edadhom,Edadmuj,Gethom,Getmuj,Nachom,Nacmuj,Ocuhom,Ocumuj,Mever,Anover
1,0101,6,09,11,2,09,1,0101,22,23,9,9,320,31,5221,9712,11,1993
1,0101,7,09,11,6,09,1,0101,22,22,9,9,320,320,9712,9712,3,1993
1,0101,11,09,12,10,09,1,0101,24,24,9,9,320,320,9999,9999,1,1993
15,1503,11,09,12,10,09,1,0101,19,18,9,9,320,320,9999,9999,2,1993
15,1503,1,10,12,10,09,1,0101,999,999,9,9,99,99,9999,9999,2,1993
1,0108,4,09,12,3,09,1,0101,22,20,9,9,320,320,5221,9712,3,1993
1,0101,12,09,13,8,09,1,0101,33,23,9,9,99,99,9712,9712,2,1993
1,0101,8,09,14,7,09,1,0101,34,38,2,2,320,320,9712,9712,8,1993
1,0101,9,09,14,7,09,1,0101,999,999,9,9,320,320,5221,9998,11,1993
3,0301,10,09,14,9,09,1,0101,17,18,9,9,320,320,9999,9999,12,1993
1,0111,4,09,15,4,09,1,0101,61,35,9,9,320,320,6111,9711,12,1993
1,0101,2,10,17,8,09,1,0101,999,999,9,9,99,99,9999,9999,5,1993
1,0101,4,10,18,12,09,1,0101,999,999,9,9,99,99,9999,9999,6,1993
1,0101,2,10,21,10,09,1,0101,999,999,9,9,99,99,9999,9999,11,1993
1,0101,7,09,24,2,09,1,0101,26,19,9,9,320,320,2113,9712,2,1993
1,0101,7,09,24,4,09,1,0101,29,20,9,9,320,320,9712,4311,10,1993
1,0101,8,09,24,7,09,1,0101,999,999,9,9,320,320,9712,9712,12,1993
1,0117,4,09,25,3,09,1,0101,21,999,9,9,320,99,9999,9999,4,1993
1,0101,5,09,27,2,09,1,0101,999,999,9,9,320,320,2120,2359,12,1993
1,0108,10,09,27,7,09,1,0101,27,20,9,9,320,320,7321,9712,12,1993
1,0101,8,09,29,5,09,1,0101,22,15,9,9,320,320,9712,9712,11,1993
1,0101,6,10,29,12,09,1,0101,999,999,9,9,99,99,9999,9999,5,1993
1,0101,9,09,30,3,09,1,0101,24,19,9,9,320,320,9712,9712,3,1993
1,0101,11,09,30,9,09,1,0101,24,20,9,9,320,320,9712,9712,10,1993
1,0101,4,10,30,11,09,1,0101,999,999,9,9,99,99,9999,9999,6,1993
1,0105,9,09,30,7,09,1,0101,22,20,9,9,320,320,9999,9999,1,1993
1,0101,11,09,1,9,09,1,0101,28,21,9,9,320,320,9712,9712,7,1994
1,0106,10,09,2,10,09,1,0101,31,999,9,9,320,320,9999,9999,4,1994
1,0101,6,09,3,4,09,1,0101,23,21,9,9,320,320,9712,9712,8,1994
1,0101,12,09,3,8,09,1,0101,26,24,9,9,320,320,9712,3343,11,1994
1,0101,5,09,6,3,09,1,0101,22,999,9,9,320,320,9712,9999,7,1994
1,0101,3,10,6,11,09,1,0101,999,999,9,9,99,99,9999,9999,3,1994
14,1416,8,09,6,7,09,1,0101,36,30,9,9,320,320,6111,9711,9,1994
1,0113,6,09,6,3,09,1,0101,999,22,9,9,320,320,5221,2411,10,1994
22,2210,12,09,7,9,09,1,0101,18,15,9,9,320,320,9999,9999,9,1994
1,0116,3,10,9,12,09,1,0101,999,999,9,9,99,99,9999,9999,12,1994
1,0101,5,09,10,3,09,1,0101,21,18,9,9,320,320,9998,9998,7,1994
1,0101,6,09,11,3,09,1,0101,999,999,9,9,320,320,9712,9712,2,1994
1,0101,9,09,12,8,09,1,0101,25,20,9,9,320,320,9999,9999,8,1994
1,0108,6,10,12,11,09,1,0101,999,999,9,9,99,99,9999,9999,2,1994
1,0101,9,09,14,8,09,1,0101,33,28,9,9,320,320,4323,2113,4,1994
1,0116,11,09,14,7,09,1,0101,27,23,9,9,320,320,9999,9999,11,1994
1,0101,5,09,16,3,09,1,0101,999,999,9,9,320,320,5221,9712,3,1994
1,0101,6,09,16,3,09,1,0101,31,21,9,9,320,53,9712,9712,3,1994
1,0108,12,09,16,10,09,1,0101,33,30,9,9,320,320,7212,9711,2,1994
1,0101,5,09,17,3,09,1,0101,34,29,9,9,320,320,9999,3343,1,1994
1,0101,5,09,20,3,09,1,0101,18,24,9,9,320,320,9999,9999,3,1994
1,0101,6,09,20,2,09,1,0101,999,999,9,9,320,320,9999,9999,4,1994
1,0101,6,09,20,3,09,1,0101,24,37,9,9,320,320,9712,3343,1,1994
1,0101,8,09,20,7,09,1,0101,28,23,9,9,320,320,4311,2341,7,1994
1,0101,9,09,20,4,09,1,0101,27,20,9,9,320,320,9999,9999,4,1994
17,1712,6,09,20,1,09,1,0101,999,999,9,9,320,320,9712,9712,12,1994
1,0116,2,09,20,1,09,1,0101,35,34,2,2,320,320,9999,9999,3,1994
1,0101,6,09,22,4,09,1,0101,20,17,9,9,320,320,9712,9712,12,1994
1,0101,6,09,22,4,09,1,0101,999,999,9,9,320,320,9712,9712,5,1994
1,0101,8,09,24,6,09,1,0101,35,21,9,9,320,320,3412,3214,4,1994
11,1102,2,10,25,8,09,1,0101,999,999,9,9,99,99,9999,9999,7,1994
1,0108,7,09,25,2,09,1,0101,34,31,9,9,320,320,9712,9712,9,1994
1,0101,9,09,27,7,09,1,0101,31,18,9,9,320,320,8322,9711,10,1994
1,0101,6,09,28,5,09,1,0101,999,999,9,9,320,320,4311,3343,7,1994
1,0101,7,09,28,4,09,1,0101,27,37,9,9,36,320,2330,1120,8,1994
9,0901,4,09,28,1,09,1,0101,35,32,1,2,320,320,9999,9999,6,1994
9,0901,2,10,28,10,09,1,0101,999,999,9,9,99,99,9999,9999,9,1994
1,0101,6,09,29,5,09,1,0101,19,18,9,9,320,320,9999,9999,10,1994
6,0606,10,09,29,8,09,1,0101,23,17,9,9,320,320,4311,9711,12,1994
1,0102,9,09,29,7,09,1,0101,32,27,9,9,320,320,7112,9711,8,1994
1,0101,12,09,30,10,09,1,0101,21,27,9,9,320,320,9712,9712,5,1994
1,0101,3,10,30,11,09,1,0101,999,999,9,9,99,99,9999,9999,11,1994
1,0101,10,09,31,8,09,1,0101,999,21,9,9,320,320,9712,9712,8,1994
1,0101,7,09,1,6,09,1,0101,999,999,9,9,99,99,9999,9999,8,1995
1,0101,3,10,2,7,09,1,0101,999,999,9,9,99,99,9999,9999,12,1995
6,0602,10,09,2,9,09,1,0101,22,21,9,9,320,320,9712,9712,5,1995
1,0101,9,09,3,8,09,1,0101,22,999,9,9,320,320,9999,9999,12,1995
1,0101,3,09,7,1,09,1,0101,20,15,9,9,99,320,9999,9999,6,1995
1,0101,11,09,8,10,09,1,0101,30,27,9,9,320,320,2250,3343,7,1995
3,0301,9,09,8,5,09,1,0101,40,26,2,2,320,38,9999,9999,11,1995
1,0103,6,10,13,2,09,1,0101,999,999,9,9,99,99,9999,9999,2,1995
1,0101,6,09,14,5,09,1,0101,34,16,9,9,320,36,9712,9712,10,1995
1,0102,10,09,15,6,09,1,0101,18,22,9,9,320,320,7223,9712,10,1995
1,0101,1,10,16,9,09,1,0101,999,999,9,9,99,99,9999,9999,9,1995
1,0101,4,10,16,11,09,1,0101,999,999,9,9,99,99,9999,9999,7,1995
1,0101,3,09,20,1,09,1,0101,18,20,9,9,320,320,9712,2341,8,1995
1,0101,11,09,20,7,09,1,0101,21,21,9,9,320,320,9712,9712,12,1995
1,0108,9,09,21,4,09,1,0101,26,16,9,9,320,320,9712,9712,11,1995
1,0101,7,09,22,4,09,1,0101,21,21,9,9,320,320,5249,3343,8,1995
1,0101,9,09,22,7,09,1,0101,39,34,2,2,320,320,9712,9712,8,1995
1,0101,10,09,22,6,09,1,0101,999,999,9,9,320,320,6111,9711,9,1995
1,0116,6,09,23,3,09,1,0101,24,18,9,9,320,320,9999,9999,11,1995
1,0108,12,09,23,7,09,1,0101,999,999,9,9,320,320,3412,2341,9,1995
1,0101,5,09,25,3,09,1,0101,29,16,2,9,320,320,4311,9999,2,1995
1,0101,12,09,25,9,09,1,0101,21,20,9,9,320,320,5221,2341,7,1995
1,0101,12,09,25,9,09,1,0101,44,999,9,9,320,320,2141,9712,7,1995
1,0106,5,10,26,2,09,1,0101,999,999,9,9,99,99,9999,9999,7,1995
1,0108,4,10,26,6,09,1,0101,999,999,9,9,99,99,9999,9999,10,1995
1,0101,2,10,29,5,09,1,0101,999,999,9,9,99,99,9999,9999,11,1995
1,0116,3,10,30,12,09,1,0101,999,999,9,9,99,99,9999,9999,5,1995
1,0101,6,09,4,2,09,1,0101,31,32,9,9,320,320,9998,9711,2,1996
1,0101,12,09,5,10,09,1,0101,34,50,9,9,320,320,6111,9711,1,1996
1,0101,9,09,6,8,09,1,0101,999,999,9,9,320,320,9999,9999,1,1996
1,0106,7,09,6,5,09,1,0101,24,24,9,9,320,320,9999,9999,11,1996
1,0101,11,09,8,6,09,1,0101,22,20,9,9,320,320,9999,9999,6,1996
1,0101,3,09,9,2,09,1,0101,999,999,9,9,320,320,9998,9998,2,1996
1,0101,8,09,10,7,09,1,0101,36,34,2,2,320,320,9712,3343,2,1996
1,0101,10,09,10,9,09,1,0101,22,16,9,9,320,320,9998,9711,2,1996
15,1503,10,09,10,7,09,1,0101,29,20,9,9,320,320,9999,9999,2,1996
10,1016,1,10,14,9,09,1,0101,999,999,9,9,99,99,9999,9999,11,1996
1,0116,7,09,15,6,09,1,0101,29,16,9,9,320,320,9999,9999,2,1996
1,0101,5,10,16,2,09,1,0101,999,999,9,9,99,99,9999,9999,1,1996
1,0108,3,10,16,11,09,1,0101,999,999,9,9,99,99,9999,9999,10,1996
1,0101,5,10,17,9,09,1,0101,999,999,9,9,99,99,9999,9999,4,1996
1,0101,2,10,18,8,09,1,0101,999,999,9,9,99,99,9999,9999,10,1996
1,0101,5,09,19,2,09,1,0101,24,21,9,9,320,320,9712,9712,3,1996
1,0108,7,09,19,3,09,1,0101,20,23,9,9,320,320,9712,9712,1,1996
1,0101,2,09,20,1,09,1,0101,42,42,9,9,320,320,2211,3343,5,1996
1,0108,8,09,21,7,09,1,0101,20,15,9,9,320,320,9712,9712,3,1996
1,0101,4,09,23,2,09,1,0101,20,25,9,9,320,320,9712,9712,4,1996
1,0101,10,09,23,7,09,1,0101,24,19,9,9,320,320,9999,9999,5,1996
1,0106,5,09,25,3,09,1,0101,999,14,9,9,320,320,9999,9999,10,1996
1,0108,9,09,25,5,09,1,0101,22,15,9,9,320,320,9999,9999,8,1996
2,0207,8,09,28,7,09,1,0101,999,28,9,9,320,320,9712,9712,3,1996
2,0204,8,09,30,3,09,1,0101,22,22,9,9,320,320,9712,9712,4,1996
1,0108,6,09,30,4,09,1,0101,25,22,9,9,320,320,9712,9712,2,1996
1,0108,7,09,4,5,09,1,0101,25,23,9,9,31,320,9712,3343,7,1997
1,0111,7,09,5,2,09,1,0101,31,28,1,2,320,320,9999,9999,8,1997
1,0104,7,09,5,6,09,1,0101,21,16,9,9,320,320,9712,9712,3,1997
1,0106,3,09,11,2,09,1,0101,999,999,9,9,320,320,9999,9999,6,1997
1,0108,3,10,14,10,09,1,0101,999,999,9,9,99,99,9999,9999,11,1997
1,0110,4,10,15,12,09,1,0101,999,999,9,9,99,99,9999,9999,9,1997
19,1904,7,09,15,6,09,1,0101,39,32,2,2,320,320,9211,9711,11,1997
5,0507,8,09,16,6,09,1,0101,35,19,9,9,320,320,9999,9999,11,1997
1,0113,5,09,17,3,09,1,0101,21,16,9,9,320,320,6111,9711,6,1997
1,0108,8,09,18,3,09,1,0101,31,31,9,9,320,320,3314,5221,7,1997
1,0108,12,09,18,3,09,1,0101,49,39,2,2,320,320,2411,3343,6,1997
1,0116,10,09,20,1,09,1,0101,19,32,9,9,320,320,9999,9999,12,1997
1,0101,9,09,29,5,09,1,0101,29,999,9,9,320,320,9712,9999,6,1997
1,0113,1,10,29,7,09,1,0101,999,999,9,9,99,99,9999,9999,4,1997
1,0114,9,09,29,6,09,1,0101,24,31,9,2,320,320,9712,2342,6,1997
1,0108,12,09,31,3,09,1,0101,24,22,9,9,320,320,2433,9712,1,1997
1,0108,4,09,2,3,09,1,0101,999,999,9,9,320,320,9999,9999,10,1998
5,0506,7,09,4,2,09,1,0101,29,30,9,9,320,320,9999,9999,3,1998
15,1505,5,10,5,8,09,1,0101,999,999,9,9,99,99,9999,9999,12,1998
19,1907,10,09,10,9,09,1,0101,29,17,9,9,320,320,9712,9711,12,1998
1,0108,11,09,11,8,09,1,0101,33,21,9,9,320,320,9712,9712,2,1998
5,0513,2,10,12,5,09,1,0101,999,999,9,9,99,99,9999,9999,2,1998
1,0108,11,09,14,5,09,1,0101,999,16,9,9,320,320,9712,9712,11,1998
1,0110,12,09,15,10,09,1,0101,40,42,2,9,320,320,4311,9712,10,1998
1,0101,4,10,18,11,09,1,0101,999,999,9,9,99,99,9999,9999,2,1998
12,1214,6,09,18,5,09,1,0101,18,18,9,9,320,320,9712,9712,1,1998
1,0108,2,10,18,12,09,1,0101,999,999,9,9,99,99,9999,9999,6,1998
1,0108,6,10,19,5,09,1,0101,999,999,9,9,99,99,9999,9999,4,1998
1,0103,1,10,20,8,09,1,0101,999,999,9,9,99,99,9999,9999,10,1998
1,0108,4,10,22,9,09,1,0101,999,999,9,9,99,99,9999,9999,11,1998
1,0108,5,10,22,10,09,1,0101,999,999,9,9,99,99,9999,9999,8,1998
13,1302,11,09,24,9,09,1,0101,999,16,9,9,320,320,9999,9999,2,1998
1,0113,10,09,24,3,09,1,0101,31,999,2,2,320,320,9712,9711,8,1998
1,0108,12,09,24,7,09,1,0101,28,23,9,9,320,320,3119,3343,6,1998
15,1503,10,09,26,8,09,1,0101,21,19,2,9,320,320,9999,9999,1,1998
1,0108,7,09,28,5,09,1,0101,32,21,2,9,320,320,9712,9712,8,1998
1,0101,12,09,29,9,09,1,0101,38,40,9,9,320,320,9712,9712,8,1998
14,1421,9,09,29,7,09,1,0101,29,26,2,2,320,320,6111,9711,1,1998
1,0106,12,09,30,9,09,1,0101,22,18,9,9,320,320,9999,9999,12,1998
2,0201,8,09,1,6,09,1,0101,30,999,9,2,320,320,9999,9999,6,1999
5,0505,10,09,4,9,09,1,0101,20,15,9,9,320,320,9999,9999,1,1999
1,0108,2,10,5,10,09,1,0101,999,999,9,9,99,99,9999,9999,11,1999
1,0101,2,10,7,10,09,1,0101,999,999,9,9,99,99,9999,9999,3,1999
9,0920,11,09,7,5,09,1,0101,37,30,2,2,32,320,5221,3343,6,1999
1,0109,6,09,8,2,09,1,0101,19,16,9,9,320,320,7533,9711,1,1999
1,0101,10,09,10,6,09,1,0101,24,29,9,9,320,320,7231,9712,12,1999
18,1805,4,09,10,3,09,1,0101,999,15,9,9,320,320,5221,9711,4,1999
1,0114,2,10,16,10,09,1,0101,999,999,9,9,99,99,9999,9999,4,1999
1,0101,3,10,17,11,09,1,0101,999,999,9,9,99,99,9999,9999,3,1999
18,1803,12,09,17,8,09,1,0101,999,20,9,9,320,320,9999,9999,12,1999
1,0105,7,09,17,3,09,1,0101,22,27,9,9,320,320,9999,9999,7,1999
1,0101,7,09,18,6,09,1,0101,39,37,9,9,320,320,9712,1219,7,1999
19,1903,10,09,18,6,09,1,0101,24,23,9,9,320,320,9999,9999,10,1999
6,0613,8,09,19,6,09,1,0101,23,24,9,9,320,320,9999,9999,2,1999
5,0502,10,09,21,9,09,1,0101,19,999,9,9,320,320,9999,9999,5,1999
1,0102,2,10,21,10,09,1,0101,999,999,9,9,99,99,9999,9999,1,1999
1,0101,9,09,22,7,09,1,0101,999,38,9,9,320,320,9712,2221,7,1999
1,0101,9,09,22,7,09,1,0101,38,28,2,9,320,320,2250,2131,12,1999
7,0718,7,09,22,4,09,1,0101,30,999,1,1,320,320,9712,7531,12,1999
1,0101,6,10,23,1,09,1,0101,999,999,9,9,99,99,9999,9999,1,1999
1,0101,6,10,23,1,09,1,0101,999,999,9,9,99,99,9999,9999,1,1999
1,0114,11,09,23,9,09,1,0101,999,23,9,9,320,320,9999,9999,7,1999
1,0106,12,09,25,9,09,1,0101,999,17,9,9,320,320,9999,9999,11,1999
1,0106,2,10,25,11,09,1,0101,999,999,9,9,99,99,9999,9999,11,1999
1,0117,6,09,26,2,09,1,0101,32,34,2,2,320,320,9999,9999,11,1999
22,2201,6,09,28,4,09,1,0101,30,21,9,9,320,320,9999,9999,7,1999
1,0101,5,09,29,1,09,1,0101,32,29,9,9,320,320,9712,9712,3,1999
21,2106,1,10,30,11,09,1,0101,999,999,9,9,99,99,9999,9999,5,1999
1,0108,4,10,30,11,09,1,0101,999,999,9,9,99,99,9999,9999,3,1999
1,0101,8,09,31,7,09,1,0101,23,26,9,9,320,320,9712,9712,6,1999
14,1412,2,10,31,8,09,1,0101,999,999,9,9,99,99,9999,9999,7,1999
2,0201,11,09,28,10,09,2,0201,23,24,9,9,320,320,9999,9999,5,2000
1,0101,2,10,7,12,09,2,0201,999,999,9,9,99,99,9999,9999,4,2001
1,0108,3,10,9,12,09,2,0201,999,999,9,9,99,99,9999,9999,7,2001
2,0201,7,09,15,6,09,2,0201,999,999,2,2,320,320,9999,9999,7,2001
2,0205,11,09,15,10,09,2,0201,24,19,9,9,320,320,9712,9712,2,2001
2,0201,2,10,17,12,09,2,0201,999,999,9,9,99,99,9999,9999,12,2001
2,0207,2,10,1,6,09,2,0201,999,999,9,9,99,99,9999,9999,7,2002
2,0207,7,09,25,5,09,2,0201,999,999,2,2,320,320,3142,3343,4,2002
2,0203,4,09,18,3,09,2,0201,23,17,9,9,320,320,9999,9999,5,2003
2,0205,4,09,22,1,09,2,0201,27,23,2,2,320,320,6111,9711,2,2003
1,0108,11,09,11,9,09,2,0201,24,20,9,9,320,320,9999,9999,7,2004
2,0201,7,09,17,6,09,2,0201,26,999,9,9,320,320,9999,9999,2,2004
15,1501,3,09,26,1,09,2,0201,18,14,9,9,320,320,6111,9711,5,2004
1,0101,3,10,13,4,09,2,0201,999,999,9,9,99,99,9999,9999,11,2005
2,0201,11,09,9,9,09,2,0201,999,999,2,2,320,320,9999,9999,6,2006
2,0201,7,09,16,6,09,2,0201,26,25,9,9,320,320,9999,9999,4,2006
2,0202,5,09,20,4,09,2,0201,20,26,9,9,320,320,9999,9999,1,2006
2,0202,5,09,20,4,09,2,0201,20,26,9,9,320,320,9999,9999,1,2006
19,1901,4,09,13,3,09,2,0201,28,16,9,9,320,320,9999,9999,11,2007
2,0207,2,10,6,11,09,2,0201,999,999,9,9,99,99,9999,9999,3,2008
2,0207,2,10,6,11,09,2,0201,999,999,9,9,99,99,9999,9999,7,2008
1,0101,11,09,11,9,09,2,0201,20,17,9,9,320,320,6111,9999,10,1985
2,0206,2,09,30,1,09,2,0201,999,999,2,2,320,320,9999,9999,4,1985
2,0202,2,10,18,12,09,2,0201,999,999,9,9,99,99,9999,9999,6,1986
1,0103,6,09,14,5,09,2,0201,35,35,9,9,320,320,9999,9999,3,1988
2,0201,9,09,11,8,09,2,0201,23,21,9,9,320,320,9999,9999,4,1989
2,0202,8,09,12,8,09,2,0201,38,16,9,9,320,320,9999,9999,4,1991
2,0202,2,09,2,2,09,2,0201,22,18,9,9,320,320,9999,9999,1,1994
1,0101,6,09,8,5,09,2,0201,999,999,9,9,320,320,4311,2341,5,1995
21,2101,9,09,10,8,09,2,0201,28,36,9,9,320,320,9712,9712,4,1998
2,0203,3,10,11,12,09,2,0201,999,999,9,9,99,99,9999,9999,8,1998
2,0202,9,09,27,5,09,2,0201,28,23,9,9,320,320,9999,9999,3,1998
2,0203,4,09,23,2,09,2,0201,999,32,2,9,320,320,9999,9999,12,1999
3,0312,6,09,3,4,09,3,0301,28,24,9,9,320,320,9999,9999,2,2000
3,0301,6,09,30,4,09,3,0301,30,28,2,2,320,320,9999,9999,12,2000
3,0312,5,09,3,4,09,3,0301,999,18,9,9,320,320,9999,9999,9,2001
3,0302,5,09,6,1,09,3,0301,27,28,2,2,320,320,9712,9712,6,2001
1,0108,5,10,21,8,09,3,0301,999,999,9,9,99,99,9999,9999,1,2001
3,0309,1,10,7,8,09,3,0301,999,999,9,9,99,99,9999,9999,11,2002
3,0312,11,09,21,7,09,3,0301,22,19,9,9,320,320,9999,9999,10,2002
3,0301,1,10,9,12,09,3,0301,999,999,9,9,99,99,9999,9999,2,2003
3,0301,8,09,19,5,09,3,0301,38,24,2,2,320,320,9999,9999,12,2003
3,0304,6,10,19,5,09,3,0301,999,999,9,9,99,99,9999,9999,5,2003
3,0301,5,09,6,1,09,3,0301,30,35,2,2,320,320,9999,9999,11,2004
3,0301,12,09,17,9,09,3,0301,51,46,2,9,320,31,9999,9999,11,2004
3,0301,12,09,18,8,09,3,0301,32,28,2,2,320,320,9999,9999,2,2004
3,0313,7,09,19,6,09,3,0301,22,15,9,9,320,320,9712,9712,12,2004
3,0301,6,10,10,12,09,3,0301,999,999,9,9,99,99,9999,9999,11,2005
3,0301,3,10,12,8,09,3,0301,999,999,9,9,99,99,9999,9999,8,2005
3,0302,1,10,14,10,09,3,0301,999,999,9,9,99,99,9999,9999,4,2005
1,0108,8,09,17,6,09,3,0301,23,20,9,9,320,320,9999,9999,8,2006
3,0302,7,09,18,5,09,3,0301,22,19,9,2,320,320,9999,9712,5,2006
3,0302,11,09,27,10,09,3,0301,34,34,2,2,320,320,7221,3343,7,2006
3,0308,1,10,3,8,09,3,0301,999,999,9,9,99,99,9999,9999,3,2007
3,0301,10,09,11,6,09,3,0301,33,999,2,2,320,31,9999,9999,8,2007
3,0301,7,09,20,4,09,3,0301,27,28,2,2,320,320,9999,9999,7,2007
3,0301,5,10,14,5,09,3,0301,999,999,9,9,99,99,9999,9999,1,2008
3,0301,6,10,14,5,09,3,0301,999,999,9,9,99,99,9999,9999,1,2008
3,0302,1,10,17,11,09,3,0301,999,999,9,9,99,99,9999,9999,9,2008
3,0316,6,09,9,3,09,3,0301,19,17,9,9,320,320,6111,9711,3,1957
5,0501,4,09,6,3,09,3,0301,19,35,9,9,320,320,9999,9999,12,1961
1,0101,10,09,12,8,09,3,0301,999,999,9,9,99,320,9999,9999,5,1965
3,0301,6,09,6,4,09,3,0301,90,78,2,9,31,31,9999,9999,7,1969
3,0301,2,10,4,11,09,3,0301,999,999,9,9,99,99,9999,9999,10,1973
15,1504,4,09,9,1,09,3,0301,55,53,2,2,320,320,6111,9711,2,1976
3,0302,7,09,11,6,09,3,0301,24,23,9,9,320,320,2341,2341,9,1976
3,0302,2,09,15,1,09,3,0301,17,16,9,9,320,320,6111,9711,10,1976
3,0301,12,09,24,9,09,3,0301,57,56,2,2,320,320,9999,9999,2,1978
1,0101,9,09,6,7,09,3,0301,24,20,9,9,320,320,9712,9712,11,1979
3,0301,12,09,11,11,09,3,0301,45,48,2,2,320,320,7112,9999,9,1980
3,0301,12,09,11,11,09,3,0301,45,48,2,2,320,320,7112,9999,9,1980
3,0301,10,09,19,8,09,3,0301,48,46,2,9,320,99,2341,9999,12,1981
3,0302,3,10,28,9,09,3,0301,999,999,9,9,99,99,9999,9999,2,1981
3,0302,8,09,30,4,09,3,0301,32,21,2,2,320,320,8322,9711,2,1981
1,0101,5,09,27,2,09,3,0301,28,21,9,9,320,320,2211,9712,6,1984
3,0301,5,09,27,3,09,3,0301,23,16,9,9,320,320,9712,9999,12,1984
3,0303,2,09,13,1,09,3,0301,22,19,9,9,320,320,9999,9711,2,1985
3,0312,4,10,23,11,09,3,0301,999,999,9,9,99,99,9999,9999,6,1988
3,0301,8,09,30,7,09,3,0301,41,41,2,2,320,320,7221,9999,4,1988
3,0315,4,09,12,2,09,3,0301,48,35,1,1,320,320,9999,9999,3,1989
3,0304,6,09,8,1,09,3,0301,20,19,9,9,320,320,9712,9999,4,1990
3,0313,7,09,25,6,09,3,0301,22,16,9,9,320,320,9999,9999,6,1990
3,0301,12,09,15,7,09,3,0301,22,20,9,9,320,320,9999,9999,5,1991
3,0301,2,10,24,3,09,3,0301,999,999,9,9,99,99,9999,9999,11,1992
3,0312,3,10,24,6,09,3,0301,999,999,9,9,99,99,9999,9999,8,1992
3,0301,6,09,5,5,09,3,0301,41,40,2,2,320,320,9999,9999,2,1993
3,0301,4,10,11,11,09,3,0301,999,999,9,9,99,99,9999,9999,10,1993
3,0301,3,10,13,8,09,3,0301,999,999,9,9,99,99,9999,9999,10,1993
1,0101,6,09,20,4,09,3,0301,18,29,9,9,320,320,9999,9999,8,1993
3,0301,1,10,29,7,09,3,0301,999,999,9,9,99,99,9999,9999,4,1994
3,0301,3,10,30,7,09,3,0301,999,999,9,9,99,99,9999,9999,9,1994
3,0301,2,10,10,11,09,3,0301,999,999,9,9,99,99,9999,9999,10,1995
3,0302,1,10,10,12,09,3,0301,999,999,9,9,99,99,9999,9999,11,1995
4,0401,5,09,15,4,09,3,0301,999,999,2,9,320,320,9999,9999,7,1995
3,0309,9,09,18,5,09,3,0301,23,18,9,9,320,320,9999,9999,7,1995
3,0301,7,09,23,4,09,3,0301,32,31,2,2,320,320,9999,9999,5,1995
1,0101,6,09,26,3,09,3,0301,41,35,9,9,320,320,5221,5221,1,1995
3,0309,7,09,11,6,09,3,0301,22,18,9,9,320,320,9999,9999,7,1996
3,0312,5,10,30,3,09,3,0301,999,999,9,9,99,99,9999,9999,2,1996
3,0315,6,09,22,4,09,3,0301,33,28,1,1,320,320,9999,9999,4,1997
3,0313,9,09,25,8,09,3,0301,41,31,2,2,320,320,2341,3343,11,1997
3,0301,3,10,4,12,09,3,0301,999,999,9,9,99,99,9999,9999,6,1998
3,0312,12,09,18,11,09,3,0301,27,26,9,9,320,320,9999,9999,11,1998
3,0313,11,09,19,6,09,3,0301,20,14,9,9,320,320,9999,9999,10,1998
3,0301,6,09,14,4,09,3,0301,29,27,2,2,320,320,9999,9999,6,1999
3,0301,11,09,22,10,09,3,0301,35,32,9,9,69,60,9999,9999,10,1999
4,0411,1,10,6,10,09,4,0401,999,999,9,9,99,99,9999,9999,11,2000
4,0415,5,09,3,4,09,4,0401,19,22,9,2,320,320,9999,9999,8,2001
4,0401,4,09,5,3,09,4,0401,21,22,9,9,320,320,9999,9999,9,2001
4,0415,12,09,6,11,09,4,0401,999,18,9,9,320,320,9999,9999,2,2001
4,0406,9,09,10,6,09,4,0401,30,26,1,2,320,320,9712,9712,12,2001
4,0401,7,09,1,6,09,4,0401,22,22,9,9,320,320,9999,9999,12,2002
4,0415,12,09,24,11,09,4,0401,56,22,2,2,320,320,9999,9999,9,2002
14,1412,7,09,29,5,09,4,0401,19,17,9,9,320,320,9999,9999,10,2002
4,0401,6,10,29,12,09,4,0401,999,999,9,9,99,99,9999,9999,1,2002
4,0409,1,10,20,8,09,4,0401,999,999,9,9,99,99,9999,9999,9,2003
1,0109,1,10,27,11,09,4,0401,999,999,9,9,99,99,9999,9999,12,2003
4,0401,8,09,29,7,09,4,0401,18,17,9,9,320,320,9999,9999,8,2003
1,0114,7,09,8,5,09,4,0401,22,18,9,9,320,320,9999,9999,4,2004
4,0401,4,10,19,10,09,4,0401,999,999,9,9,99,99,9999,9999,5,2004
4,0409,5,09,16,4,09,4,0401,999,999,1,1,320,320,9712,9711,4,2006
4,0401,4,09,19,2,09,4,0401,26,18,9,9,320,320,9999,9999,4,2006
4,0401,3,09,27,1,09,4,0401,999,999,9,9,320,320,9999,9999,2,2006
4,0409,2,10,1,9,09,4,0401,999,999,9,9,99,99,9999,9999,11,2007
4,0401,1,10,7,10,09,4,0401,999,999,9,9,99,99,9999,9999,9,2007
4,0406,10,09,17,9,09,4,0401,21,999,1,9,320,320,9211,9999,3,2008
1,0101,11,09,7,9,09,4,0401,21,999,9,9,320,320,9999,9999,2,1977
3,0313,12,09,9,2,09,4,0401,49,47,9,9,320,320,9999,9999,10,1977
4,0401,4,10,6,11,09,4,0401,999,999,9,9,99,99,9999,9999,3,1979
8,0802,2,09,9,1,09,4,0401,52,50,1,2,320,320,9712,9712,12,1979
