Depreg,Mupreg,Mesreg,Anoreg,Diaocu,Mesocu,Anoocu,Depocu,Mupocu,Edadhom,Edadmuj,Gethom,Getmuj,Nachom,Nacmuj,Ocuhom,Ocumuj,Mever,Anover
1,0101,5,10,4,2,09,1,0101,999,999,9,9,99,99,9999,9999,1,2000
1,0102,3,09,4,3,09,1,0101,36,26,9,9,320,320,9999,9999,3,2000
1,0102,4,09,4,3,09,1,0101,36,26,9,9,320,320,9999,9999,3,2000
4,0401,7,09,4,5,09,1,0101,999,29,9,9,320,320,9999,9999,3,2000
1,0117,6,09,5,5,09,1,0101,33,34,2,2,320,320,9712,3343,4,2000
1,0108,6,10,5,10,09,1,0101,999,999,9,9,99,99,9999,9999,8,2000
1,0108,6,10,7,12,09,1,0101,999,999,9,9,99,99,9999,9999,12,2000
1,0108,11,09,8,8,09,1,0101,20,27,9,2,320,320,7231,9712,6,2000
1,0106,3,10,9,12,09,1,0101,999,999,9,9,99,99,9999,9999,3,2000
1,0108,1,10,9,12,09,1,0101,999,999,9,9,99,99,9999,9999,11,2000
1,0106,2,10,10,3,09,1,0101,999,999,9,9,99,99,9999,9999,2,2000
1,0101,6,09,12,5,09,1,0101,31,27,9,9,320,320,9712,4311,11,2000
1,0106,6,09,12,5,09,1,0101,39,32,9,9,320,320,9999,9999,3,2000
1,0101,4,09,13,2,09,1,0101,36,19,9,9,320,320,7115,9712,2,2000
1,0101,12,09,13,10,09,1,0101,999,999,9,9,320,320,9999,9999,4,2000
11,1108,7,09,14,4,09,1,0101,20,20,9,9,320,320,9999,9999,2,2000
1,0108,4,10,14,7,09,1,0101,999,999,9,9,99,99,9999,9999,4,2000
7,0711,7,09,14,1,09,1,0101,29,28,9,9,320,320,9712,9712,9,2000
1,0101,10,09,17,7,09,1,0101,39,36,9,9,320,320,9712,2341,10,2000
5,0504,10,09,17,8,09,1,0101,21,17,9,9,320,320,9712,9711,3,2000
1,0116,8,09,19,2,09,1,0101,35,37,9,2,320,320,5221,9999,1,2000
9,0904,10,09,22,9,09,1,0101,23,17,9,9,320,320,9999,9999,3,2000
3,0306,4,09,23,2,09,1,0101,18,18,9,9,320,320,4311,9712,2,2000
5,0507,9,09,23,6,09,1,0101,999,18,9,9,320,320,9999,9999,9,2000
1,0107,4,10,25,9,09,1,0101,999,999,9,9,99,99,9999,9999,11,2000
1,0116,12,09,26,8,09,1,0101,49,51,9,9,320,320,9999,9999,3,2000
1,0101,7,09,29,5,09,1,0101,23,25,9,9,320,320,9712,9712,2,2000
1,0101,11,09,30,10,09,1,0101,999,26,9,9,320,320,8322,9711,6,2000
1,0108,5,10,30,11,09,1,0101,999,999,9,9,99,99,9999,9999,6,2000
1,0101,3,10,31,8,09,1,0101,999,999,9,9,99,99,9999,9999,1,2000
1,0106,9,09,2,9,09,1,0101,20,19,9,9,320,320,9999,9999,1,2001
1,0106,10,09,2,9,09,1,0101,20,19,9,9,320,320,9999,9999,1,2001
1,0117,2,10,4,12,09,1,0101,999,999,9,9,99,99,9999,9999,5,2001
1,0101,3,10,5,11,09,1,0101,999,999,9,9,99,99,9999,9999,2,2001
1,0103,3,09,5,2,09,1,0101,40,34,2,2,320,320,5221,9712,12,2001
1,0108,4,10,6,11,09,1,0101,999,999,9,9,99,99,9999,9999,9,2001
5,0501,2,10,7,10,09,1,0101,999,999,9,9,99,99,9999,9999,8,2001
1,0110,8,09,7,5,09,1,0101,18,16,9,9,320,320,9999,9999,1,2001
1,0116,2,10,10,10,09,1,0101,999,999,9,9,99,99,9999,9999,8,2001
1,0108,7,09,13,5,09,1,0101,21,19,9,9,320,320,9712,9711,2,2001
1,0108,8,09,13,3,09,1,0101,28,29,9,9,320,320,9712,9712,11,2001
3,0308,8,09,14,7,09,1,0101,25,25,9,9,320,320,9999,9999,8,2001
1,0101,11,09,16,9,09,1,0101,29,28,9,9,320,320,9712,9712,1,2001
10,1015,2,09,16,1,09,1,0101,20,25,9,2,320,320,6111,9711,1,2001
20,2008,5,10,17,9,09,1,0101,999,999,9,9,99,99,9999,9999,2,2001
1,0102,5,10,17,11,09,1,0101,999,999,9,9,99,99,9999,9999,9,2001
1,0101,5,09,20,3,09,1,0101,35,35,9,9,320,320,5221,1219,8,2001
6,0608,6,09,21,4,09,1,0101,23,999,9,9,320,320,9999,9999,6,2001
1,0106,3,10,21,12,09,1,0101,999,999,9,9,99,99,9999,9999,5,2001
1,0101,12,09,22,7,09,1,0101,28,26,9,9,320,320,1219,9712,11,2001
1,0108,9,09,22,6,09,1,0101,21,16,9,9,320,320,9712,9712,1,2001
22,2201,3,10,23,3,09,1,0101,999,999,9,9,99,99,9999,9999,12,2001
1,0101,6,09,24,2,09,1,0101,29,24,9,9,320,320,9712,9712,2,2001
5,0506,5,09,25,3,09,1,0101,25,24,9,9,320,320,9999,9999,7,2001
1,0115,7,09,28,5,09,1,0101,19,19,9,9,320,320,9712,9712,4,2001
1,0108,7,09,29,5,09,1,0101,26,999,9,9,320,320,9712,9712,12,2001
1,0114,2,10,30,10,09,1,0101,999,999,9,9,99,99,9999,9999,2,2001
1,0108,10,09,31,8,09,1,0101,29,24,9,9,320,320,9712,9712,5,2001
13,1301,11,09,1,7,09,1,0101,17,17,9,9,320,320,9999,9999,12,2002
1,0117,6,09,2,4,09,1,0101,19,17,9,9,320,320,9999,9999,1,2002
1,0108,7,09,2,3,09,1,0101,21,21,9,9,320,320,9712,9712,1,2002
5,0501,6,09,3,2,09,1,0101,24,17,9,9,320,320,2341,9712,3,2002
5,0501,7,09,3,2,09,1,0101,24,17,9,9,320,320,2341,9712,3,2002
1,0101,1,10,4,11,09,1,0101,999,999,9,9,99,99,9999,9999,11,2002
1,0108,8,09,4,6,09,1,0101,29,37,9,9,99,99,9712,9712,3,2002
1,0108,3,10,4,9,09,1,0101,999,999,9,9,99,99,9999,9999,12,2002
1,0114,9,09,5,8,09,1,0101,18,17,9,9,320,320,9712,9712,11,2002
1,0101,4,10,6,11,09,1,0101,999,999,9,9,99,99,9999,9999,7,2002
1,0116,9,09,8,7,09,1,0101,19,15,9,9,320,320,9999,9999,10,2002
1,0116,11,09,8,7,09,1,0101,19,15,9,9,320,320,9999,9999,10,2002
1,0101,5,10,11,9,09,1,0101,999,999,9,9,99,99,9999,9999,8,2002
1,0108,7,09,11,6,09,1,0101,999,999,9,9,320,320,9712,9712,7,2002
1,0101,3,10,13,2,09,1,0101,999,999,9,9,99,99,9999,9999,8,2002
3,0301,5,09,13,3,09,1,0101,46,45,2,2,320,320,9999,9999,2,2002
1,0101,10,09,14,9,09,1,0101,32,31,9,9,320,31,5221,2341,3,2002
5,0501,4,09,15,1,09,1,0101,999,31,9,9,320,320,9998,9711,10,2002
1,0108,5,09,15,1,09,1,0101,22,999,9,9,320,320,9712,9712,11,2002
1,0108,9,09,15,7,09,1,0101,33,29,9,9,320,320,3435,2341,10,2002
1,0101,6,10,16,11,09,1,0101,999,999,9,9,99,99,9999,9999,2,2002
4,0404,11,09,16,2,09,1,0101,25,18,9,9,320,320,9712,9712,3,2002
1,0108,11,09,16,10,09,1,0101,26,25,9,9,320,320,9712,4311,11,2002
18,1804,12,09,17,11,09,1,0101,23,23,9,9,320,320,9999,9999,2,2002
1,0103,2,10,17,9,09,1,0101,999,999,9,9,99,99,9999,9999,10,2002
1,0116,11,09,18,9,09,1,0101,21,16,9,9,320,320,9999,9999,6,2002
1,0116,1,10,18,9,09,1,0101,999,999,9,9,99,99,9999,9999,6,2002
1,0106,9,09,19,8,09,1,0101,21,27,9,9,320,320,9999,9999,10,2002
1,0101,6,10,20,11,09,1,0101,999,999,9,9,99,99,9999,9999,6,2002
3,0308,3,10,21,9,09,1,0101,999,999,9,9,99,99,9999,9999,12,2002
1,0117,3,10,23,10,09,1,0101,999,999,9,9,99,99,9999,9999,2,2002
1,0108,4,09,23,2,09,1,0101,36,25,2,2,320,320,9998,3343,5,2002
1,0108,10,09,23,7,09,1,0101,23,21,9,9,320,320,9712,9712,11,2002
2,0205,1,10,24,9,09,1,0101,999,999,9,9,99,99,9999,9999,12,2002
1,0108,7,09,25,2,09,1,0101,33,31,2,9,320,320,3513,3343,12,2002
1,0101,5,10,26,8,09,1,0101,999,999,9,9,99,99,9999,9999,7,2002
13,1316,1,10,26,8,09,1,0101,999,999,9,9,99,99,9999,9999,7,2002
1,0101,8,09,28,4,09,1,0101,999,999,9,9,320,320,9712,9712,11,2002
3,0308,1,10,28,12,09,1,0101,999,999,9,9,99,99,9999,9999,11,2002
1,0114,10,09,29,9,09,1,0101,999,19,9,9,320,320,9999,9999,7,2002
1,0117,3,10,30,11,09,1,0101,999,999,9,9,99,99,9999,9999,6,2002
21,2107,6,09,30,3,09,1,0101,20,19,9,9,320,320,6111,9711,7,2002
1,0110,8,09,31,7,09,1,0101,20,22,9,9,320,320,4311,9712,12,2002
1,0101,11,09,2,6,09,1,0101,39,31,9,9,320,320,9712,9712,10,2003
1,0101,11,09,2,9,09,1,0101,999,28,9,9,320,320,9712,9712,9,2003
16,1601,2,10,3,9,09,1,0101,999,999,9,9,99,99,9999,9999,2,2003
1,0106,8,09,3,8,09,1,0101,21,20,9,9,320,320,9999,9999,2,2003
5,0507,12,09,3,11,09,1,0101,21,21,9,9,320,320,9999,9999,5,2003
1,0110,10,09,4,8,09,1,0101,40,42,2,9,320,320,4311,9712,9,2003
1,0101,3,10,5,11,09,1,0101,999,999,9,9,99,99,9999,9999,7,2003
1,0108,2,10,5,11,09,1,0101,999,999,9,9,99,99,9999,9999,10,2003
1,0107,3,10,6,10,09,1,0101,999,999,9,9,99,99,9999,9999,4,2003
1,0101,9,09,8,5,09,1,0101,26,28,9,9,320,320,9712,9712,7,2003
3,0308,7,09,8,5,09,1,0101,29,25,9,9,320,320,9712,9712,11,2003
1,0101,3,10,9,10,09,1,0101,999,999,9,9,99,99,9999,9999,10,2003
1,0115,6,10,10,12,09,1,0101,999,999,9,9,99,99,9999,9999,12,2003
20,2005,10,09,12,8,09,1,0101,25,30,2,2,320,320,9998,9998,10,2003
3,0308,7,09,13,2,09,1,0101,28,21,9,9,320,320,9712,9712,7,2003
19,1901,11,09,13,8,09,1,0101,21,24,9,9,320,320,9712,9712,12,2003
5,0506,1,10,15,10,09,1,0101,999,999,9,9,99,99,9999,9999,12,2003
1,0108,10,09,15,5,09,1,0101,31,29,9,9,320,320,9712,9712,11,2003
1,0108,9,09,17,7,09,1,0101,19,19,9,9,320,320,9712,9712,6,2003
1,0108,11,09,17,9,09,1,0101,22,20,9,9,320,320,9712,9712,5,2003
1,0101,5,09,21,4,09,1,0101,33,24,9,9,320,320,9712,9712,6,2003
1,0101,2,10,21,9,09,1,0101,999,999,9,9,99,99,9999,9999,12,2003
1,0116,10,09,21,7,09,1,0101,25,34,2,2,320,320,6111,9711,5,2003
1,0108,10,09,21,4,09,1,0101,28,24,9,9,320,320,4311,3412,8,2003
1,0102,4,09,22,1,09,1,0101,21,20,9,9,320,320,9999,9999,3,2003
1,0108,2,10,22,12,09,1,0101,999,999,9,9,99,99,9999,9999,9,2003
7,0704,12,09,22,5,09,1,0101,27,18,9,9,320,320,2341,9711,1,2003
1,0108,6,09,27,1,09,1,0101,35,32,9,9,320,320,4311,3343,12,2003
1,0108,12,09,27,4,09,1,0101,28,23,9,9,320,320,9712,9712,10,2003
1,0108,2,09,28,1,09,1,0101,28,28,9,9,50,320,2141,2141,6,2003
1,0108,10,09,28,8,09,1,0101,999,22,9,9,320,320,9712,9712,2,2003
1,0101,3,10,30,10,09,1,0101,999,999,9,9,99,99,9999,9999,6,2003
1,0106,8,09,30,7,09,1,0101,21,17,9,9,320,320,9999,9999,4,2003
22,2203,6,09,30,4,09,1,0101,20,21,9,9,320,320,9712,9999,12,2003
1,0108,12,09,30,3,09,1,0101,42,29,9,9,320,320,2141,9712,4,2003
1,0108,12,09,3,9,09,1,0101,29,31,9,9,320,320,7132,9712,8,2004
1,0101,10,09,4,9,09,1,0101,27,999,9,9,320,320,9712,9712,3,2004
6,0605,6,09,6,3,09,1,0101,29,20,2,2,320,320,9999,9999,7,2004
3,0308,11,09,6,10,09,1,0101,29,26,9,9,320,320,9999,9999,11,2004
21,2101,6,09,6,3,09,1,0101,24,20,9,9,320,320,9712,9712,7,2004
1,0116,10,09,7,9,09,1,0101,23,22,2,2,320,320,9999,9999,8,2004
1,0113,1,10,7,10,09,1,0101,999,999,9,9,99,99,9999,9999,4,2004
3,0308,10,09,7,9,09,1,0101,32,26,9,9,320,320,9999,9999,8,2004
1,0116,10,09,8,7,09,1,0101,26,26,9,9,320,320,9712,9712,6,2004
1,0113,4,10,8,12,09,1,0101,999,999,9,9,99,99,9999,9999,2,2004
1,0103,7,09,8,6,09,1,0101,999,21,9,9,320,320,9999,9999,3,2004
1,0108,12,09,9,3,09,1,0101,23,21,9,9,320,320,9712,9712,10,2004
1,0108,5,10,9,6,09,1,0101,999,999,9,9,99,99,9999,9999,11,2004
1,0113,2,10,10,12,09,1,0101,999,999,9,9,99,99,9999,9999,4,2004
1,0101,12,09,11,9,09,1,0101,28,30,9,9,320,320,9712,9712,4,2004
1,0106,4,10,11,12,09,1,0101,999,999,9,9,99,99,9999,9999,8,2004
1,0108,4,09,12,3,09,1,0101,22,17,9,9,320,320,9712,9712,1,2004
1,0106,5,09,13,2,09,1,0101,29,23,9,9,320,320,9999,9999,3,2004
1,0106,4,10,13,2,09,1,0101,999,999,9,9,99,99,9999,9999,11,2004
1,0108,6,09,13,5,09,1,0101,56,31,9,9,320,320,9998,3435,12,2004
1,0116,3,10,15,10,09,1,0101,999,999,9,9,99,99,9999,9999,3,2004
1,0106,11,09,15,5,09,1,0101,27,24,9,9,320,320,9999,9999,10,2004
3,0301,12,09,15,6,09,1,0101,21,999,9,9,320,320,9999,9999,3,2004
1,0108,5,09,15,4,09,1,0101,999,21,2,9,320,320,9712,9712,4,2004
1,0108,11,09,15,6,09,1,0101,21,22,9,9,320,320,4311,9712,7,2004
19,1904,2,09,15,1,09,1,0101,28,20,2,2,320,320,9712,9711,11,2004
1,0116,3,09,16,2,09,1,0101,25,999,9,9,320,320,9999,9999,12,2004
1,0101,12,09,17,11,09,1,0101,25,23,9,9,320,320,9712,9712,12,2004
17,1703,2,10,18,12,09,1,0101,999,999,9,9,99,99,9999,9999,12,2004
1,0116,5,09,19,3,09,1,0101,28,23,9,9,320,320,9712,9712,4,2004
1,0117,6,09,19,5,09,1,0101,29,29,2,2,320,320,9999,9999,2,2004
5,0509,8,09,20,7,09,1,0101,25,20,2,9,320,320,9712,9711,3,2004
20,2001,2,09,20,1,09,1,0101,32,28,9,9,320,320,3412,9711,8,2004
1,0101,6,09,22,4,09,1,0101,33,999,9,9,320,320,9712,9999,12,2004
1,0116,5,09,22,4,09,1,0101,25,25,9,9,320,320,5221,9712,10,2004
1,0108,8,09,22,5,09,1,0101,26,24,9,9,320,320,9712,9712,11,2004
1,0117,5,09,23,2,09,1,0101,29,25,2,2,320,320,9712,9712,5,2004
1,0117,2,10,23,2,09,1,0101,999,999,9,9,99,99,9999,9999,5,2004
1,0117,3,09,24,2,09,1,0101,26,28,9,9,320,320,9712,9712,12,2004
1,0117,4,09,24,2,09,1,0101,26,28,9,9,320,320,9712,9712,12,2004
1,0117,4,10,24,8,09,1,0101,999,999,9,9,99,99,9999,9999,6,2004
1,0110,12,09,24,9,09,1,0101,25,27,9,9,320,320,9712,9712,7,2004
1,0116,3,09,27,1,09,1,0101,25,999,9,2,320,320,9712,9712,1,2004
1,0106,8,09,27,4,09,1,0101,20,24,9,9,320,320,9999,9999,7,2004
1,0101,6,10,30,11,09,1,0101,999,999,9,9,99,99,9999,9999,5,2004
1,0108,12,09,4,11,09,1,0101,33,27,9,9,320,320,2141,3343,12,2005
1,0113,4,09,6,3,09,1,0101,999,999,9,9,64,320,2353,9712,8,2005
1,0103,4,10,12,8,09,1,0101,999,999,9,9,99,99,9999,9999,1,2005
1,0101,4,09,16,1,09,1,0101,999,999,9,9,320,320,2142,9712,3,2005
1,0108,3,09,16,2,09,1,0101,60,999,9,9,320,320,8322,9711,2,2005
18,1803,6,09,17,2,09,1,0101,999,20,9,9,320,320,9999,9999,2,2005
1,0116,7,09,18,5,09,1,0101,20,14,9,9,320,320,9712,9712,3,2005
1,0108,6,09,19,2,09,1,0101,25,34,9,9,320,320,9712,9712,12,2005
7,0710,7,09,19,5,09,1,0101,25,23,9,9,320,320,9712,2341,1,2005
1,0101,7,09,20,5,09,1,0101,24,22,9,9,320,320,9712,9712,12,2005
1,0107,3,10,23,12,09,1,0101,999,999,9,9,99,99,9999,9999,9,2005
1,0108,7,09,24,6,09,1,0101,30,26,9,9,320,320,2141,1411,4,2005
1,0101,3,10,26,11,09,1,0101,999,999,9,9,99,99,9999,9999,2,2005
1,0108,7,09,26,5,09,1,0101,999,999,9,9,320,320,9712,9712,6,2005
1,0117,1,10,27,7,09,1,0101,999,999,9,9,99,99,9999,9999,11,2005
1,0101,6,10,29,10,09,1,0101,999,999,9,9,99,99,9999,9999,9,2005
1,0101,6,10,6,7,09,1,0101,999,999,9,9,99,99,9999,9999,7,2006
1,0101,3,10,7,9,09,1,0101,999,999,9,9,99,99,9999,9999,2,2006
19,1904,10,09,7,8,09,1,0101,24,19,2,2,320,320,3314,9712,1,2006
1,0101,6,10,12,8,09,1,0101,999,999,9,9,99,99,9999,9999,10,2006
1,0101,3,10,18,12,09,1,0101,999,999,9,9,99,99,9999,9999,1,2006
6,0613,7,09,18,6,09,1,0101,21,19,9,9,320,320,9999,9999,7,2006
1,0116,8,09,22,5,09,1,0101,18,17,9,9,320,320,9999,9999,10,2006
1,0108,6,09,22,5,09,1,0101,27,29,9,9,320,320,2211,2341,4,2006
1,0101,11,09,23,10,09,1,0101,23,21,9,9,320,320,3513,2341,7,2006
2,0201,10,09,23,1,09,1,0101,24,999,2,2,320,320,9999,9999,11,2006
1,0108,5,09,24,2,09,1,0101,32,27,9,9,320,320,1219,9712,12,2006
1,0108,12,09,24,2,09,1,0101,26,19,9,9,320,320,9712,9712,1,2006
1,0101,4,10,25,11,09,1,0101,999,999,9,9,99,99,9999,9999,2,2006
1,0113,9,09,25,6,09,1,0101,999,17,9,2,320,320,9712,9711,5,2006
1,0117,12,09,25,6,09,1,0101,39,35,9,2,320,320,5221,9712,3,2006
3,0308,5,09,28,1,09,1,0101,27,23,9,9,320,320,2141,2141,12,2006
1,0101,7,09,29,5,09,1,0101,27,24,9,9,320,320,9712,9712,3,2006
1,0108,4,10,30,11,09,1,0101,999,999,9,9,99,99,9999,9999,7,2006
1,0108,6,09,31,3,09,1,0101,31,27,9,9,320,320,9712,9712,10,2006
1,0101,6,10,1,10,09,1,0101,999,999,9,9,99,99,9999,9999,8,2007
1,0109,8,09,2,4,09,1,0101,43,28,9,9,320,320,7112,8152,9,2007
1,0101,7,09,8,5,09,1,0101,31,23,9,9,320,320,2141,9712,7,2007
18,1804,4,09,9,3,09,1,0101,21,19,9,9,320,320,9999,9999,3,2007
4,0415,2,10,9,10,09,1,0101,999,999,9,9,99,99,9999,9999,10,2007
1,0113,3,10,9,11,09,1,0101,999,999,9,9,99,99,9999,9999,1,2007
1,0103,9,09,13,7,09,1,0101,19,19,9,9,320,320,9999,9999,4,2007
3,0309,5,10,16,10,09,1,0101,999,999,9,9,99,99,9999,9999,6,2007
19,1903,2,10,16,11,09,1,0101,999,999,9,9,99,99,9999,9999,6,2007
1,0101,12,09,18,11,09,1,0101,31,999,9,9,320,320,9712,9712,7,2007
19,1901,4,10,18,2,09,1,0101,999,999,9,9,99,99,9999,9999,5,2007
1,0105,5,10,20,5,09,1,0101,999,999,9,9,99,99,9999,9999,7,2007
1,0101,7,09,22,5,09,1,0101,34,20,9,9,52,320,1120,9712,3,2007
1,0101,1,10,23,12,09,1,0101,999,999,9,9,99,99,9999,9999,1,2007
1,0116,7,09,23,3,09,1,0101,999,17,9,9,320,320,9999,9999,12,2007
4,0404,9,09,25,5,09,1,0101,30,31,1,1,320,320,9712,9712,8,2007
1,0116,10,09,26,6,09,1,0101,53,37,9,2,320,320,8322,5221,11,2007
1,0117,12,09,26,8,09,1,0101,22,17,9,9,320,320,9999,9999,1,2007
1,0101,3,10,29,10,09,1,0101,999,999,9,9,99,99,9999,9999,9,2007
1,0101,11,09,3,9,09,1,0101,25,35,9,9,320,320,9712,9712,7,2008
15,1501,12,09,3,11,09,1,0101,29,30,2,2,320,37,9712,2211,5,2008
1,0101,10,09,4,9,09,1,0101,42,35,9,9,320,320,9712,9712,6,2008
1,0108,12,09,5,11,09,1,0101,36,18,9,9,320,320,9712,9712,7,2008
1,0101,11,09,6,10,09,1,0101,24,21,9,9,320,320,9712,9712,8,2008
1,0101,12,09,6,11,09,1,0101,24,23,9,9,320,320,9712,9712,9,2008
1,0101,4,10,7,12,09,1,0101,999,999,9,9,99,99,9999,9999,7,2008
1,0101,3,10,11,11,09,1,0101,999,999,9,9,99,99,9999,9999,5,2008
2,0201,2,10,22,12,09,1,0101,999,999,9,9,99,99,9999,9999,8,2008
1,0101,3,10,25,9,09,1,0101,999,999,9,9,99,99,9999,9999,2,2008
1,0101,3,10,30,11,09,1,0101,999,999,9,9,99,99,9999,9999,7,2008
1,0117,11,09,30,7,09,1,0101,21,18,9,9,320,320,9999,9999,3,2008
1,0101,3,09,2,2,09,1,0101,27,16,9,9,320,320,8341,9711,11,1958
6,0603,7,09,5,6,09,1,0101,23,16,9,9,320,320,6111,9711,2,1961
1,0101,10,09,7,8,09,1,0101,999,999,9,9,320,320,9999,9999,2,1965
1,0101,8,09,8,6,09,1,0101,999,999,9,9,320,320,9999,9999,12,1965
1,0101,3,10,9,12,09,1,0101,999,999,9,9,99,99,9999,9999,12,1966
1,0116,4,09,13,3,09,1,0101,18,17,9,9,320,320,9211,9711,11,1966
1,0101,12,09,14,4,09,1,0101,999,999,2,2,320,320,4311,4311,4,1966
19,1901,12,09,23,9,09,1,0101,25,21,9,9,320,320,310,9711,1,1966
1,0105,4,09,23,2,09,1,0101,27,23,9,9,320,320,9999,9999,4,1966
1,0101,11,09,16,10,09,1,0101,25,19,9,9,320,320,9999,9999,12,1968
1,0101,2,10,16,11,09,1,0101,999,999,9,9,99,99,9999,9999,8,1968
1,0101,4,09,30,1,09,1,0101,56,60,9,9,320,320,9999,9999,12,1968
1,0101,9,09,12,8,09,1,0101,28,21,9,9,320,320,9999,9999,5,1969
21,2102,12,09,24,7,09,1,0101,999,999,2,2,320,320,6111,2341,3,1969
1,0101,11,09,8,9,09,1,0101,27,23,9,9,320,320,9999,9999,12,1970
1,0101,3,10,19,2,09,1,0101,999,999,9,9,99,99,9999,9999,11,1970
1,0101,3,10,26,11,09,1,0101,999,999,9,9,99,99,9999,9999,8,1970
1,0101,6,09,27,3,09,1,0101,56,59,2,2,320,320,9712,9712,5,1970
1,0101,9,09,26,8,09,1,0101,999,999,9,9,36,320,9999,9999,2,1971
1,0101,11,09,28,9,09,1,0101,999,999,9,9,320,320,9999,9999,11,1971
1,0101,7,09,23,4,09,1,0101,999,999,9,9,320,320,9999,9999,6,1972
1,0101,11,09,23,9,09,1,0101,24,999,9,9,320,320,9999,9999,5,1972
1,0101,5,10,24,11,09,1,0101,999,999,9,9,99,99,9999,9999,8,1972
1,0101,4,10,26,11,09,1,0101,999,999,9,9,99,99,9999,9999,8,1972
1,0101,4,09,15,1,09,1,0101,999,999,9,9,320,320,9999,9999,8,1973
1,0101,5,10,15,5,09,1,0101,999,999,9,9,99,99,9999,9999,11,1973
1,0101,4,09,16,1,09,1,0101,27,32,9,9,320,320,9999,9999,8,1973
1,0101,7,09,20,4,09,1,0101,21,19,9,9,320,320,9712,9712,6,1973
1,0101,12,09,20,8,09,1,0101,18,18,9,9,320,320,9999,7531,9,1973
1,0101,9,09,23,6,09,1,0101,64,999,2,2,320,320,4311,2341,11,1973
1,0101,8,09,2,7,09,1,0101,999,999,9,9,320,320,9999,9999,4,1974
1,0101,6,09,3,4,09,1,0101,36,16,9,9,320,320,9999,9999,8,1974
1,0101,9,09,4,6,09,1,0101,999,999,9,9,320,320,9999,9999,2,1974
1,0101,8,09,11,6,09,1,0101,999,999,9,9,320,320,9999,9999,7,1974
1,0101,6,09,23,4,09,1,0101,20,999,9,9,320,320,9999,9999,4,1974
1,0101,11,09,23,4,09,1,0101,26,21,9,9,320,320,9999,9999,9,1974
1,0101,8,09,24,3,09,1,0101,27,23,9,9,320,320,3513,4311,11,1974
1,0101,9,09,3,4,09,1,0101,22,15,9,9,320,31,3142,9712,8,1975
1,0101,3,10,19,11,09,1,0101,999,999,9,9,99,99,9999,9999,4,1975
1,0101,7,09,29,6,09,1,0101,21,14,9,9,320,320,9712,9712,3,1975
1,0101,9,09,29,5,09,1,0101,21,17,9,9,320,320,9999,9999,9,1975
1,0101,7,09,2,4,09,1,0101,22,17,9,9,320,320,9712,9712,2,1976
16,1612,10,09,5,6,09,1,0101,54,56,2,2,320,320,9712,9712,10,1976
1,0101,10,09,17,8,09,1,0101,23,22,9,9,320,320,5221,9712,6,1976
3,0306,10,09,19,10,09,1,0101,18,19,9,9,320,320,6111,5242,12,1976
1,0101,6,09,20,5,09,1,0101,999,999,9,9,320,320,4311,4311,2,1976
1,0101,8,09,20,3,09,1,0101,29,16,9,9,320,320,9999,9999,11,1976
1,0101,12,09,25,9,09,1,0101,999,22,9,9,32,320,9712,9712,3,1976
1,0101,11,09,26,8,09,1,0101,24,20,9,9,320,320,7531,9712,10,1976
1,0101,2,10,27,11,09,1,0101,999,999,9,9,99,99,9999,9999,2,1976
1,0101,4,09,6,3,09,1,0101,999,999,9,9,320,320,9999,9999,2,1977
6,0611,11,09,6,10,09,1,0101,19,17,9,9,320,320,9999,9999,11,1977
1,0101,8,09,14,4,09,1,0101,19,16,9,9,320,320,9999,9999,8,1977
22,2214,8,09,14,7,09,1,0101,24,16,9,9,320,320,9998,9711,7,1977
1,0101,12,09,16,8,09,1,0101,26,21,9,9,320,320,2161,3343,4,1977
18,1805,3,10,20,3,09,1,0101,999,999,9,9,99,99,9999,9999,10,1977
1,0101,11,09,21,7,09,1,0101,29,29,9,9,35,36,5221,3432,11,1977
1,0101,3,10,21,12,09,1,0101,999,999,9,9,99,99,9999,9999,9,1977
22,2214,9,09,24,7,09,1,0101,57,21,2,9,320,320,9712,9711,11,1977
1,0101,7,09,27,4,09,1,0101,19,20,9,9,36,320,9712,9712,6,1977
14,1401,2,10,29,12,09,1,0101,999,999,9,9,99,99,9999,9999,12,1977
6,0602,9,09,30,7,09,1,0101,21,17,9,9,320,320,6111,9711,12,1977
1,0101,7,09,1,6,09,1,0101,999,999,9,9,69,320,6111,3343,7,1978
1,0101,11,09,3,3,09,1,0101,999,999,9,9,320,320,9999,9999,5,1978
1,0101,5,09,17,4,09,1,0101,21,19,9,9,320,320,9999,9999,12,1978
1,0101,7,09,17,4,09,1,0101,26,23,9,9,320,320,9712,2341,3,1978
6,0609,5,09,18,2,09,1,0101,31,21,9,9,320,320,9211,9711,11,1978
1,0101,6,09,21,4,09,1,0101,999,999,9,9,60,320,3513,3343,7,1978
1,0101,9,09,7,7,09,1,0101,999,54,9,9,320,320,9712,9711,6,1979
22,2201,4,09,9,2,09,1,0101,21,17,9,9,320,320,6111,9999,12,1979
1,0101,7,09,15,6,09,1,0101,999,999,9,9,37,320,9999,9999,6,1979
1,0101,4,10,17,12,09,1,0101,999,999,9,9,99,99,9999,9999,3,1979
2,0203,2,10,17,8,09,1,0101,999,999,9,9,99,99,9999,9999,12,1979
1,0101,6,09,28,4,09,1,0101,18,19,9,9,320,320,9999,9999,7,1979
1,0101,12,09,2,10,09,1,0101,25,50,9,2,320,320,4311,4131,5,1980
1,0101,3,10,2,10,09,1,0101,999,999,9,9,99,99,9999,9999,3,1980
