depreg,mupreg,mesreg,añoreg,diaocu,mesocu,añoocu,depocu,mupocu,edadhom,edadmuj,grethom,gretmuj,nachom,nacmuj,escohom,escomuj,ocupahom,ocupamuj
1,0101,7,2011,28,4,2011,1,0101,999,999,9,9,320,320,9,9,3432,3221
10,1005,11,2011,12,10,2011,10,1001,36,27,2,2,320,320,3,2,9998,3221
1,0115,3,2012,4,8,2011,1,0115,28,999,9,9,320,320,9,9,9999,5142
5,0501,10,2011,5,9,2011,5,0501,29,35,9,2,320,320,9,2,9999,5142
11,1102,1,2012,22,7,2011,11,1102,999,999,9,9,320,320,9,9,9520,5142
1,0101,6,2011,29,3,2011,1,0101,999,999,9,9,320,320,9,9,1111,9712
1,0101,9,2011,16,8,2011,1,0115,999,999,9,9,320,320,9,9,1219,9712
9,0901,1,2012,23,11,2011,9,0901,29,25,2,1,320,320,5,1,1219,9712
17,1712,5,2011,9,2,2011,17,1712,999,999,9,9,320,320,9,9,2221,9712
1,0108,11,2011,8,9,2011,1,0101,999,999,9,9,320,320,1,1,2261,9712
21,2101,2,2011,25,1,2011,21,2101,999,999,9,9,320,320,1,9,2341,9712
9,0901,12,2011,17,10,2011,9,0901,999,999,9,9,320,320,9,9,2421,9712
16,1601,2,2012,19,10,2011,16,1601,999,999,9,9,320,320,9,1,2421,9712
1,0101,2,2012,18,8,2011,1,0101,999,999,9,9,320,320,9,9,2611,9712
1,0101,8,2011,30,6,2011,1,0101,47,45,9,9,320,320,1,1,2611,9712
11,1109,9,2011,24,8,2011,11,1101,71,20,1,2,320,320,5,1,2611,9712
1,0101,12,2011,14,7,2011,1,0101,36,33,2,2,320,320,5,5,2611,9712
10,1001,10,2011,6,10,2011,10,1001,63,39,9,9,320,320,9,9,2611,9712
1,0101,11,2011,10,10,2011,1,0101,999,999,9,9,320,320,9,9,2631,9712
1,0101,6,2011,7,4,2011,1,0101,38,999,2,2,320,320,5,9,2632,9712
1,0101,11,2011,18,4,2011,1,0101,999,999,9,9,320,320,9,9,3114,9712
16,1603,12,2011,18,10,2011,16,1601,25,20,1,2,320,320,1,1,3119,9712
1,0108,2,2011,14,1,2011,1,0101,999,39,9,9,320,320,9,1,3119,9712
1,0101,4,2011,10,3,2011,1,0101,40,36,2,2,320,320,5,5,3119,9712
1,0114,9,2011,8,6,2011,1,0114,999,999,9,9,320,320,1,1,3432,9712
1,0101,3,2011,2,3,2011,1,0101,999,999,9,9,320,320,9,9,3513,9712
9,0901,12,2011,3,1,2011,9,0901,999,999,9,9,320,320,9,9,3513,9712
1,0101,8,2011,14,6,2011,1,0101,999,999,9,9,320,320,4,9,3513,9712
1,0101,2,2012,15,12,2011,1,0101,999,999,9,9,320,320,9,9,3513,9712
1,0108,2,2012,13,4,2011,1,0101,999,30,9,9,320,320,1,1,3513,9712
1,0108,7,2011,13,4,2011,1,0101,999,30,9,9,320,320,1,1,3513,9712
7,0710,9,2011,26,8,2011,7,0710,999,999,9,9,320,320,9,9,3513,9712
5,0501,12,2011,22,8,2011,5,0501,999,999,9,9,320,320,1,1,3513,9712
9,0920,2,2012,13,12,2011,9,0920,48,999,2,9,320,320,4,1,3513,9712
22,2201,6,2011,19,4,2011,22,2201,21,17,2,9,320,320,4,1,3513,9712
1,0101,7,2011,28,3,2011,1,0101,26,29,2,9,320,320,4,1,3513,9712
1,0108,11,2011,15,8,2011,22,2201,25,23,9,2,320,320,9,2,3513,9712
1,0101,6,2011,1,4,2011,1,0101,31,25,2,9,320,320,4,9,3513,9712
1,0101,3,2011,27,1,2011,1,0101,22,21,9,9,320,320,4,9,3513,9712
1,0108,2,2012,16,3,2011,1,0108,28,999,2,9,320,320,4,9,4211,9712
1,0101,9,2011,12,7,2011,1,0101,999,999,9,9,320,320,9,9,4311,9712
1,0101,1,2012,27,10,2011,1,0101,43,44,2,2,320,320,1,1,4321,9712
1,0101,10,2011,21,7,2011,1,0101,44,29,9,9,320,320,9,9,4419,9712
1,0101,11,2011,12,8,2011,1,0101,25,25,2,2,320,320,2,9,5120,9712
1,0101,1,2012,8,12,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,1,2012,5,12,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,1,2012,7,6,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,2,2012,21,10,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,2,2012,22,12,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,3,2011,18,1,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,3,2011,28,2,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,5,2011,6,4,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,5,2011,16,3,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,6,2012,13,10,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,7,2011,1,3,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,8,2011,19,5,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,9,2011,29,6,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,10,2011,22,9,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,11,2011,2,9,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0101,12,2011,8,11,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
5,0501,3,2012,2,9,2011,5,0501,999,999,9,9,320,320,9,9,5221,9712
17,1701,11,2011,10,8,2011,17,1701,999,999,9,9,320,320,9,9,5221,9712
1,0115,5,2011,8,3,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
6,0601,3,2011,2,2,2011,6,0601,38,999,2,9,320,320,2,9,5221,9712
6,0601,4,2011,4,2,2011,1,0101,38,999,2,9,320,320,2,9,5221,9712
9,0901,5,2011,22,4,2011,9,0901,29,999,2,9,320,320,2,9,5221,9712
1,0101,12,2011,12,7,2011,1,0108,999,999,9,9,320,320,4,9,5221,9712
6,0608,8,2011,8,7,2011,6,0601,33,999,2,9,320,320,5,9,5221,9712
16,1601,12,2011,21,11,2011,16,1601,999,999,9,9,320,320,9,1,5221,9712
1,0115,10,2011,6,10,2011,1,0115,60,29,9,9,320,320,1,1,5221,9712
1,0101,12,2011,12,9,2011,1,0101,35,28,9,9,320,320,1,1,5221,9712
1,0101,2,2012,5,10,2011,1,0101,28,25,9,9,320,320,1,1,5221,9712
1,0101,3,2012,1,8,2011,22,2201,38,37,2,9,320,320,4,1,5221,9712
1,0108,8,2011,7,6,2011,1,0108,34,32,2,9,320,320,5,1,5221,9712
20,2008,8,2011,15,4,2011,20,2001,999,40,9,2,320,320,1,2,5221,9712
8,0803,5,2011,25,4,2011,8,0801,29,26,1,1,320,320,2,3,5221,9712
22,2217,12,2011,28,10,2011,22,2201,34,28,2,2,320,320,3,3,5221,9712
12,1217,5,2012,10,6,2011,9,0920,32,27,2,2,320,320,4,3,5221,9712
5,0507,11,2011,21,10,2011,5,0501,36,39,2,2,320,320,4,4,5221,9712
9,0903,6,2012,27,1,2011,9,0901,37,24,1,2,320,320,4,4,5221,9712
22,2202,9,2011,6,9,2011,22,2201,46,48,2,2,320,320,9,5,5221,9712
10,1001,7,2011,3,6,2011,10,1001,999,999,9,9,320,320,9,9,5221,9712
1,0101,8,2011,22,6,2011,1,0101,35,28,9,9,320,320,1,9,5221,9712
1,0101,6,2011,28,4,2011,1,0101,23,25,9,9,320,320,4,9,5221,9712
1,0101,8,2011,1,6,2011,1,0101,999,999,9,9,320,320,9,9,5221,9712
1,0106,8,2011,10,6,2011,1,0101,44,37,2,2,320,320,9,9,5221,9712
9,0901,7,2011,10,6,2011,9,0901,51,34,2,2,320,320,9,9,5221,9712
16,1601,6,2011,10,6,2011,16,1601,27,28,1,1,320,320,9,9,5221,9712
1,0101,5,2012,27,10,2011,1,0101,999,999,9,9,320,320,9,9,5242,9712
1,0115,6,2011,9,6,2011,1,0115,31,999,9,9,320,320,9,9,5249,9712
1,0101,12,2011,22,4,2011,1,0101,999,999,9,9,320,320,9,9,5249,9712
1,0101,5,2011,21,3,2011,1,0101,999,999,9,9,320,320,9,9,5249,9712
5,0502,3,2012,14,12,2011,5,0502,31,999,2,9,320,320,4,9,5249,9712
1,0101,3,2011,15,3,2011,1,0101,999,999,9,9,320,320,9,9,6111,9712
2,0204,10,2011,17,3,2011,2,0201,999,999,9,9,320,320,9,9,6111,9712
2,0207,12,2011,10,11,2011,2,0201,999,999,9,9,320,320,9,9,6111,9712
5,0501,6,2011,17,5,2011,5,0501,999,999,9,9,320,320,9,9,6111,9712
15,1506,2,2012,10,10,2011,15,1501,999,999,9,9,320,320,9,9,6111,9712
15,1506,8,2011,6,7,2011,1,0101,999,999,9,9,320,320,9,9,6111,9712
15,1501,10,2011,5,8,2011,15,1501,999,999,9,9,320,320,9,9,6111,9712
10,1001,4,2012,21,9,2011,10,1001,999,999,9,9,320,320,9,9,6111,9712
16,1601,4,2011,25,1,2011,16,1601,999,999,9,9,320,320,9,9,6111,9712
16,1601,5,2011,28,3,2011,16,1601,999,999,9,9,320,320,9,9,6111,9712
21,2101,3,2011,16,2,2011,21,2101,999,999,9,9,320,320,9,9,6111,9712
12,1201,3,2011,24,2,2011,12,1201,999,999,9,9,320,320,9,9,6111,9712
6,0604,11,2011,10,5,2011,6,0604,999,999,9,9,320,320,9,9,6111,9712
1,0115,5,2011,17,2,2011,1,0114,999,999,9,9,320,320,9,9,6111,9712
10,1012,12,2011,11,10,2011,9,0920,999,999,9,9,320,320,9,9,6111,9712
11,1102,2,2011,7,2,2011,11,1101,999,999,9,9,320,320,1,9,6111,9712
12,1215,5,2011,4,4,2011,12,1215,999,999,9,9,320,320,1,9,6111,9712
6,0601,9,2011,22,8,2011,6,0601,50,999,2,9,320,320,1,9,6111,9712
18,1805,10,2011,26,9,2011,20,2001,32,999,2,9,320,320,2,9,6111,9712
1,0108,3,2011,28,2,2011,21,2101,30,999,9,9,320,320,9,9,6111,9712
11,1104,9,2011,19,5,2011,11,1101,999,999,9,9,320,320,9,1,6111,9712
11,1107,7,2011,16,5,2011,11,1101,999,999,9,9,320,320,9,1,6111,9712
17,1703,10,2011,29,9,2011,17,1703,26,26,2,2,320,320,1,1,6111,9712
17,1704,9,2011,18,7,2011,17,1703,36,25,2,2,320,320,1,1,6111,9712
1,0101,11,2011,27,9,2011,1,0101,35,25,9,9,320,320,1,1,6111,9712
16,1609,6,2011,3,6,2011,16,1601,23,21,1,1,320,320,1,2,6111,9712
11,1101,2,2012,2,12,2011,11,1101,28,20,2,2,320,320,1,2,6111,9712
6,0602,1,2012,11,8,2011,1,0101,38,30,9,2,320,320,2,2,6111,9712
22,2216,10,2011,27,9,2011,22,2201,27,29,2,2,320,320,2,2,6111,9712
6,0603,12,2011,12,10,2011,6,0601,25,22,9,2,320,320,1,3,6111,9712
13,1312,8,2011,29,4,2011,13,1312,52,31,2,2,320,320,9,4,6111,9712
20,2011,6,2011,24,5,2011,22,2201,27,26,2,2,320,320,2,9,6111,9712
9,0920,5,2012,6,6,2011,9,0920,31,999,2,2,320,320,3,9,6111,9712
6,0602,5,2011,24,3,2011,6,0601,999,999,2,2,320,320,9,9,6111,9712
19,1903,3,2012,13,12,2011,19,1901,999,999,9,9,320,320,9,9,6111,9712
1,0101,6,2012,17,3,2011,1,0101,41,38,9,9,320,320,9,9,6111,9712
20,2001,5,2011,14,4,2011,20,2001,29,29,2,2,320,320,9,9,6111,9712
11,1108,3,2012,14,10,2011,11,1101,26,23,9,9,320,320,9,9,6111,9712
9,0920,5,2011,10,3,2011,9,0920,23,19,2,2,320,320,9,9,6111,9712
5,0501,7,2011,6,4,2011,5,0501,999,999,9,9,320,320,9,9,7112,9712
1,0108,10,2011,17,6,2011,1,0108,999,999,9,9,320,320,9,9,7112,9712
18,1802,11,2011,6,9,2011,18,1801,29,24,2,9,320,320,3,9,7112,9712
15,1501,6,2011,28,1,2011,15,1501,33,20,2,2,320,320,1,1,7112,9712
14,1412,12,2011,15,11,2011,14,1401,29,28,2,2,320,320,3,2,7112,9712
2,0207,11,2011,4,4,2011,2,0201,40,20,2,2,320,320,9,9,7112,9712
2,0207,4,2011,4,4,2011,2,0207,40,20,2,2,320,320,9,9,7112,9712
1,0101,1,2012,11,7,2011,1,0101,41,999,2,9,320,320,3,1,7112,9712
3,0307,3,2011,16,2,2011,3,0301,27,21,9,2,320,320,3,3,7112,9712
10,1005,8,2011,14,6,2011,9,0901,999,999,9,9,320,320,9,9,7115,9712
1,0114,12,2011,14,10,2011,1,0115,38,999,9,9,320,320,9,9,7115,9712
1,0101,6,2012,16,8,2011,1,0101,999,999,9,9,320,320,9,9,7115,9712
21,2101,2,2011,18,1,2011,21,2101,999,999,9,9,320,320,9,9,7231,9712
9,0914,3,2011,4,2,2011,9,0914,32,31,1,1,320,320,2,1,7411,9712
1,0108,2,2011,20,1,2011,1,0101,999,999,9,9,320,320,9,9,7411,9712
9,0901,11,2011,16,9,2011,9,0901,31,30,9,9,320,320,9,9,7411,9712
5,0501,11,2011,8,6,2011,5,0501,43,999,2,9,320,320,9,9,7412,9712
1,0101,7,2011,17,5,2011,1,0101,999,999,9,9,320,320,9,9,7511,9712
1,0101,12,2011,5,5,2011,1,0101,39,39,2,2,320,320,3,3,7533,9712
20,2008,12,2011,17,10,2011,20,2001,25,19,2,2,320,320,3,3,8322,9712
1,0113,7,2011,9,6,2011,1,0101,999,999,9,9,320,320,9,9,9313,9712
1,0101,3,2012,22,2,2011,22,2201,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,3,6,2011,22,2201,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,27,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,14,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,15,12,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,18,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2011,10,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2011,18,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2011,19,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,2,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,3,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,8,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,16,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,27,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,17,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,21,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,24,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,25,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,30,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,3,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,6,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,11,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,11,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,15,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,18,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,24,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,28,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,8,6,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,11,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,17,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,22,6,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2011,13,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2011,20,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2011,23,6,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,9,2011,3,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,9,2011,21,7,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,10,2011,11,8,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,10,2011,19,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,10,2011,21,7,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,10,2011,23,9,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,11,2011,10,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,11,2011,12,8,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2011,4,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2011,6,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2011,11,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,4,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,6,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,7,7,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,8,7,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,10,11,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,12,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,19,12,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,21,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,23,6,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,23,8,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,25,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,25,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,27,12,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,28,11,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2012,29,9,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2011,6,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2011,9,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2011,20,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,5,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,8,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,8,12,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,9,12,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,12,8,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,13,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,15,6,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,24,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,24,11,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,25,11,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,26,8,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,28,11,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,30,11,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2011,2,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2011,3,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2011,8,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2011,9,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2011,11,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2011,14,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2011,21,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2011,24,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2011,25,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,2,8,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,11,7,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,13,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,16,9,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,19,12,2011,19,1901,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,25,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,28,11,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,7,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,9,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,10,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,14,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,15,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,18,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,21,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,21,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,22,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,23,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2011,25,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,2,11,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,3,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,7,7,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,9,11,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,14,12,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,15,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,16,12,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,18,11,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,19,9,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,21,7,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,24,11,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,3,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,5,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,6,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,7,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,10,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,12,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,13,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,14,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,14,4,2011,12,1201,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,15,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,17,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,18,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,18,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,23,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2011,27,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,6,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,15,11,2011,18,1801,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,22,7,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,29,12,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,30,11,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,30,12,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,31,8,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,1,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,3,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,7,2,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,8,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,12,4,2011,19,1901,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,12,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,13,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,13,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,14,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,15,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,19,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,25,1,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,25,5,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,28,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2011,29,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,3,10,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,28,12,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,29,6,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,2,6,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,4,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,5,7,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,7,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,8,7,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,9,6,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,13,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,15,3,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2011,15,4,2011,1,0101,999,999,9,9,320,320,9,9,9712,9712
