DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,GETHOM,GETMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,OCUHOM,OCUMUJ
17,1708,3,2012,16,2,17,1703,999,33,9,2,320,320,9,4,9712,110
12,1213,5,2012,3,2,12,1215,35,30,2,2,320,320,5,9,110,1120
1,0101,4,2012,27,3,1,0101,33,32,9,2,320,320,5,5,2142,1120
14,1416,6,2012,28,5,14,1401,31,28,9,2,320,320,1,4,8189,1120
1,0101,10,2012,12,3,1,0101,27,29,2,2,320,320,4,5,1346,1212
1,0101,2,2012,9,1,1,0101,37,30,9,9,320,320,9,9,1219,1219
1,0101,8,2012,11,6,1,0101,41,42,2,9,320,320,5,5,1219,1219
1,0108,10,2012,12,9,1,0101,999,999,9,9,222,320,9,9,1219,1219
1,0101,11,2012,3,8,1,0101,36,30,2,2,320,320,5,5,2421,1219
1,0101,9,2012,29,2,1,0101,46,37,2,2,320,320,5,5,2511,1219
1,0101,7,2012,20,4,1,0101,999,999,9,9,320,320,9,9,2619,1219
1,0101,8,2012,16,5,1,0101,38,35,2,2,320,320,9,5,3521,1219
9,0901,4,2013,30,5,9,0901,35,35,1,2,320,320,4,4,5249,1219
22,2214,1,2013,13,2,22,2201,999,33,9,2,840,320,9,4,7232,1219
3,0306,4,2012,10,4,1,0115,36,38,2,2,320,320,3,4,9712,1219
5,0501,10,2012,25,7,5,0501,27,27,2,2,320,320,5,5,9712,1219
16,1601,4,2013,20,9,16,1601,29,26,1,2,320,320,9,4,9712,1219
1,0101,3,2012,21,2,1,0101,35,33,2,2,320,320,9,5,9712,1219
1,0101,3,2012,26,1,1,0101,45,41,2,2,320,320,3,5,9998,1219
1,0108,3,2012,13,1,1,0101,41,35,9,9,320,320,9,9,9998,1219
1,0114,11,2012,7,8,1,0114,34,33,2,2,320,320,4,4,7112,1221
1,0101,11,2012,18,10,1,0101,39,32,9,2,320,320,1,4,9712,1221
1,0108,6,2012,6,3,1,0108,37,36,2,2,320,320,5,9,2431,2113
10,1001,3,2012,20,2,10,1001,32,30,2,2,320,320,5,5,2132,2132
1,0101,1,2013,6,9,1,0101,32,28,9,2,320,320,5,5,2142,2145
1,0101,5,2012,23,2,1,0101,999,999,9,9,320,320,9,9,2144,2149
1,0101,10,2012,3,10,1,0115,31,28,9,2,320,320,9,5,2149,2149
1,0101,1,2013,15,11,1,0101,999,999,9,9,320,320,9,9,2152,2151
1,0101,9,2012,25,7,1,0101,30,29,9,9,320,320,5,9,2211,2152
14,1406,2,2013,18,10,1,0101,32,31,2,2,320,320,4,5,2161,2161
1,0101,11,2012,19,7,1,0101,28,29,2,2,320,320,5,9,2161,2161
1,0101,1,2013,22,11,1,0101,41,38,2,9,320,320,5,9,2161,2161
1,0101,2,2013,12,9,1,0101,999,49,9,9,320,320,9,5,2341,2161
1,0101,7,2012,29,2,1,0101,25,23,9,2,320,320,1,5,9712,2161
1,0115,7,2012,18,4,1,0115,27,32,9,2,320,320,1,5,9712,2161
1,0101,11,2012,30,4,1,0101,999,999,9,9,320,320,9,9,1219,2166
1,0102,8,2012,24,4,1,0101,47,47,2,2,320,320,9,9,2144,2166
1,0101,11,2012,10,8,1,0101,26,23,2,2,320,320,4,5,2166,2166
1,0101,6,2012,30,4,1,0101,38,37,2,2,320,320,5,5,2212,2166
1,0114,6,2013,27,11,1,0101,48,45,2,2,320,320,5,5,3434,2166
1,0101,2,2012,19,1,1,0101,33,31,2,2,320,320,9,5,5221,2166
1,0101,5,2012,5,1,1,0101,999,999,9,9,320,320,9,9,2144,2211
1,0101,9,2012,17,8,1,0101,999,999,9,9,320,320,9,9,2145,2211
1,0101,6,2012,27,3,1,0101,999,999,9,9,320,320,5,9,2211,2211
1,0101,2,2013,5,10,1,0101,999,999,9,9,320,320,9,9,2211,2211
1,0101,8,2012,6,2,1,0101,999,999,9,9,320,320,9,9,2211,2211
1,0101,10,2012,5,7,1,0101,999,999,9,9,320,320,9,9,2211,2211
1,0101,5,2012,22,3,1,0101,999,999,9,9,320,320,9,9,2211,2211
1,0101,12,2012,20,6,1,0101,32,31,2,9,320,320,5,5,2212,2211
1,0101,7,2012,6,3,1,0101,29,31,2,2,320,320,5,5,2212,2211
1,0101,5,2012,5,1,2,0201,999,999,9,9,320,320,9,9,3412,2211
5,0502,8,2012,13,3,5,0502,999,999,2,2,320,320,1,9,5221,2211
1,0101,8,2012,16,4,1,0101,999,52,9,2,320,320,9,5,5221,2211
7,0710,12,2012,2,11,7,0701,43,44,9,9,320,276,5,9,2211,2221
1,0101,8,2012,31,5,1,0101,999,999,9,9,320,320,9,9,2221,2221
13,1309,10,2012,3,8,13,1309,22,23,9,9,320,320,4,4,2341,2221
11,1101,7,2012,6,2,11,1101,31,34,9,9,320,320,1,9,4311,2221
1,0101,1,2013,4,10,1,0101,44,36,2,2,320,320,4,9,4311,2221
1,0101,4,2012,8,2,1,0101,999,999,9,2,320,840,9,9,6111,2221
6,0601,4,2012,6,1,6,0601,999,999,9,9,320,320,9,9,6111,2221
1,0101,4,2013,21,11,1,0101,999,999,9,9,320,320,9,9,7115,2221
12,1202,6,2012,20,1,12,1215,53,51,2,2,320,320,2,4,7531,2221
1,0114,9,2012,18,6,1,0114,999,999,9,9,320,320,1,9,8322,2221
1,0101,1,2013,21,8,1,0101,999,43,9,2,320,320,9,4,9712,2221
1,0101,4,2013,28,12,1,0101,999,999,9,9,320,320,9,9,9712,2221
9,0901,3,2013,3,9,9,0901,999,999,9,9,320,320,9,9,9712,2221
16,1609,11,2012,1,10,16,1601,999,999,9,9,320,320,9,9,9712,2221
16,1607,12,2012,11,1,16,1601,35,34,9,2,320,320,9,4,9999,2221
15,1503,2,2012,11,1,16,1601,999,34,9,2,320,320,9,4,9999,2221
12,1218,4,2013,19,12,10,1001,28,26,2,2,320,320,9,9,9999,2221
1,0101,1,2013,30,10,1,0101,999,999,9,9,1026,320,9,9,2412,2250
1,0108,3,2013,2,10,1,0101,999,999,9,9,320,320,9,9,2132,2261
9,0902,10,2012,16,8,8,0801,34,30,1,2,320,320,9,4,9712,2262
1,0101,4,2012,23,1,1,0101,999,999,9,9,320,340,9,9,110,2265
11,1102,4,2013,15,3,7,0715,999,999,9,9,320,188,9,9,2132,2265
1,0101,10,2012,11,9,1,0101,999,999,9,9,320,320,9,9,2152,2265
1,0101,2,2013,21,9,1,0101,30,28,9,9,320,320,9,9,2659,2265
10,1001,10,2012,3,10,10,1001,64,57,2,2,320,320,5,9,2211,2320
3,0307,8,2012,15,5,3,0301,33,31,2,2,320,320,5,5,4311,2320
1,0101,11,2012,22,8,1,0101,32,38,2,2,320,320,4,5,8322,2320
1,0103,9,2012,19,4,1,0101,24,27,2,2,320,320,1,5,9712,2320
16,1601,9,2012,1,2,16,1601,40,39,1,1,320,320,4,5,9712,2320
6,0601,9,2012,22,6,6,0601,41,41,9,2,320,320,4,5,9712,2320
1,0101,4,2012,12,3,1,0101,29,30,9,2,320,320,9,5,9712,2320
5,0510,5,2012,3,5,2,0201,999,40,9,2,320,320,9,5,9712,2320
10,1015,9,2012,27,7,10,1001,35,34,9,2,320,320,9,5,9999,2320
1,0101,2,2013,22,11,1,0101,999,999,9,9,320,320,9,9,110,2341
5,0502,10,2012,16,8,5,0502,24,23,9,9,320,320,9,4,1219,2341
1,0101,4,2013,2,10,1,0115,999,999,9,9,320,320,9,9,2132,2341
19,1901,9,2012,31,7,19,1901,999,999,9,9,320,320,9,9,2132,2341
1,0101,8,2012,31,5,1,0101,999,999,9,9,320,320,5,9,2141,2341
3,0301,11,2012,23,5,1,0101,42,30,2,2,320,320,4,4,2144,2341
12,1202,2,2013,13,8,21,2101,999,999,9,9,320,320,9,9,2161,2341
1,0101,5,2012,19,4,1,0101,28,999,2,9,320,320,5,5,2211,2341
17,1701,10,2012,7,9,17,1703,33,25,2,2,320,320,5,4,2211,2341
9,0902,11,2012,7,9,9,0901,54,44,2,2,320,320,9,9,2262,2341
16,1601,7,2012,16,3,16,1601,34,34,1,1,320,320,9,9,2341,2341
12,1202,6,2012,30,3,12,1202,999,999,1,1,320,320,4,4,2341,2341
21,2101,4,2013,10,10,21,2101,999,999,2,9,320,320,4,9,2341,2341
2,0208,11,2012,31,8,2,0201,28,23,2,2,320,320,4,9,2341,2341
16,1601,12,2012,23,11,16,1601,56,36,9,9,320,320,4,4,2341,2341
8,0801,2,2013,27,9,8,0801,41,30,1,1,320,320,4,4,2341,2341
17,1708,10,2012,19,6,17,1708,56,999,2,9,320,320,4,9,2341,2341
17,1704,12,2012,22,10,17,1703,29,28,2,2,320,320,4,4,2341,2341
4,0402,1,2013,26,11,4,0401,32,999,1,9,320,320,4,9,2341,2341
22,2201,3,2012,13,2,22,2201,23,22,2,2,320,320,4,4,2341,2341
9,0902,4,2013,16,5,9,0901,28,27,1,2,320,320,4,4,2341,2341
22,2211,9,2012,18,1,22,2201,41,48,2,2,320,320,4,4,2341,2341
16,1601,9,2012,24,8,16,1601,999,999,9,9,320,320,9,9,2341,2341
13,1307,6,2012,18,5,13,1312,25,26,9,1,320,320,9,4,2341,2341
20,2001,4,2012,22,3,20,2001,999,999,9,9,320,320,9,9,2341,2341
13,1302,11,2012,8,11,13,1301,999,999,9,9,320,320,9,9,2341,2341
9,0901,7,2012,16,3,9,0901,999,999,9,9,320,320,9,9,2341,2341
21,2101,2,2012,26,1,21,2101,999,999,9,9,320,320,9,9,2341,2341
21,2101,4,2012,20,2,21,2101,999,999,9,9,320,320,9,9,2341,2341
22,2201,8,2012,17,7,22,2201,999,999,9,9,320,320,9,9,2341,2341
17,1703,7,2012,2,5,17,1703,999,25,9,2,320,320,9,4,2341,2341
21,2103,12,2012,15,10,21,2103,999,999,9,9,320,320,9,9,2341,2341
16,1601,6,2013,28,12,16,1601,999,45,9,2,320,320,9,4,2341,2341
3,0307,5,2012,20,1,1,0108,39,30,2,2,320,320,5,4,2351,2341
13,1301,12,2012,5,10,13,1301,45,40,2,2,320,320,5,4,2351,2341
8,0801,12,2012,15,10,8,0801,53,50,2,2,320,320,5,4,2351,2341
16,1601,12,2012,16,11,16,1601,35,33,9,9,320,320,9,9,2359,2341
15,1504,7,2012,11,6,15,1504,30,29,9,2,320,320,9,9,2359,2341
17,1701,8,2012,7,5,17,1701,999,999,9,9,320,320,9,9,2359,2341
1,0101,10,2012,3,10,1,0101,999,999,9,9,320,320,9,9,2422,2341
1,0101,10,2012,9,8,1,0101,999,999,9,9,320,320,9,9,2642,2341
1,0101,3,2013,12,10,1,0101,999,999,9,9,320,320,9,9,2642,2341
22,2202,3,2012,13,2,22,2201,31,27,2,2,320,320,4,4,3114,2341
22,2214,5,2012,26,4,22,2201,31,22,2,2,320,320,4,4,3119,2341
6,0601,10,2012,7,8,6,0601,28,28,2,2,320,320,4,4,3119,2341
9,0914,8,2012,21,5,9,0914,29,29,1,1,320,320,5,5,3119,2341
10,1014,9,2012,27,8,10,1014,999,999,9,9,320,320,9,9,3119,2341
20,2008,5,2012,22,3,20,2001,999,999,9,9,320,320,9,9,3142,2341
10,1001,8,2012,21,8,10,1001,999,999,9,9,320,320,9,9,3142,2341
20,2001,5,2012,12,3,20,2001,34,35,9,9,320,320,9,9,3314,2341
12,1217,2,2013,22,10,9,0920,24,32,2,2,320,320,4,4,3331,2341
11,1101,8,2012,30,5,11,1101,27,31,2,2,320,320,4,5,3412,2341
16,1601,4,2012,9,2,16,1601,44,42,2,2,320,320,4,4,3412,2341
18,1802,9,2012,20,3,18,1801,45,43,2,2,320,320,4,4,3412,2341
13,1315,4,2012,16,2,13,1301,49,43,2,2,320,320,4,4,3412,2341
1,0101,1,2013,4,9,1,0101,999,999,9,9,320,320,9,9,3412,2341
1,0101,8,2012,19,7,1,0101,999,999,9,9,320,320,9,9,3412,2341
1,0101,10,2012,2,5,1,0101,23,24,9,9,320,320,4,4,3513,2341
10,1014,2,2013,12,10,5,0502,28,24,2,2,320,320,4,4,3513,2341
1,0101,9,2012,15,4,5,0501,999,999,9,9,320,320,9,9,3513,2341
16,1601,5,2012,13,2,16,1601,999,999,9,9,320,320,9,9,3513,2341
9,0901,9,2012,4,5,9,0901,52,47,9,9,320,320,9,9,4131,2341
1,0101,8,2012,15,3,1,0114,999,999,9,9,320,320,9,9,4131,2341
1,0114,7,2012,27,4,1,0114,52,43,9,9,320,320,1,9,4311,2341
1,0101,4,2013,25,10,1,0101,999,999,9,9,320,320,1,9,4311,2341
10,1018,11,2012,11,9,10,1001,27,24,2,2,320,320,4,4,4311,2341
10,1001,10,2012,8,8,10,1001,29,32,2,2,320,320,4,4,4311,2341
13,1301,1,2013,15,10,13,1301,41,31,9,9,320,320,4,9,4311,2341
18,1801,1,2013,13,11,18,1801,51,46,2,2,320,320,4,4,4311,2341
14,1415,2,2013,29,10,14,1413,33,25,1,2,320,320,4,4,4311,2341
1,0101,8,2012,9,7,1,0101,42,30,9,2,320,320,9,4,4311,2341
5,0501,4,2013,3,12,5,0501,999,999,9,9,320,320,9,9,4311,2341
20,2004,2,2013,5,10,20,2001,999,999,9,9,320,320,9,9,4311,2341
1,0101,6,2012,29,3,5,0502,999,999,9,9,320,320,9,9,4311,2341
17,1712,11,2012,2,10,17,1712,999,999,9,9,320,320,9,9,5111,2341
1,0108,10,2012,16,8,1,0101,48,50,9,9,320,320,1,9,5221,2341
1,0101,1,2013,18,10,1,0101,999,999,9,9,320,320,9,9,5221,2341
1,0101,6,2012,25,4,1,0101,999,999,9,9,320,320,9,9,5221,2341
1,0101,7,2012,21,2,1,0101,999,999,9,9,320,320,9,9,5221,2341
2,0205,5,2012,11,4,2,0201,999,36,9,2,320,320,9,4,5221,2341
11,1101,5,2012,8,5,11,1101,39,34,2,2,320,320,4,4,5411,2341
8,0801,4,2012,3,2,8,0801,999,999,9,9,320,320,1,9,6111,2341
14,1402,2,2012,26,1,14,1401,43,33,9,9,320,320,1,9,6111,2341
13,1305,9,2012,12,4,13,1312,25,31,2,2,320,320,2,5,6111,2341
16,1602,9,2012,18,7,16,1601,38,36,1,1,320,320,3,5,6111,2341
12,1210,4,2013,22,11,1,0101,27,36,2,9,320,320,4,9,6111,2341
21,2101,2,2013,26,12,21,2101,999,999,2,2,320,320,9,9,6111,2341
21,2101,6,2012,24,4,21,2101,999,999,9,9,320,320,9,9,6111,2341
17,1707,1,2013,14,11,17,1703,999,30,9,2,320,320,9,4,6111,2341
9,0923,12,2012,6,3,9,0901,999,999,9,9,320,320,9,9,7115,2341
1,0101,11,2012,14,3,1,0101,32,28,2,2,320,320,2,4,7131,2341
9,0901,4,2013,4,12,9,0901,999,999,9,9,320,320,1,9,7231,2341
11,1101,9,2012,25,7,11,1101,999,999,9,9,320,320,9,9,7231,2341
1,0101,5,2012,29,3,1,0101,26,26,9,9,320,320,9,4,7231,2341
5,0501,11,2012,9,3,5,0501,999,999,9,9,320,320,9,9,7411,2341
14,1418,5,2012,21,3,14,1401,39,39,2,9,320,320,3,4,8152,2341
10,1020,4,2012,14,3,10,1001,44,35,2,2,320,320,2,4,8322,2341
17,1703,2,2013,23,11,17,1703,999,999,9,9,320,320,9,9,8322,2341
5,0502,11,2012,24,8,16,1601,57,59,2,2,320,320,3,4,8332,2341
16,1601,12,2012,24,8,16,1601,57,59,2,2,320,320,3,4,8332,2341
10,1020,6,2012,18,4,10,1001,31,38,2,9,320,320,2,9,9211,2341
20,2001,1,2013,6,11,20,2001,999,999,9,9,320,320,9,9,9211,2341
9,0916,2,2013,19,11,9,0901,32,42,1,1,320,320,9,4,9313,2341
12,1229,6,2012,22,5,12,1229,999,30,9,1,320,320,1,4,9712,2341
9,0906,6,2012,10,4,11,1101,999,999,9,9,320,320,1,9,9712,2341
22,2205,9,2012,3,9,22,2201,999,25,9,2,320,320,1,9,9712,2341
12,1217,4,2013,10,10,9,0920,999,24,9,2,320,320,1,4,9712,2341
6,0601,2,2012,6,2,6,0601,26,26,2,2,320,320,1,4,9712,2341
5,0506,6,2012,6,6,10,1001,28,27,9,9,320,320,1,9,9712,2341
22,2201,10,2012,31,8,22,2201,31,24,9,2,320,320,1,4,9712,2341
10,1020,8,2012,9,7,1,0101,38,36,2,2,320,320,1,4,9712,2341
10,1001,3,2012,26,1,10,1001,999,999,2,2,320,320,2,4,9712,2341
5,0509,11,2012,7,8,5,0501,20,28,2,9,320,320,4,9,9712,2341
10,1001,1,2013,18,10,10,1001,23,26,2,2,320,320,4,4,9712,2341
16,1601,9,2012,27,7,16,1601,26,23,2,1,320,320,4,4,9712,2341
16,1601,1,2013,6,8,16,1601,28,25,1,2,320,320,4,4,9712,2341
14,1412,7,2012,10,5,14,1401,30,27,2,2,320,320,4,4,9712,2341
12,1215,2,2012,16,1,12,1215,34,31,2,2,320,320,4,4,9712,2341
1,0101,10,2012,17,8,1,0101,36,37,2,2,320,320,4,5,9712,2341
13,1307,3,2013,5,6,13,1301,25,23,1,9,320,320,4,4,9712,2341
10,1001,9,2012,2,5,10,1001,25,22,2,2,320,320,5,5,9712,2341
13,1302,5,2012,11,4,13,1301,33,24,9,9,320,320,5,4,9712,2341
16,1601,6,2012,15,2,16,1601,23,28,1,2,320,320,9,4,9712,2341
22,2203,5,2012,20,4,22,2201,25,23,2,2,320,320,9,4,9712,2341
9,0901,11,2012,12,1,9,0901,32,999,9,9,320,320,9,9,9712,2341
1,0101,1,2013,11,9,1,0101,999,999,9,9,320,320,9,9,9712,2341
1,0101,1,2013,26,10,1,0101,999,999,9,9,320,320,9,9,9712,2341
1,0101,8,2012,22,6,1,0101,999,999,9,9,320,320,9,9,9712,2341
1,0101,10,2012,29,8,1,0101,999,999,9,9,320,320,9,9,9712,2341
1,0101,12,2012,27,6,1,0101,999,999,9,9,320,320,9,9,9712,2341
19,1904,6,2012,7,2,1,0101,999,999,9,9,320,320,9,9,9712,2341
4,0415,8,2012,12,6,4,0401,999,999,9,9,320,320,9,9,9712,2341
9,0901,10,2012,16,8,9,0901,999,999,9,9,320,320,9,9,9712,2341
11,1101,4,2013,24,8,11,1101,999,999,9,9,320,320,9,9,9712,2341
1,0101,2,2013,18,12,13,1301,999,999,9,9,320,320,9,9,9712,2341
14,1412,11,2012,26,9,14,1401,999,43,9,2,320,320,9,4,9712,2341
1,0101,3,2013,31,10,19,1901,999,43,9,9,320,320,9,9,9712,2341
19,1901,8,2012,27,3,19,1901,999,999,9,9,320,320,9,9,9712,2341
21,2101,3,2012,2,3,21,2101,999,39,9,9,320,320,9,9,9712,2341
21,2101,7,2012,18,5,21,2101,999,999,9,9,320,320,9,9,9712,2341
21,2101,10,2012,28,9,21,2101,999,999,9,9,320,320,9,9,9712,2341
21,2107,9,2012,8,8,21,2101,999,999,9,9,320,320,9,9,9712,2341
1,0115,9,2012,24,7,1,0115,999,999,9,9,320,320,9,9,9712,2341
7,0701,10,2012,25,9,7,0701,999,38,9,2,320,320,9,4,9712,2341
1,0101,12,2012,30,8,1,0101,32,24,2,9,320,320,5,9,9998,2341
1,0101,12,2012,12,9,1,0101,999,999,9,9,320,320,9,9,9998,2341
14,1401,7,2012,12,6,14,1401,999,34,9,2,320,320,1,4,9999,2341
12,1217,8,2012,17,7,9,0920,34,37,2,2,320,320,4,4,9999,2341
22,2201,4,2012,9,3,22,2201,47,29,9,9,320,320,4,4,9999,2341
22,2201,6,2012,8,6,22,2201,34,28,9,2,320,320,9,4,9999,2341
1,0114,9,2012,2,4,1,0114,999,999,9,2,320,320,9,4,9999,2341
1,0101,4,2013,12,4,3,0301,44,999,2,9,320,320,9,9,9999,2341
1,0101,8,2012,1,3,1,0101,999,52,9,2,320,320,9,4,9999,2341
1,0101,10,2012,10,7,1,0101,999,999,9,9,320,320,9,9,9999,2341
3,0301,3,2013,3,12,3,0301,999,999,9,9,320,320,9,9,9999,2341
9,0909,10,2012,27,8,9,0901,999,28,9,2,320,320,9,4,9999,2341
10,1001,9,2012,2,8,10,1001,999,999,9,9,320,320,9,9,9999,2341
14,1406,9,2012,30,7,14,1401,999,40,9,2,320,320,9,4,9999,2341
1,0116,11,2012,10,8,1,0116,999,37,9,2,320,320,9,4,9999,2341
1,0101,2,2012,3,1,10,1001,999,999,9,9,840,320,9,9,9999,2341
1,0101,6,2012,23,4,1,0101,999,999,9,9,320,320,9,9,2152,2342
5,0511,11,2012,14,8,1,0101,54,41,2,2,320,320,5,5,2211,2342
13,1305,1,2013,26,12,13,1301,26,34,2,2,320,320,4,4,2341,2342
14,1418,6,2013,27,8,14,1401,27,25,2,2,320,320,4,4,3119,2342
17,1703,3,2012,3,2,17,1703,999,999,9,9,320,320,9,9,3314,2342
18,1801,4,2012,13,3,18,1801,28,27,2,2,320,320,4,4,3314,2342
8,0801,11,2012,15,6,8,0801,33,25,2,2,320,320,4,4,3314,2342
10,1014,10,2012,28,9,1,0115,999,26,9,2,320,320,9,4,3513,2342
22,2207,12,2012,29,11,22,2201,48,42,2,2,320,320,4,4,4311,2342
16,1601,2,2013,29,3,16,1601,23,24,2,2,320,320,3,4,5221,2342
13,1311,12,2012,30,11,13,1301,35,29,2,2,320,320,5,5,5221,2342
11,1101,9,2012,25,7,11,1101,40,39,9,2,320,320,1,4,5249,2342
9,0922,2,2013,26,11,9,0920,999,46,9,2,320,320,2,4,6111,2342
14,1418,8,2012,20,6,14,1413,999,30,9,9,320,320,9,4,6111,2342
5,0510,9,2012,21,6,5,0501,30,30,2,2,320,320,3,4,8152,2342
10,1001,9,2012,28,8,10,1001,28,28,1,2,320,320,2,4,9712,2342
20,2011,12,2012,8,11,20,2011,20,23,1,1,320,320,4,5,9712,2342
22,2205,1,2013,25,10,22,2201,24,23,2,2,320,320,4,4,9712,2342
21,2101,3,2013,3,12,21,2101,25,21,2,2,320,320,4,4,9712,2342
1,0101,7,2012,16,4,1,0101,35,999,2,9,320,320,5,9,9712,2342
13,1301,11,2012,12,10,13,1312,28,30,9,2,320,320,9,4,9712,2342
9,0901,6,2012,7,5,9,0901,29,26,9,2,320,320,9,9,9712,2342
1,0101,11,2012,24,5,1,0101,999,999,9,9,320,320,9,9,9712,2342
15,1501,10,2012,6,7,15,1501,999,39,9,2,320,320,9,4,9712,2342
12,1212,12,2012,26,6,9,0920,999,999,9,9,320,320,9,9,9712,2342
17,1712,8,2012,11,7,17,1712,29,25,2,2,320,320,4,4,9998,2342
16,1602,6,2012,21,5,16,1602,27,36,9,2,320,320,9,5,9999,2342
20,2003,12,2012,14,8,20,2001,999,36,9,2,320,320,9,4,9999,2342
6,0614,3,2013,25,9,6,0601,999,36,9,9,320,320,9,4,9999,2342
1,0101,3,2012,13,2,1,0101,999,999,9,9,320,320,9,9,2353,2353
1,0113,6,2012,28,2,1,0101,999,999,9,9,320,320,9,9,7231,2354
1,0101,2,2013,22,5,1,0101,999,999,9,9,320,320,9,9,110,2359
1,0101,4,2013,9,11,1,0101,61,999,2,9,320,320,5,9,2261,2359
22,2212,6,2013,14,11,22,2212,47,49,2,9,320,320,5,9,2320,2359
12,1215,12,2012,8,8,22,2201,40,37,2,2,320,320,4,4,2341,2359
22,2201,1,2013,8,8,22,2201,40,37,2,2,320,320,4,4,2341,2359
16,1601,3,2013,9,1,16,1601,999,999,9,9,320,320,9,9,2341,2359
3,0301,12,2012,11,10,1,0101,49,38,2,2,320,320,9,9,2351,2359
3,0302,10,2012,17,9,3,0301,30,26,2,2,320,320,4,4,2359,2359
1,0101,5,2012,3,4,1,0101,999,999,9,9,320,320,9,9,2359,2359
15,1501,12,2012,7,11,15,1501,999,999,9,9,320,320,9,9,2359,2359
1,0101,12,2012,12,9,2,0201,999,999,9,9,320,320,9,9,3119,2359
1,0101,6,2012,24,5,1,0101,999,999,9,9,320,320,9,9,3153,2359
13,1301,6,2012,16,5,13,1301,999,999,9,9,320,320,9,9,3314,2359
1,0101,1,2013,13,9,1,0101,999,999,9,9,320,320,9,9,3412,2359
16,1610,7,2012,5,3,16,1610,999,31,9,1,320,320,9,4,3412,2359
6,0601,8,2012,15,6,6,0601,27,999,2,9,320,320,4,9,3513,2359
1,0101,11,2012,13,9,1,0101,999,999,9,9,320,320,9,9,4311,2359
1,0101,12,2012,27,8,1,0108,999,999,9,9,156,9999,1,9,5221,2359
16,1615,2,2013,23,7,16,1615,999,999,9,9,320,320,9,9,5221,2359
1,0101,3,2013,22,11,1,0101,999,999,9,9,320,320,9,9,5221,2359
1,0103,12,2012,18,10,1,0101,999,999,9,9,320,320,9,9,5221,2359
1,0108,11,2012,11,6,22,2201,999,999,9,9,320,320,9,9,5221,2359
1,0108,4,2013,19,6,1,0101,34,33,2,2,320,320,4,4,5249,2359
1,0101,3,2012,17,1,1,0101,999,999,9,9,320,320,9,9,5249,2359
17,1704,6,2012,4,5,17,1703,39,37,2,2,320,320,2,4,6111,2359
19,1907,10,2012,1,10,22,2201,999,999,9,9,320,320,9,9,6111,2359
1,0101,5,2012,28,3,1,0101,999,999,9,9,320,320,9,9,7512,2359
1,0101,7,2012,8,2,1,0101,25,25,9,2,320,320,1,4,9712,2359
1,0113,4,2013,22,11,1,0101,40,29,9,2,320,320,1,5,9712,2359
4,0406,1,2013,7,11,4,0401,22,21,2,2,320,320,4,9,9712,2359
1,0101,2,2013,4,12,1,0101,999,999,9,9,320,320,9,9,9712,2359
1,0101,2,2013,20,8,1,0101,999,999,9,9,320,320,9,9,9712,2359
1,0101,3,2013,6,8,1,0101,999,999,9,9,320,320,9,9,9712,2359
1,0101,3,2013,7,12,1,0101,999,999,9,9,320,320,9,9,9712,2359
1,0101,3,2013,28,6,1,0101,999,38,9,2,320,320,9,4,9712,2359
1,0101,9,2012,6,8,1,0101,999,999,9,9,320,320,9,9,9712,2359
1,0101,11,2012,21,8,1,0101,999,999,9,9,320,320,9,9,9712,2359
22,2211,7,2012,18,5,1,0114,999,44,9,2,320,320,9,4,9712,2359
1,0101,11,2012,30,8,1,0101,999,999,9,9,320,320,9,9,9998,2359
22,2205,7,2012,16,7,22,2201,43,41,9,2,320,320,1,4,9999,2359
1,0106,6,2012,30,4,1,0101,999,33,9,9,320,320,9,4,9999,2359
9,0901,11,2012,16,7,9,0901,44,42,2,2,320,320,9,5,9999,2359
1,0117,9,2012,25,7,1,0115,999,40,9,2,320,320,9,4,9999,2359
1,0101,2,2013,21,11,1,0101,999,999,9,9,320,320,9,9,2619,2411
1,0101,10,2012,23,8,1,0101,26,28,9,2,320,320,9,5,3513,2411
5,0509,1,2013,1,8,5,0501,29,26,2,2,320,320,4,5,7231,2411
1,0101,3,2012,13,3,1,0101,32,26,9,9,568,188,9,9,2412,2413
13,1301,2,2013,30,11,13,1301,27,23,2,2,320,320,4,5,2359,2421
1,0101,10,2012,16,8,1,0101,30,31,9,9,320,320,9,9,2431,2421
9,0901,9,2012,2,7,9,0901,999,999,9,9,320,320,9,9,110,2422
1,0101,12,2012,18,10,1,0101,999,999,9,9,320,320,9,9,1219,2422
1,0101,10,2012,29,8,1,0101,999,999,9,9,724,320,9,9,1219,2422
1,0101,4,2012,22,2,1,0101,48,45,9,9,320,720,9,9,2144,2422
1,0101,7,2012,28,6,1,0101,999,999,9,9,320,320,9,9,2161,2422
1,0101,3,2012,31,1,1,0101,33,31,9,2,170,320,9,5,2421,2422
1,0101,7,2012,30,5,1,0101,37,34,9,9,320,320,9,9,2422,2422
1,0101,6,2012,30,4,1,0101,999,999,9,9,320,320,9,9,2422,2422
9,0902,8,2012,20,7,9,0901,40,34,2,2,320,320,4,5,3314,2422
11,1108,2,2012,9,1,11,1101,42,33,9,9,320,320,1,5,9712,2422
18,1801,8,2012,10,5,18,1801,24,26,9,2,320,320,3,5,9712,2422
22,2205,1,2013,19,11,22,2201,32,27,2,2,320,320,4,5,9712,2422
