DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,GETHOM,GETMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,OCUHOM,OCUMUJ
9,0902,10,2012,28,8,9,0901,36,34,9,9,320,320,4,4,9712,9712
11,1101,9,2012,22,8,11,1101,37,34,2,9,320,320,4,1,9712,9712
4,0401,7,2012,11,6,4,0401,38,37,1,1,320,320,4,1,9712,9712
1,0101,11,2012,13,10,10,1001,39,27,2,2,320,320,4,2,9712,9712
1,0101,6,2012,18,4,1,0108,39,42,9,2,320,320,4,4,9712,9712
10,1016,3,2012,21,2,10,1001,40,35,2,2,320,320,4,9,9712,9712
3,0308,12,2012,8,2,1,0101,41,40,2,9,320,320,4,1,9712,9712
13,1301,10,2012,10,9,13,1301,43,38,2,9,320,320,4,3,9712,9712
1,0101,9,2012,23,5,1,0101,47,44,2,2,320,320,4,5,9712,9712
1,0101,6,2012,9,2,1,0101,21,29,2,9,320,320,4,1,9712,9712
1,0101,5,2012,7,2,1,0101,23,22,2,9,320,320,4,1,9712,9712
1,0101,2,2013,3,12,3,0301,21,22,2,2,320,320,5,4,9712,9712
1,0101,8,2012,23,3,1,0101,23,23,2,2,320,320,5,5,9712,9712
1,0101,11,2012,6,9,1,0101,26,27,2,2,320,320,5,5,9712,9712
20,2011,12,2012,22,10,22,2201,28,20,2,9,320,320,5,1,9712,9712
1,0101,1,2013,15,6,1,0101,32,32,2,2,320,320,5,5,9712,9712
1,0117,10,2012,23,8,1,0101,32,31,2,2,320,320,5,5,9712,9712
16,1601,11,2012,1,10,16,1601,32,20,2,2,320,320,5,5,9712,9712
22,2203,2,2012,9,2,22,2201,32,999,2,9,320,320,5,9,9712,9712
10,1001,7,2012,2,5,10,1001,33,31,2,2,320,320,5,5,9712,9712
16,1603,1,2013,23,11,16,1601,38,999,2,9,320,320,5,9,9712,9712
1,0101,3,2012,2,2,1,0101,42,41,2,9,320,320,5,1,9712,9712
1,0101,6,2013,2,5,1,0101,42,999,2,9,320,320,5,9,9712,9712
1,0101,7,2012,2,5,1,0101,42,999,2,9,320,320,5,9,9712,9712
1,0101,4,2012,9,2,1,0101,44,44,9,9,320,320,5,1,9712,9712
16,1601,6,2012,10,2,16,1601,999,999,2,9,840,320,5,9,9712,9712
16,1601,12,2012,16,8,16,1601,22,18,2,2,320,320,5,4,9712,9712
1,0101,6,2012,25,5,1,0101,999,999,9,9,124,320,9,9,9712,9712
1,0101,9,2012,20,8,1,0101,999,999,9,9,156,320,9,9,9712,9712
1,0101,11,2012,13,9,1,0101,999,999,9,9,156,320,9,9,9712,9712
1,0101,7,2012,5,6,1,0101,999,999,9,9,170,320,9,9,9712,9712
1,0101,8,2012,1,6,1,0101,999,999,9,9,222,320,9,9,9712,9712
1,0101,2,2012,16,1,1,0101,999,999,9,9,276,222,9,9,9712,9712
1,0101,9,2012,3,8,1,0101,999,999,9,9,276,320,9,9,9712,9712
1,0110,10,2012,13,3,1,0108,999,999,9,9,320,320,9,9,9712,9712
2,0207,9,2012,20,3,2,0201,999,999,2,2,320,320,9,9,9712,9712
12,1201,3,2012,10,2,12,1201,999,999,2,2,320,320,9,9,9712,9712
2,0208,1,2013,23,10,2,0208,999,999,2,2,320,320,9,9,9712,9712
12,1202,2,2013,9,10,12,1201,999,999,9,9,320,320,9,9,9712,9712
6,0602,8,2012,6,5,1,0101,999,21,2,9,320,320,9,1,9712,9712
5,0502,3,2013,13,9,5,0502,19,20,2,2,320,320,9,9,9712,9712
1,0102,3,2012,23,2,1,0101,22,20,2,2,320,320,9,9,9712,9712
19,1903,9,2012,1,8,14,1401,22,20,2,2,320,320,9,9,9712,9712
1,0115,1,2013,12,12,1,0115,22,24,2,2,320,320,9,9,9712,9712
9,0920,10,2012,26,9,9,0920,22,23,9,9,320,840,9,9,9712,9712
1,0101,8,2012,10,7,1,0101,23,22,9,9,320,320,9,9,9712,9712
20,2001,6,2012,10,5,20,2001,23,30,9,9,320,320,9,9,9712,9712
1,0106,2,2012,26,1,1,0101,24,21,2,2,320,320,9,9,9712,9712
18,1801,8,2012,1,8,18,1801,24,25,2,2,320,320,9,9,9712,9712
21,2101,10,2012,3,9,21,2101,24,27,9,9,320,320,9,9,9712,9712
1,0117,8,2012,14,6,1,0115,24,21,2,2,320,320,9,9,9712,9712
9,0920,8,2012,21,6,9,0920,24,21,2,2,320,320,9,9,9712,9712
2,0201,11,2012,2,10,2,0201,25,20,2,2,320,320,9,4,9712,9712
1,0106,1,2013,30,8,10,1001,25,21,2,2,320,320,9,9,9712,9712
16,1601,10,2012,13,8,16,1601,25,24,2,2,320,320,9,9,9712,9712
21,2101,11,2012,31,10,21,2101,25,24,9,9,320,320,9,9,9712,9712
17,1703,10,2012,23,10,17,1703,25,27,2,2,320,320,9,9,9712,9712
9,0920,7,2012,24,4,9,0920,25,24,2,2,320,320,9,9,9712,9712
1,0101,10,2012,9,8,1,0101,26,30,2,2,320,320,9,4,9712,9712
3,0302,11,2012,29,10,3,0301,26,23,2,2,320,320,9,9,9712,9712
1,0101,9,2012,11,6,1,0108,26,22,9,2,320,320,9,4,9712,9712
21,2101,4,2012,5,3,21,2101,27,21,9,9,320,320,9,9,9712,9712
14,1413,7,2012,12,3,14,1413,27,28,1,1,320,320,9,9,9712,9712
1,0101,7,2012,29,5,1,0101,28,27,2,2,320,320,9,9,9712,9712
11,1103,2,2013,12,11,11,1101,28,30,9,9,320,320,9,9,9712,9712
16,1601,7,2012,21,5,16,1601,28,29,1,2,320,320,9,9,9712,9712
10,1001,5,2012,2,2,19,1901,28,24,2,2,320,320,9,9,9712,9712
1,0108,6,2012,24,5,1,0101,29,999,2,9,320,320,9,1,9712,9712
1,0114,7,2012,7,5,1,0101,29,24,9,9,320,320,9,4,9712,9712
9,0901,3,2012,20,1,9,0901,29,28,1,9,320,320,9,9,9712,9712
9,0901,11,2012,13,9,9,0901,29,999,9,9,320,320,9,9,9712,9712
14,1406,10,2012,19,9,14,1401,29,19,1,1,320,320,9,2,9712,9712
1,0101,8,2012,25,6,1,0101,30,27,9,9,320,320,9,4,9712,9712
1,0117,12,2012,21,8,1,0101,30,26,2,2,320,320,9,9,9712,9712
7,0710,2,2013,1,10,7,0701,30,23,9,9,320,320,9,9,9712,9712
13,1301,6,2012,17,2,13,1301,30,24,9,9,320,320,9,9,9712,9712
1,0114,7,2012,22,6,1,0114,30,26,9,2,320,320,9,9,9712,9712
1,0114,11,2012,9,7,1,0114,30,30,9,9,320,320,9,9,9712,9712
1,0115,1,2013,29,11,1,0115,30,30,2,2,320,720,9,9,9712,9712
1,0108,9,2012,21,5,1,0101,31,28,9,9,320,320,9,9,9712,9712
6,0609,1,2013,30,10,1,0101,31,29,2,2,320,320,9,9,9712,9712
12,1201,12,2012,18,7,1,0101,31,30,2,2,320,84,9,9,9712,9712
4,0401,3,2013,24,8,4,0401,31,30,9,9,320,320,9,5,9712,9712
10,1001,8,2012,25,7,10,1001,31,30,9,9,320,320,9,9,9712,9712
15,1501,1,2013,17,9,15,1501,31,23,9,9,320,320,9,3,9712,9712
19,1901,5,2012,8,5,19,1901,31,25,2,2,320,320,9,9,9712,9712
22,2212,5,2012,20,3,22,2201,31,21,2,2,320,320,9,9,9712,9712
1,0115,7,2012,2,3,1,0115,31,32,2,2,320,320,9,9,9712,9712
1,0101,9,2012,19,6,1,0101,32,32,9,9,320,320,9,1,9712,9712
10,1001,12,2012,27,9,10,1001,32,20,9,9,320,320,9,9,9712,9712
1,0115,10,2012,29,8,1,0115,32,30,2,2,320,320,9,9,9712,9712
1,0108,10,2012,30,3,1,0101,33,33,9,9,320,320,9,9,9712,9712
4,0401,7,2012,15,3,4,0401,33,34,2,2,320,320,9,9,9712,9712
14,1404,3,2012,3,2,14,1401,33,41,2,2,320,320,9,9,9712,9712
1,0114,8,2012,17,7,1,0114,33,27,2,2,320,320,9,3,9712,9712
11,1102,2,2013,30,10,11,1101,34,30,9,9,320,320,9,1,9712,9712
1,0117,5,2012,12,4,1,0115,35,37,9,9,320,320,9,9,9712,9712
9,0920,3,2013,26,11,9,0920,35,31,2,2,320,320,9,9,9712,9712
1,0101,5,2012,2,3,1,0101,36,29,9,9,320,320,9,9,9712,9712
1,0106,1,2013,12,11,1,0101,36,34,2,2,320,320,9,9,9712,9712
1,0117,6,2012,10,5,1,0101,37,42,2,2,320,320,9,9,9712,9712
9,0901,5,2012,8,2,9,0901,40,999,9,9,320,320,9,9,9712,9712
9,0901,11,2012,18,9,9,0901,40,27,9,9,320,320,9,9,9712,9712
10,1001,6,2012,30,5,10,1001,41,33,9,9,320,320,9,9,9712,9712
1,0101,1,2013,14,8,1,0101,42,41,9,9,320,320,9,9,9712,9712
1,0101,4,2012,27,1,1,0101,42,27,9,9,320,320,9,9,9712,9712
1,0101,6,2012,28,3,1,0101,42,41,9,9,320,320,9,9,9712,9712
21,2101,2,2013,10,12,21,2101,46,32,9,9,320,320,9,9,9712,9712
18,1801,8,2012,13,8,18,1801,49,35,9,2,320,320,9,5,9712,9712
9,0901,6,2013,2,11,9,0901,53,47,9,9,320,320,9,9,9712,9712
1,0101,12,2012,27,9,22,2201,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,1,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,24,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,5,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,16,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,20,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,20,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,4,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,7,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,29,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,30,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,5,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,9,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,20,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,23,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,23,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,24,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,31,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,9,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,12,7,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,14,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,25,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,9,2012,19,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,9,2012,19,7,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,9,2012,23,7,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,9,2012,26,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,9,2012,30,7,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,10,2012,16,8,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,10,2012,29,8,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,11,2012,14,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,11,2012,21,8,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,12,2012,16,8,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,12,2012,25,9,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,12,2012,27,9,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0108,7,2012,24,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,2,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,3,8,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,3,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,4,7,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,4,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,6,8,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,6,9,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,6,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,8,8,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,8,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,9,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,10,9,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,10,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,11,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,11,10,1,0101,999,44,9,9,320,720,9,1,9712,9712
1,0101,1,2013,12,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,12,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,13,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,14,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,16,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,16,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,17,9,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,17,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,18,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,20,9,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,21,9,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,21,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,22,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,24,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,24,8,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,26,9,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,26,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,27,9,1,0101,999,999,9,9,320,320,9,1,9712,9712
1,0101,1,2013,27,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,28,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,29,8,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,30,8,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,30,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,1,2013,31,8,1,0101,999,999,2,2,320,320,9,9,9712,9712
1,0101,2,2012,8,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,17,1,1,0101,999,999,9,9,320,840,9,9,9712,9712
1,0101,2,2012,19,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,24,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,25,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,26,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2012,27,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2013,1,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2013,5,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2013,10,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2013,18,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2013,20,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2013,22,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2013,22,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2013,23,7,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2013,25,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2013,25,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2013,26,9,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,2,2013,27,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,1,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,3,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,6,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,16,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,17,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,21,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,27,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,30,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2012,31,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2013,3,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2013,14,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2013,16,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2013,17,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2013,21,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2013,22,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2013,26,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2013,28,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2013,28,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,3,2013,29,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,3,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,6,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,6,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,11,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,13,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,13,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,13,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,14,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,15,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,15,3,1,0101,999,999,9,9,320,320,9,1,9712,9712
1,0101,4,2012,17,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,17,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,19,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,21,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,27,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,30,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2012,31,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,1,8,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,1,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,7,9,1,0101,999,999,9,9,320,840,9,9,9712,9712
1,0101,4,2013,8,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,9,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,16,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,17,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,18,7,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,19,7,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,19,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,19,12,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,21,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,21,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,22,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,22,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,24,10,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,26,7,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,4,2013,28,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,1,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,2,5,1,0101,999,999,9,2,320,320,9,9,9712,9712
1,0101,5,2012,4,1,1,0101,999,26,9,2,320,320,9,2,9712,9712
1,0101,5,2012,5,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,10,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,13,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,15,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,16,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,18,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,20,4,1,0101,999,999,9,9,320,320,9,1,9712,9712
1,0101,5,2012,22,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,28,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,5,2012,30,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,1,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,2,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,3,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,4,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,7,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,8,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,9,4,1,0101,999,999,9,9,320,320,9,1,9712,9712
1,0101,6,2012,10,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,10,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,11,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,15,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,17,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,19,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,19,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,20,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,20,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,22,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,23,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,25,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,25,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2012,29,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2013,9,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2013,27,8,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,6,2013,29,11,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,1,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,1,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,2,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,3,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,5,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,6,1,1,0101,999,999,9,9,320,320,9,1,9712,9712
1,0101,7,2012,6,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,9,1,1,0101,999,999,9,9,320,320,9,1,9712,9712
1,0101,7,2012,9,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,9,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,10,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,11,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,11,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,12,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,13,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,15,3,1,0101,999,999,9,9,320,320,9,1,9712,9712
1,0101,7,2012,15,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,15,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,17,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,20,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,20,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,21,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,26,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,30,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,7,2012,30,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,4,6,1,0101,999,999,9,9,320,320,9,1,9712,9712
1,0101,8,2012,6,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,7,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,8,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,16,7,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,16,7,1,0101,999,24,9,2,320,320,9,4,9712,9712
1,0101,8,2012,19,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,20,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,20,2,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,20,7,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,21,3,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,22,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,23,7,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,24,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,25,6,1,0101,999,999,9,9,320,340,9,9,9712,9712
1,0101,8,2012,26,4,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,27,1,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,27,5,1,0101,999,999,9,9,320,320,9,9,9712,9712
1,0101,8,2012,27,6,1,0101,999,999,9,9,320,320,9,9,9712,9712
