ANO_EMISION,MES_EMISION,DIA_EMISION,DEPTO_MCPIO,QUIEN_REPORTA,VIC_SEXO,VIC_EDAD,TOTAL_HIJOS,NUM_HIJ_HOM,NUM_HIJ_MUJ,VIC_ALFAB,VIC_ESCOLARIDAD,VIC_EST_CIV,VIC_GRUPET,VIC_NACIONAL,VIC_TRABAJA,VIC_OCUP,VIC_DEDICA,VIC_DISC,TIPO_DISCAQ,VIC_REL_AGR,OTRAS_VICTIMAS,VIC_OTRAS_HOM,VIC_OTRAS_MUJ,VIC_OTRAS_N_OS,VIC_OTRAS_N_AS,HEC_DIA,HEC_MES,HEC_ANO,HEC_DEPTOMCPIO,HEC_AREA,HEC_TIPAGRE,HEC_RECUR_DENUN,INST_DONDE_DENUNCIO,AGR_SEXO,AGR_EDAD,AGR_ALFAB,AGR_ESCOLARIDAD,AGR_EST_CIV,AGR_GRUPET,AGR_NACIONAL,AGR_TRABAJA,AGR_OCUP,AGR_DEDICA,INST_DENUN_HECHO,MEDIDAS_SEGURIDAD,LEY_APLICABLE
2011,3,8,1013,1,2,40,5,0,5,2,10,1,2,1,2, ,1,2, ,2,99,99,99,99,99,6,3,2011,1013,9,1122,9, ,1,65,1,29,1,2,1,1,9211, ,4,9,9
2011,3,21,1013,9,2,23,3,2,1,1,29,2,1,1,2, ,1,2, ,1,99,99,99,99,99,20,3,2011,1013,2,1122,2, ,1,26,1,29,2,1,1,1,5220, ,4,9,9
2011,3,22,1013,1,2,33,7,5,2,1,29,2,1,1,2, ,1,2, ,1,99,99,99,99,99,20,3,2011,1013,1,1122,2, ,1,55,1,39,2,1,1,1,5220, ,4,9,9
2011,3,25,1013,1,2,23,99,99,99,1,29,1,2,1,1,5220, ,2, ,2,99,99,99,99,99,21,3,2011,1013,1,1122,2, ,1,24,1,29,1,2,1,1,9998, ,4,9,9
2011,3,28,1013,9,2,28,99,99,99,2,10,2,9,9,2, ,1,2, ,1,99,99,99,99,99,26,3,2011,1013,2,1122,2, ,1,30,1,29,2,2,9,1,9211, ,4,9,9
2011,3,15,1410,1,2,43,0,0,0,1,29,2,2,1,1,9211, ,2, ,8,1,0,1,0,0,14,3,2011,1014,9,1222,2, ,1,23,2,10,1,2,1,1,9211, ,4,1,3
2011,3,6,1014,1,2,37,4,1,3,2,10,1,1,1,2, ,1,2, ,1,4,0,0,1,3,6,3,2011,1014,1,2122,1,9,1,40,1,10,1,1,1,1,6111, ,3, , 
2011,3,2,1015,1,2,23,2,1,1,1,10,2,6,1,2, ,1,2, ,2,2,0,0,1,1,2,3,2011,1015,2,1122,2, ,1,99,9,99,3,5,1,2, ,1,3, , 
2011,3,3,1015,1,2,39,2,2,0,1,99,3,6,1,2, ,1,2, ,2,2,0,0,2,0,2,3,2011,1015,2,1122,2, ,1,99,9,99,3,2,1,2, ,1,3, , 
2011,3,10,1015,1,2,39,3,3,0,2,10,3,1,1,2, ,1,2, ,2,3,0,0,3,0,10,3,2011,1015,2,1122,2, ,1,99,9,99,3,2,1,9, , ,3, , 
2011,3,15,1015,1,2,18,2,1,1,1,10,3,1,1,2, ,1,2, ,2,2,0,0,1,1,13,3,2011,1015,2,1122,2, ,1,99,9,99,3,9,1,9, , ,3, , 
2011,3,29,1015,1,2,35,5,2,3,1,10,2,6,1,2, ,1,2, ,1,5,0,0,2,3,29,3,2011,1015,2,1122,2, ,1,99,9,99,2,6,1,9, , ,3, , 
2011,3,4,1016,1,2,20,99,99,99,1,32,3,1,1,1,5220, ,2, ,2,1,0,0,0,1,4,3,2011,1016,1,1122,2, ,1,18,1,31,3,1,1,2, ,9,3, , 
2011,3,4,1016,1,2,66,99,99,99,1,22,4,1,1,1,9131, ,2, ,6,2,0,0,0,2,4,3,2011,1016,2,1122,2, ,1,35,1,33,2,1,1,1,5220, ,3, , 
2011,3,27,1017,1,2,20,2,1,1,2,10,3,2,1,2, ,1,2, ,1,99,99,99,99,99,26,3,2011,1017,1,1222,2, ,1,32,2,10,1,2,1,1,9211, ,4,1,3
2011,3,27,1017,1,2,42,9,3,6,2,10,2,2,1,2, ,1,2, ,6,99,99,99,99,99,26,3,2011,1017,1,1222,2, ,1,99,2,10,2,2,9,1,9211, ,4,1,3
2011,3,9,1017,1,2,41,3,2,1,2,10,1,9,1,2, ,1,2, ,1,99,99,99,99,99,9,3,2011,1017,1,1222,2, ,1,46,1,10,1,9,9,1,7122, ,4,1,3
2011,3,11,1017,1,2,25,3,3,0,1,23,2,2,1,2, ,1,2, ,1,99,99,99,99,99,11,3,2011,1017,1,2122,2, ,1,25,2,10,2,2,1,1,9211, ,3, , 
2011,3,14,1018,1,2,18,99,99,99,1,39,1,6,1,2, ,3,2, ,4,99,99,99,99,99,13,3,2011,1018,1,1222,2, ,1,36,1,29,2,6,1,1,5220, ,4,1,1
2011,3,31,1018,1,2,18,99,99,99,1,49,1,1,1,2, ,3,2, ,4,2,0,0,1,1,13,3,2011,1018,1,1121,2, ,1,36,1,29,2,1,1,1,9112, ,3, , 
2011,3,31,1018,1,2,23,99,99,99,1,49,1,1,1,1,2411, ,2, ,10,99,99,99,99,99,29,3,2011,1018,1,1122,2, ,1,31,1,29,1,2,1,1,6121, ,3, , 
2011,3,31,1018,1,2,32,5,2,3,1,49,2,2,9,2, ,1,2, ,1,5,0,0,2,3,19,2,2011,1018,1,1122,2, ,1,33,1,29,2,1,9,1,7129, ,3, , 
2011,3,31,1018,1,2,35,3,0,3,1,49,2,1,1,2, ,1,2, ,1,99,99,99,99,99,11,1,2011,1018,1,1122,9, ,1,36,1,49,2,9,9,1,4111, ,3, , 
2011,3,25,1019,1,2,24,99,99,99,2,10,1,1,1,2, ,1,2, ,2,2,0,0,1,1,23,3,2011,1019,2,1222,2, ,1,30,1,29,1,2,1,1,9211, ,4,1,1
2011,3,30,1020,1,2,29,99,99,99,1,46,1,6,1,2, ,1,9, ,10,99,99,99,99,99,30,3,2011,1020,1,1122,2, ,2,34,1,32,1,6,1,1,5123, ,4,1,1
2011,3,31,1020,1,2,34,2,1,1,1,32,1,6,1,1,5123, ,2, ,10,99,99,99,99,99,30,3,2011,1020,1,1122,2, ,2,29,1,46,1,6,9,2, ,1,4,1,1
2011,3,30,1020,1,2,40,0,0,0,2,10,1,2,1,2, ,1,2, ,2,99,99,99,99,99,99,99,9999,1020,2,1122,2, ,1,42,1,29,1,2,1,1,9211, ,4,1,3
2011,3,28,1020,1,2,41,3,2,1,1,29,2,2,1,2, ,1,9, ,1,99,99,99,99,99,20,3,2011,1020,9,1122,2, ,1,49,1,49,2,9,1,1,6130, ,4,1,3
2011,3,25,1020,1,2,44,0,0,0,2,10,1,2,1,2, ,1,2, ,9,99,99,99,99,99,22,3,2011,1020,2,2122,2, ,1,49,1,29,1,2,9,1,9211, ,4,1,3
2011,3,22,1020,1,2,14,0,0,0,1,29,1,2,1,2, ,1,2, ,9,99,99,99,99,99,21,3,2011,1020,2,2122,2, ,2,34,1,29,1,2,9,2, ,1,4,1,1
2011,3,21,1020,1,2,49,2,2,0,1,29,1,2,1,2, ,1,2, ,3,99,99,99,99,99,20,3,2011,1020,2,1122,2, ,1,50,1,29,1,2,9,1,9211, ,4,1,3
2011,3,16,1020,1,2,18,2,1,1,1,24,1,6,1,2, ,1,2, ,3,99,99,99,99,99,13,3,2011,1020,2,1122,2, ,1,27,1,21,1,6,1,1,9211, ,4,1,3
2011,3,14,1020,1,2,25,3,1,2,2,10,2,6,1,2, ,1,2, ,1,99,99,99,99,99,9,3,2011,1020,2,1122,9, ,1,29,2,10,2,6,1,1,9211, ,4,1,3
2011,3,10,1020,1,2,18,0,0,0,2,10,1,2,1,2, ,1,2, ,2,99,99,99,99,99,9,3,2011,1020,2,2122,2, ,1,20,1,29,1,2,9,1,9211, ,4,1,3
2011,3,9,1020,1,1,37,99,99,99,1,26,1,6,1,1,8322, ,2, ,9,99,99,99,99,99,7,3,2011,1020,1,2221,2, ,1,30,2,10,1,9,1,2, ,9,4,1,1
2011,3,7,1020,1,2,45,5,2,3,2,10,3,6,1,2, ,1,2, ,2,99,99,99,99,99,4,3,2011,1020,9,1122,2, ,1,48,1,26,3,6,1,1,7423, ,4,1,3
2011,3,7,1020,1,2,75,7,3,4,2,10,4,1,1,2, ,1,9, ,6,99,99,99,99,99,4,3,2011,1020,1,2122,2, ,1,23,1,29,1,1,1,1,9211, ,4,1,3
2011,3,8,1020,1,2,29,3,3,0,1,46,3,6,1,1,3310, ,2, ,2,99,99,99,99,99,3,3,2011,1020,9,1121,2, ,1,32,1,46,3,9,1,1,8322, ,4,1,3
2011,3,4,1020,1,2,18,1,0,1,2,10,1,2,1,2, ,1,2, ,10,99,99,99,99,99,3,3,2011,1020,1,1122,2, ,1,18,1,39,1,2,1,1,8322, ,4,1,3
2011,3,4,1020,1,2,23,1,1,0,1,29,2,1,1,2, ,1,2, ,1,99,99,99,99,99,2,3,2011,1020,2,1122,9, ,1,24,1,29,2,1,9,1,9211, ,4,1,3
2011,3,1,1020,1,2,18,1,1,0,1,59,5,6,1,2, ,1,2, ,3,1,0,0,1,0,26,2,2011,1001,9,1122,2, ,1,21,1,33,1,6,1,1,9211, ,4,1,1
2011,3,3,1101,1,2,20,1,0,1,1,32,2,6,1,2, ,1,2, ,1,0,0,0,0,0,2,3,2011,1101,1,1122,2, ,1,20,1,33,2,6,1,1,5220, ,4,1,1
2011,3,14,1101,1,2,34,2,0,2,1,45,1,1,1,1,5141, ,2, ,5,3,0,1,0,2,11,3,2011,1101,1,2212,1,1,1,58,1,26,3,1,1,1,9111, ,4,1,1
2011,3,24,1101,1,2,43,0,0,0,1,25,1,1,1,1,5220, ,2, ,2,0,0,0,0,0,22,3,2011,1101,1,2122,2, ,1,40,1,22,1,1,1,2, ,1,4,1,1
2011,3,3,1101,1,2,36,2,2,0,1,10,2,1,1,2, ,1,2, ,10,4,0,0,0,4,2,3,2011,1101,1,1122,1,4,1,25,2,10,2,1,1,1,7122, ,4,1,1
2011,3,3,1101,1,2,41,2,0,2,1,46,2,1,1,1,3310, ,2, ,1,0,0,0,0,0,2,3,2011,1101,1,1122,1,4,1,42,1,46,2,1,1,1,7129, ,4,9,9
2011,3,7,1101,1,2,39,2,1,1,1,45,2,1,1,1,5132, ,2, ,1,2,0,0,1,1,6,3,2011,1101,1,2121,1,4,1,41,1,56,2,1,1,1,3310, ,4,9,9
2011,3,7,1101,1,2,38,3,1,2,1,26,2,1,1,2, ,1,2, ,3,4,0,0,0,4,5,3,2011,1101,2,1121,1,4,1,37,1,26,2,1,1,1,7122, ,4,1,1
2011,3,9,1101,1,2,50,5,3,2,1,26,1,1,1,1,5220, ,2, ,3,0,0,0,0,0,6,2,2011,1101,1,1121,1,4,1,40,1,33,1,1,1,1,7231, ,4,1,3
2011,3,15,1101,1,1,57,4,0,4,1,46,2,1,1,1,1314, ,2, ,1,0,0,0,0,0,14,3,2011,1101,1,2121,2, ,2,53,1,26,2,1,1,2, ,1,4,9,9
2011,3,15,1101,1,2,31,2,0,2,1,10,3,1,1,2, ,1,2, ,2,0,0,0,0,0,14,3,2011,1101,1,2122,2, ,1,33,2,10,3,1,1,1,9211, ,4,9,9
2011,3,17,1101,1,2,31,2,0,2,1,55,2,1,1,1,2410, ,2, ,1,0,0,0,0,0,3,3,2011,1101,1,1122,1,1,1,40,1,55,2,1,1,1,7231, ,4,9,9
2011,3,18,1101,1,2,45,6,5,1,1,31,2,2,1,1,5220, ,2, ,1,0,0,0,0,0,18,3,2011,1101,1,2122,1,4,1,50,1,29,2,2,1,1,5220, ,4,9,9
2011,3,18,1101,1,2,45,1,0,1,1,55,2,1,1,1,5132, ,2, ,3,1,0,0,0,1,18,3,2011,1101,1,2122,2, ,1,42,1,45,2,1,1,1,7129, ,4,9,9
2011,3,21,1101,1,2,25,2,0,2,1,26,2,1,1,2, ,1,2, ,1,0,0,0,0,0,25,1,2011,1101,1,1121,1,4,1,27,1,33,2,1,1,1,5169, ,4,1,3
2011,3,21,1101,1,2,40,10,5,5,1,24,2,2,1,2, ,1,2, ,1,4,1,3,0,0,20,3,2011,1101,1,1122,2, ,1,41,1,10,2,2,1,1,9112, ,4,9,9
2011,3,21,1101,1,2,25,0,0,0,2,10,1,6,1,2, ,1,2, ,2,0,0,0,0,0,20,3,2011,1101,2,1122,2, ,1,49,1,31,1,6,1,1,8324, ,4,9,9
2011,3,28,1101,1,2,23,1,1,0,1,26,2,1,1,2, ,1,2, ,1,0,0,0,0,0,28,3,2011,1101,2,1122,2, ,1,27,1,31,2,1,1,1,9211, ,4,9,9
2011,3,29,1101,1,2,26,1,0,1,1,44,2,1,1,2, ,1,2, ,3,1,0,0,0,1,28,3,2011,1101,1,2122,2, ,1,38,1,31,2,1,1,1,6111, ,4,9,9
2011,3,30,1101,1,2,26,2,1,1,1,24,1,1,1,2, ,1,2, ,3,0,0,0,0,0,28,3,2011,1107,2,1122,1,4,1,31,1,31,1,1,1,1,6111, ,4,1,1
2011,3,2,1101,1,2,24,1,1,0,1,46,1,1,1,2, ,1,2, ,10,0,0,0,0,0,1,3,2011,1101,1,1112,2, ,1,21,1,26,1,1,1,1,9211, ,1, , 
2011,3,14,1101,1,2,47,1,1,0,1,26,2,2,1,2, ,1,2, ,1,1,0,0,1,0,14,3,2011,1101,1,1122,2, ,1,50,1,26,2,1,1,1,5220, ,1, , 
2011,3,16,1101,1,2,47,1,0,1,1,31,3,1,1,2, ,1,2, ,2,1,0,0,0,1,16,3,2011,1101,1,1122,2, ,1,35,1,26,3,1,1,2, ,9,1, , 
2011,3,17,1101,1,2,41,2,1,1,1,25,3,2,1,2, ,1,2, ,2,2,0,0,1,1,17,3,2011,1101,1,1121,2, ,1,35,1,33,3,2,1,2, ,9,1, , 
2011,3,18,1101,1,2,28,3,0,3,1,26,3,1,1,2, ,1,2, ,2,3,0,0,0,3,18,3,2011,1101,1,1121,2, ,1,30,1,26,3,1,1,1,8322, ,1, , 
2011,3,28,1101,1,1,75,3,0,3,1,10,4,2,1,2, ,1,2, ,8,0,0,0,0,0,26,3,2011,1102,2,2121,2, ,2,45,2,10,4,1,1,2, ,1,1, , 
2011,3,21,1101,1,2,21,4,3,1,1,26,3,2,1,2, ,1,2, ,2,4,0,0,3,1,20,2,2011,1101,1,1121,2, ,1,33,1,26,3,2,1,1,9313, ,3, , 
2011,3,2,1101,1,1,20,1,0,1,1,33,2,2,1,1,8322, ,2, ,1,1,0,0,0,1,2,3,2011,1101,1,2122,2, ,2,20,1,33,2,2,1,2, ,1,3, , 
2011,3,3,1101,1,1,29,2,1,1,1,26,2,1,1,1,9313, ,2, ,1,2,0,0,1,1,3,3,2011,1101,1,2121,2, ,2,33,1,23,2,1,1,2, ,1,3, , 
2011,3,5,1101,1,2,28,2,1,1,1,45,3,1,1,1,5123, ,2, ,2,0,0,0,0,0,5,3,2011,1101,1,1121,2, ,1,30,1,32,3,1,1,1,7124, ,3, , 
2011,3,9,1101,1,2,35,5,3,2,1,22,2,1,1,1,9131, ,2, ,1,0,0,0,0,0,9,3,2011,1101,1,1121,2, ,1,43,1,26,2,2,1,1,9111, ,3, , 
2011,3,6,1101,1,2,23,0,0,0,1,33,2,2,1,1,4211, ,2, ,1,2,1,1,0,0,5,3,2011,1101,1,1122,2, ,1,23,1,46,2,2,1,1,8322, ,3, , 
2011,3,6,1101,1,2,18,1,0,1,1,25,1,1,1,1,5220, ,2, ,3,2,0,1,0,1,6,3,2011,1101,1,1121,2, ,1,26,1,33,1,2,1,1,5220, ,3, , 
2011,3,15,1101,1,1,49,3,2,1,1,26,3,1,1,1,7411, ,2, ,2,0,0,0,0,0,15,3,2011,1101,1,1122,2, ,2,32,1,32,3,1,1,1,5220, ,3, , 
2011,3,7,1101,1,1,69,2,1,1,1,23,2,1,1,1,6111, ,9, ,1,0,0,0,0,0,4,3,2011,1108,2,2122,2, ,2,30,2,10,2,1,1,2, ,1,3, , 
2011,3,16,1101,1,2,21,1,1,0,1,26,3,2,1,2, ,1,2, ,2,0,0,0,0,0,15,3,2011,1101,2,1121,2, ,1,26,1,22,3,2,1,1,7122, ,3, , 
2011,3,14,1101,1,2,53,4,1,3,1,26,2,1,1,2, ,1,2, ,1,0,0,0,0,0,14,3,2011,1101,1,2121,2, ,1,57,1,45,2,2,1,2, ,9,3, , 
2011,3,17,1101,1,2,30,3,2,1,1,26,2,1,1,1,5220, ,2, ,1,0,0,0,0,0,17,3,2011,1101,1,1121,2, ,1,31,1,26,2,1,1,1,5220, ,3, , 
2011,3,26,1101,1,2,22,2,1,1,1,33,3,1,1,2, ,1,2, ,2,0,0,0,0,0,26,3,2011,1101,1,1122,2, ,1,25,1,33,1,1,1,1,9313, ,3, , 
2011,3,26,1101,1,2,19,3,1,2,1,25,2,2,1,2, ,1,2, ,1,5,1,1,1,2,26,3,2011,1101,1,1112,2, ,1,26,1,45,2,2,1,1,8322, ,3, , 
2011,3,20,1101,1,1,52,0,0,0,1,26,2,1,1,1,5169, ,2, ,1,0,0,0,0,0,19,3,2011,1101,1,2121,2, ,2,43,1,22,2,1,1,2, ,1,3, , 
2011,3,22,1101,1,1,27,2,1,1,1,21,1,1,1,1,8322, ,9, ,3,2,0,0,1,1,22,3,2011,1101,1,2121,1,4,2,21,1,24,1,2,1,2, ,1,3, , 
2011,3,24,1101,1,1,40,1,0,1,1,22,2,2,1,1,5220, ,2, ,1,1,0,0,0,1,24,3,2011,1101,1,1122,1,4,2,28,1,29,2,1,2,1,5220, ,3, , 
2011,3,25,1101,1,1,37,0,0,0,1,46,2,1,1,1,3131, ,2, ,1,5,1,1,2,1,12,9,2010,1101,1,2122,1,4,2,37,1,46,2,1,1,2, ,1,3, , 
2011,3,19,1101,1,2,21,1,1,0,1,33,3,2,1,1,9131, ,2, ,2,0,0,0,0,0,19,3,2011,1101,1,1121,2, ,1,24,1,26,3,2,1,1,7137, ,3, , 
2011,3,26,1101,1,2,18,1,0,1,1,26,2,1,1,2, ,1,2, ,1,1,0,0,0,1,26,3,2011,1101,1,1122,2, ,1,24,1,26,2,1,1,1,8322, ,3, , 
2011,3,29,1101,1,2,26,1,1,0,2,10,1,1,1,1,9111, ,2, ,2,1,0,0,1,0,29,3,2011,1101,1,1122,2, ,1,26,1,31,1,1,1,1,8322, ,3, , 
2011,3,30,1101,1,2,24,1,0,1,1,26,1,2,1,1,5220, ,2, ,3,1,0,0,0,1,27,3,2011,1101,1,2122,2, ,1,33,1,33,3,2,1,2, ,9,3, , 
2011,3,2,1101,1,2,36,6,1,5,1,23,3,1,1,2, ,1,2, ,2,6,0,0,1,5,28,2,2011,1108,2,1121,2, ,1,39,1,26,3,1,1,1,7123, ,6, , 
2011,3,2,1101,3,2,3, , , , , , ,1,1, , , ,2, ,4,0,0,0,0,0,27,2,2011,1101,2,1122,2, ,2,24,1,23,3,1,1,2, ,1,6, , 
2011,3,9,1101,1,2,15,0,0,0,1,33,1,2,1,2, ,3,2, ,4,0,0,0,0,0,6,3,2011,1102,1,1121,1,4,1,60,1,26,3,2,1,1,7433, ,6, , 
2011,3,14,1101,3,1,7, , , ,1,21, ,2,1,2, ,3,2, ,4,1,0,0,0,1,11,3,2011,1101,2,1122,1,4,1,32,1,23,1,2,1,1,6122, ,6, , 
2011,3,15,1101,3,2,21,4,3,1,1,22,3,1,1,2, ,1,2, ,2,4,0,0,3,1,10,3,2011,1101,2,1121,2, ,1,29,1,26,3,1,1,1,7231, ,6, , 
2011,3,24,1101,3,1,9, , , ,1,23, ,1,1,2, ,3,2, ,4,0,0,0,0,0,20,3,2011,1101,1,1122,2, ,1,29,1,33,3,1,1,1,9142, ,6, , 
2011,3,25,1101,3,2,15,0,0,0,1,25,1,2,1,2, ,1,2, ,4,3,0,0,1,2,5,1,2011,1102,2,1122,2, ,2,31,1,22,1,2,1,1,9131, ,6, , 
2011,3,21,1103,1,2,34,2,2,0,2,10,2,1,1,1,9131, ,2, ,1,2,0,0,2,0,21,3,2011,1103,1,1122,2, ,1,37,1,24,2,1,1,1,7122, ,3, , 
2011,3,28,1103,1,2,31,3,1,2,1,26,2,1,1,2, ,1,2, ,4,0,0,0,0,0,28,3,2011,1103,2,1122,2, ,1,51,1,26,2,1,1,1,6111, ,3, , 
2011,3,1,1105,1,2,25,2,1,1,1,33,2,1,1,2, ,1,2, ,1,1,0,0,1,0,1,3,2011,1105,1,1122,2, ,1,26,1,46,2,1,1,1,9211, ,4,1,3
2011,3,2,1105,1,1,40,3,2,1,1,26,2,1,1,1,9211, ,2, ,6,0,0,0,0,0,2,3,2011,1105,1,1122,2, ,1,22,1,33,1,1,1,1,5169, ,4,1,1
2011,3,14,1105,1,2,24,1,0,1,1,26,2,1,1,2, ,1,2, ,1,0,0,0,0,0,14,3,2011,1105,1,1122,2, ,1,26,1,31,2,1,1,1,7122, ,4,1,3
2011,3,18,1105,1,2,22,1,0,1,1,33,2,2,1,2, ,1,2, ,1,0,0,0,0,0,18,3,2011,1105,1,1122,2, ,1,24,1,33,2,1,1,1,9211, ,4,1,3
2011,3,21,1105,1,2,28,2,1,1,1,26,1,1,1,2, ,1,2, ,3,0,0,0,0,0,21,3,2011,1105,1,1122,2, ,1,28,1,33,1,1,1,1,5169, ,4,1,3
2011,3,21,1105,1,2,20,2,0,2,1,33,2,1,1,2, ,1,2, ,1,0,0,0,0,0,21,3,2011,1105,1,1122,2, ,1,24,1,46,2,1,1,1,2411, ,4,1,3
2011,3,22,1105,1,2,25,2,0,2,1,31,2,1,1,2, ,1,2, ,1,0,0,0,0,0,22,3,2011,1105,1,1122,2, ,1,26,1,33,2,1,1,1,5169, ,4,1,3
2011,3,22,1105,1,2,25,2,0,2,1,31,2,1,1,2, ,1,2, ,1,0,0,0,0,0,22,3,2011,1105,1,1122,2, ,1,42,1,33,2,1,1,1,6111, ,4,1,3
2011,3,24,1105,1,2,22,3,1,2,1,32,2,1,1,2, ,1,2, ,10,0,0,0,0,0,24,3,2011,1105,1,1122,2, ,2,42,1,31,2,1,1,2, ,1,4,1,1
2011,3,24,1105,1,2,25,2,0,2,1,26,2,1,1,2, ,1,2, ,1,0,0,0,0,0,24,3,2011,1105,1,1122,2, ,1,27,1,46,2,1,1,1,2411, ,4,1,3
2011,3,24,1105,1,2,30,2,0,2,1,26,3,1,1,2, ,1,2, ,2,0,0,0,0,0,24,3,2011,1105,1,1122,2, ,1,32,1,31,3,1,1,1,9211, ,4,1,3
2011,3,30,1105,1,2,28,3,1,2,1,24,3,1,1,2, ,1,2, ,2,0,0,0,0,0,30,3,2011,1105,1,1122,2, ,1,32,1,26,3,1,1,1,9211, ,4,1,3
2011,3,1,1106,1,2,17,2,0,2,1,25,3,1,1,2, ,1,2, ,10,0,0,0,0,0,1,3,2011,1106,2,2121,2, ,1,50,1,26,3,1,1,1,7231, ,4,1,3
2011,3,14,1106,1,2,39,2,1,1,1,24,1,2,1,2, ,1,2, ,3,0,0,0,0,0,11,3,2011,1106,1,1122,2, ,1,45,2,10,1,1,1,1,9211, ,4,1,3
2011,3,24,1106,1,2,33,0,0,0,2,10,1,1,1,2, ,1,2, ,2,0,0,0,0,0,23,3,2011,1106,1,1122,2, ,1,40,2,10,1,1,1,1,9211, ,4,1,3
2011,3,1,1108,1,2,38,2,0,2,1,26,2,1,1,2, ,1,2, ,1,0,0,0,0,0,27,2,2011,1108,2,1122,2, ,1,48,1,33,2,1,1,1,6111, ,4,1,1
2011,3,2,1108,1,2,36,6,1,5,1,23,3,1,1,2, ,1,2, ,2,0,0,0,0,0,28,2,2011,1105,2,1122,2, ,1,39,1,29,3,1,1,1,9211, ,4,1,3
2011,3,7,1108,1,2,43,3,3,0,2,10,1,1,1,2, ,1,2, ,2,0,0,0,0,0,3,3,2011,1108,2,1122,2, ,1,42,1,26,1,1,1,1,8322, ,4,1,1
2011,3,7,1108,1,2,25,3,3,0,2,10,3,2,1,2, ,1,2, ,2,0,0,0,0,0,5,3,2011,1108,2,1122,2, ,1,27,2,10,3,2,1,1,9211, ,4,1,3
2011,3,7,1108,1,2,23,3,1,2,1,26,2,1,1,2, ,1,2, ,1,0,0,0,0,0,6,3,2011,1108,2,1122,2, ,1,27,1,33,2,1,1,1,8322, ,4,1,1
2011,3,9,1108,1,2,21,1,0,1,1,31,2,1,1,2, ,1,2, ,1,0,0,0,0,0,7,3,2011,1108,2,1122,2, ,1,24,1,26,2,1,1,1,6111, ,4,1,3
2011,3,14,1108,1,2,20,1,1,0,1,26,1,1,1,2, ,3,2, ,2,0,0,0,0,0,12,3,2011,1108,2,1122,2, ,1,26,1,22,1,1,1,1,6111, ,4,1,3
2011,3,21,1108,1,2,29,4,2,2,1,26,3,1,1,2, ,1,2, ,2,0,0,0,0,0,19,3,2011,1108,2,2122,2, ,1,30,1,26,3,1,1,1,6111, ,4,1,1
2011,3,24,1108,1,2,16,0,0,0,2,10,1,1,1,2, ,1,2, ,4,3,1,0,0,2,19,3,2011,1108,2,2122,2, ,2,43,2,10,1,1,1,2, ,1,4,1,1
2011,3,28,1108,1,2,19,2,1,1,1,26,2,1,1,2, ,1,2, ,1,0,0,0,0,0,24,3,2011,1108,2,1122,2, ,1,30,1,26,2,2,1,1,6111, ,4,1,1
2011,3,29,1108,1,2,70,5,3,2,2,10,1,1,1,2, ,1,2, ,6,0,0,0,0,0,22,2,2011,1108,2,2122,2, ,2,43,2,10,1,1,1,2, ,1,4,1,1
2011,3,30,1108,1,2,37,5,5,0,2,10,2,1,1,2, ,1,2, ,1,0,0,0,0,0,28,3,2011,1108,2,1122,2, ,1,41,1,23,2,1,1,1,5220, ,4,1,3
2011,3,3,1109,1,2,53,3,2,1,2,10,2,1,1,2, ,1,2, ,1,1,0,0,0,1,3,3,2011,1109,2,1122,2, ,1,60,1,26,2,1,1,1,6111, ,4,1,1
2011,3,9,1109,1,2,35,2,1,1,1,26,1,1,1,2, ,1,2, ,2,1,0,0,0,1,7,3,2011,1109,2,2122,2, ,1,46,1,26,1,1,1,1,8322, ,4,1,1
2011,3,14,1109,1,2,19,2,1,1,1,26,1,1,1,2, ,1,2, ,2,0,0,0,0,0,14,3,2011,1109,2,2122,2, ,1,22,1,26,1,1,1,1,9211, ,4,2,9
2011,3,16,1109,1,2,68,5,3,2,2,10,1,1,1,2, ,1,2, ,6,0,0,0,0,0,15,3,2011,1109,2,2122,2, ,1,31,2,10,1,1,1,2, ,1,4,1,1
2011,3,18,1109,1,2,24,3,2,1,1,26,2,1,1,2, ,1,2, ,1,0,0,0,0,0,16,3,2011,1109,2,1122,2, ,1,25,1,46,2,1,1,1,3310, ,4,2,9
2011,3,24,1109,1,2,29,3,1,2,2,10,1,1,1,2, ,1,2, ,2,0,0,0,0,0,21,3,2011,1109,2,1122,2, ,1,35,1,26,1,1,1,1,9211, ,4,1,1
2011,3,25,1109,1,2,51,4,0,4,1,99,1,1,1,1,3415, ,2, ,9,0,0,0,0,0,24,3,2011,1109,2,1122,2, ,1,60,1,26,1,1,1,1,9211, ,4,1,1
2011,3,29,1109,1,2,74,4,2,2,2,10,1,1,1,2, ,1,2, ,6,0,0,0,0,0,27,3,2011,1109,2,1122,2, ,1,33,1,26,1,1,1,1,9211, ,4,1,1
2011,3,29,1109,1,2,44,3,2,1,2,10,2,1,1,2, ,1,2, ,1,0,0,0,0,0,28,3,2011,1109,2,2122,1,3,1,33,1,26,2,1,1,1,9211, ,4,2,9
2011,3,31,1109,1,2,44,2,1,1,2,10,2,1,1,2, ,1,2, ,10,0,0,0,0,0,28,3,2011,1109,2,2122,2, ,1,25,2,10,1,1,1,1,9211, ,4,1,1
2011,3,28,1109,1,2,44,2,1,1,2,10,2,6,1,2, ,1,2, ,1,0,0,0,0,0,28,3,2011,1109,2,2122,2, ,1,33,1,26,2,6,1,1,9211, ,3, , 
