ANO_EMISION,MES_EMISION,DIA_EMISION,DEPTO_MCPIO,QUIEN_REPORTA,VIC_SEXO,VIC_EDAD,TOTAL_HIJOS,NUM_HIJ_HOM,NUM_HIJ_MUJ,VIC_ALFAB,VIC_ESCOLARIDAD,VIC_EST_CIV,VIC_GRUPET,VIC_NACIONAL,VIC_TRABAJA,VIC_OCUP,VIC_DEDICA,VIC_DISC,TIPO_DISCAQ,VIC_REL_AGR,OTRAS_VICTIMAS,VIC_OTRAS_HOM,VIC_OTRAS_MUJ,VIC_OTRAS_N_OS,VIC_OTRAS_N_AS,HEC_DIA,HEC_MES,HEC_ANO,HEC_DEPTOMCPIO,HEC_AREA,HEC_TIPAGRE,HEC_RECUR_DENUN,INST_DONDE_DENUNCIO,AGR_SEXO,AGR_EDAD,AGR_ALFAB,AGR_ESCOLARIDAD,AGR_EST_CIV,AGR_GURPET,AGR_NACIONAL,AGR_TRABAJA,AGR_OCUP,AGR_DEDICA,INST_DENUN_HECHO,MEDIDAS_SEGURIDAD
2009,5,18,101,1,2,21,1,0,1,1,46,2,6,1,1,1314, ,2, ,1,99,99,99,99,99,4,5,2009,114,1,1122,2, ,1,37,1,46,2,6,1,1,7434, ,4,1
2009,5,26,101,1,2,38,1,1,0,1,46,3,6,1,2, ,1,2, ,2,99,99,99,99,99,23,5,2009,110,9,1122,2, ,1,45,1,46,3,6,1,1,1314, ,4,1
2009,5,27,101,1,2,32,1,1,0,1,46,3,6,1,1,4114, ,9, ,2,99,99,99,99,99,26,5,2009,108,1,1222,2, ,1,35,1,46,3,6,1,1,2431, ,4,1
2009,5,28,101,1,2,30,1,1,0,1,46,3,6,1,2, ,1,2, ,2,99,99,99,99,99,27,5,2009,101,1,1122,2, ,1,43,1,46,3,6,1,1,3422, ,4,1
2009,5,5,101,1,2,25,1,0,1,1,49,1,1,1,1,9112, ,2, ,4,1,0,0,0,1,3,5,2009,101,9,1111,2, ,1,62,1,29,2,1,1,1,5220, ,4,1
2009,5,25,101,1,2,28,1,0,1,1,49,2,1,2,1,3111, ,2, ,1,1,0,0,0,1,23,4,2009,101,1,1121,1,3,1,30,9,99,2,1,1,1,5162, ,4,1
2009,5,25,101,1,2,24,1,0,1,1,39,2,1,1,2, ,1,2, ,1,1,0,0,0,1,24,5,2009,116,1,1121,2, ,1,25,1,39,2,1,1,1,5220, ,4,1
2009,5,19,101,1,2,23,1,1,0,1,29,1,1,1,2, ,1,2, ,10,1,0,0,1,0,10,5,2009,110,9,1122,1,4,2,48,2,10,2,1,1,2, ,1,4,1
2009,5,22,101,1,2,28,1,1,0,1,59,1,9,1,1,8263, ,9, ,3,99,99,99,99,99,22,5,2009,101,1,1122,9, ,1,35,1,59,9,1,1,1,1120, ,4,1
2009,5,25,101,1,2,28,1,0,1,1,59,2,9,1,2, ,1,2, ,1,1,0,0,0,1,22,5,2009,108,1,1122,9, ,1,33,1,59,2,1,9,1,2142, ,4,1
2009,5,26,101,1,2,30,1,0,1,1,59,2,1,1,1,9112, ,2, ,1,99,99,99,99,99,25,5,2009,113,1,2122,2, ,1,32,1,59,2,1,1,1,9112, ,4,1
2009,5,21,101,1,2,22,1,0,1,1,49,2,1,1,1,4222, ,2, ,1,1,0,0,0,1,21,5,2009,101,1,1122,2, ,1,21,1,39,2,1,1,2, ,9,4,1
2009,5,29,101,1,2,27,1,0,1,1,59,1,1,1,1,5162, ,2, ,3,1,0,0,0,1,28,5,2009,101,1,1122,9, ,1,37,1,59,1,1,1,1,5162, ,4,1
2009,5,20,101,1,2,24,1,1,0,1,49,1,1,1,1,3221, ,2, ,3,1,0,0,1,0,19,5,2009,101,1,1122,1,3,1,34,1,49,1,1,1,1,5132, ,4,2
2009,5,26,101,1,2,30,1,0,1,1,49,2,1,1,1,9998, ,2, ,1,0,0,0,0,0,25,5,2009,108,1,2122,1,4,1,46,1,33,2,1,1,1,5220, ,4,2
2009,5,18,101,1,2,22,1,1,0,1,46,1,1,1,1,3310, ,9, ,10,0,0,0,0,0,16,4,2009,101,9,2122,2, ,1,25,1,45,1,1,1,1,9999, ,1, 
2009,5,11,101,1,2,20,1,1,0,1,21,1,1,1,2, ,1,2, ,3,1,0,0,1,0,5,5,2009,101,1,2122,2, ,1,21,1,99,1,1,1,1,9161, ,1, 
2009,5,11,101,1,2,32,1,0,1,1,32,1,1,1,2, ,1,2, ,2,1,0,0,0,1,10,5,2009,101,1,1122,1,1,1,99,1,23,1,1,1,1,5230, ,1, 
2009,5,12,101,1,2,36,1,0,1,1,44,1,2,1,1,5169, ,9, ,1,0,0,0,0,0,10,5,2009,101,1,1222,2, ,1,36,1,44,2,1,1,1,5169, ,1, 
2009,5,28,101,1,2,43,1,1,0,1,24,2,1,1,1,9131, ,2, ,1,99,99,99,99,99,27,5,2009,101,1,2122,1,1,1,42,2,10,2,2,1,1,5220, ,1, 
2009,5,23,101,1,1,61,1,0,1,1,53,1,1,1,1,1314, ,2, ,1,1,0,0,0,1,23,5,2009,103,9,1222,2, ,2,43,1,99,2,1,1,1,5220, ,1, 
2009,5,23,101,1,2,27,1,0,1,1,45,1,1,1,1,5162, ,2, ,2,1,0,0,0,1,18,5,2009,115,1,1122,1,1,1,22,1,33,1,1,1,1,5123, ,1, 
2009,5,18,101,1,2,39,1,1,0,1,26,1,1,1,2, ,1,2, ,2,1,0,0,1,0,18,5,2009,101,1,1122,1,1,1,56,1,99,1,2,1,1,2429, ,1, 
2009,5,15,101,1,2,29,1,0,1,1,46,2,1,1,1,4115, ,2, ,2,1,0,0,0,1,10,5,2009,101,1,2122,2, ,1,28,1,45,2,1,1,1,4113, ,1, 
2009,5,20,101,1,2,24,1,0,1,1,26,3,1,1,2, ,1,2, ,2,0,0,0,0,0,19,5,2009,101,9,1222,1,3,1,32,1,33,3,9,1,1,5141, ,1, 
2009,5,20,101,1,2,44,1,0,1,1,56,2,1,1,2, ,1,2, ,1,0,0,0,0,0,12,4,2009,108,1,2122,2, ,1,46,1,56,2,1,9,1,110, ,1, 
2009,5,20,101,1,2,28,1,0,1,1,26,2,1,1,2, ,1,2, ,1,0,0,0,0,0,19,5,2009,101,9,2122,2, ,1,30,1,26,2,1,1,1,7231, ,1, 
2009,5,25,101,1,2,35,1,0,1,1,45,1,1,1,1,3231, ,9, ,2,0,0,0,0,0,22,5,2009,105,2,1222,2, ,1,52,1,56,2,1,1,1,2221, ,1, 
2009,5,26,101,1,2,25,1,0,1,1,26,2,1,1,1,8263, ,9, ,1,0,0,0,0,0,23,5,2009,101,1,1222,2, ,1,26,1,26,2,1,1,1,8263, ,1, 
2009,5,26,101,1,2,25,1,1,0,1,46,2,1,1,2, ,1,2, ,1,0,0,0,0,0,20,5,2009,108,2,1222,2, ,1,26,1,45,2,1,1,1,7231, ,1, 
2009,5,14,102,1,2,18,1,1,0,1,32,2,1,1,2, ,1,2, ,1,99,99,99,99,99,12,12,2008,102,2,2122,2, ,1,21,1,31,2,1,1,2, ,2,4,1
2009,5,19,102,1,2,18,1,0,1,1,39,2,1,1,2, ,1,2, ,1,1,0,1,0,0,17,5,2009,110,9,1122,2, ,1,26,1,39,2,2,1,1,5169, ,4,1
2009,5,21,101,1,2,19,1,1,0,1,49,1,1,1,2, ,1,9, ,3,1,0,0,1,0,5,6,2008,115,9,1122,1,1,1,28,1,10,3,1,1,1,9112, ,4,1
2009,5,21,101,2,2,24,1,0,1,1,99,2,1,1,1,4115, ,9, ,3,99,99,99,99,99,21,5,2009,101,1,1122,2, ,1,28,1,99,9,1,1,9, , ,4,1
2009,5,21,101,1,2,26,1,0,1,1,49,1,9,1,2, ,3,9, ,3,99,99,99,99,99,19,5,2009,101,9,1122,2, ,1,27,9,99,2,1,1,1,7231, ,4,1
2009,5,18,103,1,2,16,1,1,0,1,25,2,1,1,2, ,1,2, ,1,99,99,99,99,99,17,5,2009,103,9,1122,2, ,1,23,1,99,2,1,1,1,7122, ,4,1
2009,5,27,107,1,2,23,1,0,1,1,26,2,1,1,1,5122, ,2, ,1,1,0,0,0,1,23,4,2009,107,1,2122,2, ,1,30,1,24,2,1,1,1,9211, ,4,2
2009,5,4,106,1,2,22,1,1,0,1,23,1,1,1,1,5123, ,2, ,3,1,0,0,1,0,2,5,2009,106,1,2122,2, ,1,25,1,33,1,1,1,1,7122, ,4,1
2009,5,5,106,1,2,19,1,1,0,1,33,3,1,1,2, ,1,2, ,2,1,0,0,1,0,4,5,2009,106,1,1222,1,2,1,23,1,26,3,1,1,1,8322, ,4,1
2009,5,12,106,1,2,21,1,0,1,1,32,2,2,1,2, ,3,2, ,1,1,0,0,0,1,10,5,2009,106,1,1122,2, ,1,24,1,26,2,1,1,1,7412, ,4,1
2009,5,19,106,1,2,16,1,1,0,1,29,3,1,1,2, ,1,2, ,2,1,0,0,1,0,17,5,2009,106,1,1122,2, ,1,25,1,49,3,1,1,1,9151, ,4,1
2009,5,22,106,1,2,19,1,1,0,1,26,2,1,1,2, ,1,2, ,1,1,0,0,1,0,21,5,2009,106,1,1122,2, ,1,23,1,33,2,1,1,1,5210, ,4,1
2009,5,29,106,1,2,27,1,1,0,2,10,1,2,1,2, ,1,2, ,2,1,0,0,1,0,27,5,2009,106,2,1122,2, ,1,30,2,10,1,2,1,1,9313, ,4,1
2009,5,12,101,1,2,19,1,1,0,1,33,1,1,1,1,5141, ,2, ,2,1,0,0,1,0,8,5,2009,101,1,1112,2, ,1,28,1,33,1,1,1,1,7137, ,5, 
2009,5,13,108,1,2,38,1,1,0,1,22,2,1,1,1,9131, ,2, ,9,99,99,99,99,99,10,5,2009,108,1,1122,1,4,1,32,1,26,1,1,1,2, ,4,1, 
2009,5,28,108,1,2,22,1,0,1,1,33,2,1,1,2, ,1,2, ,1,99,99,99,99,99,28,5,2009,108,9,1122,2, ,1,22,1,49,2,2,1,1,5122, ,4,1
2009,5,22,108,1,2,19,1,1,0,1,32,1,1,1,2, ,1,2, ,3,99,99,99,99,99,22,5,2009,108,1,2122,1,3,1,29,1,59,1,1,1,1,3152, ,4,1
2009,5,26,101,1,2,18,1,1,0,1,39,2,1,1,2, ,3,2, ,1,99,99,99,99,99,26,5,2009,101,1,1122,2, ,1,24,1,59,2,1,1,1,2411, ,4,1
2009,5,14,101,1,2,32,1,1,0,1,49,2,1,1,9, , ,9, ,2,99,99,99,99,99,14,5,2009,101,2,1222,1,2,1,27,1,39,9,1,1,1,7231, ,4,1
2009,5,11,109,1,2,25,1,1,0,1,29,2,2,1,1,8263, ,2, ,1,1,0,0,1,0,9,5,2009,109,2,2122,2, ,1,28,1,39,2,2,1,1,8263, ,4,1
2009,5,6,108,1,1,30,1,0,1,1,33,2,1,1,1,8322, ,2, ,1,1,0,1,0,0,6,5,2009,108,1,1122,2, ,2,44,1,26,2,1,1,2, ,1,3, 
2009,5,5,108,1,2,28,1,0,1,1,26,3,1,1,2, ,1,2, ,2,99,99,99,99,99,5,4,2009,108,1,1112,2, ,1,23,1,26,3,1,1,1,8263, ,3, 
2009,5,12,101,1,2,33,1,1,0,1,26,2,1,1,1,9112, ,2, ,1,2,0,1,1,0,12,5,2009,101,1,2121,2, ,1,34,1,26,2,1,1,1,9112, ,2, 
2009,5,19,101,2,2,17,1,0,1,1,25,1,1,1,2, ,1,2, ,3,2,0,1,0,1,19,5,2009,101,1,2221,2, ,1,19,1,33,1,1,1,1,8263, ,2, 
2009,5,19,101,1,2,22,1,0,1,1,45,2,1,1,2, ,1,2, ,1,2,0,1,0,1,19,5,2009,101,1,2221,2, ,1,23,1,59,2,1,1,1,9112, ,2, 
2009,5,12,101,2,2,17,1,0,1,1,24,1,1,1,2, ,1,2, ,2,2,0,1,0,1,12,5,2009,116,1,1121,2, ,1,23,1,26,1,1,1,1,7221, ,2, 
2009,5,12,101,1,2,22,1,1,0,1,32,2,1,1,2, ,1,2, ,1,2,0,1,1,0,12,5,2009,101,1,1121,2, ,1,22,1,32,2,1,1,1,9322, ,2, 
2009,5,5,110,1,2,22,1,1,0,1,39,2,2,1,1,9131, ,2, ,10,99,99,99,99,99,5,2,2009,110,2,2121,2, ,1,32,1,49,2,1,1,1,9999, ,1, 
2009,5,11,111,1,2,21,1,1,0,1,29,1,2,1,2, ,9,9, ,1,99,99,99,99,99,11,5,2009,111,9,1222,9, ,1,22,1,29,2,1,2,9, , ,3, 
2009,5,7,112,1,2,25,1,1,0,2,10,3,2,1,2, ,1,2, ,2,0,0,0,0,0,6,5,2009,112,1,1122,2, ,1,27,2,10,3,2,1,1,9211, ,4,1
2009,5,18,113,1,2,19,1,1,0,9,99,3,1,1,2, ,1,9, ,2,99,99,99,99,99,17,5,2009,113,1,2122,9, ,1,20,9,99,3,2,1,9, , ,4,1
2009,5,25,114,1,2,24,1,1,0,1,29,2,1,1,1,9131, ,2, ,1,99,99,99,99,99,23,5,2009,114,9,2122,2, ,1,22,1,39,2,1,9,1,8263, ,4,1
2009,5,13,114,1,1,49,1,1,0,1,39,1,1,1,1,7124, ,9, ,2,99,99,99,99,99,11,5,2009,114,9,1222,9, ,2,40,1,39,1,1,1,1,9999, ,4,1
2009,5,6,114,1,2,23,1,1,0,1,39,1,1,1,1,8263, ,2, ,2,1,0,0,1,0,5,5,2009,114,1,1222,2, ,1,20,1,29,1,1,1,1,8263, ,4,1
2009,5,29,114,1,2,29,1,0,1,1,49,3,1,1,2, ,1,2, ,10,0,0,0,0,0,29,4,2009,114,1,1122,2, ,2,45,1,26,2,1,2,2, ,1,4,1
2009,5,11,114,1,2,33,1,1,0,1,39,2,1,1,2, ,1,2, ,1,1,0,0,1,0,10,5,2009,114,1,1122,2, ,1,35,1,39,2,2,1,1,9999, ,4,1
2009,5,6,115,1,2,35,1,1,0,1,29,2,1,1,1,9131, ,2, ,1,0,0,0,0,0,4,5,2009,115,1,1212,1,9,1,99,1,39,2,1,1,9, , ,4,1
2009,5,6,115,1,2,24,1,1,0,1,29,2,1,1,2, ,1,2, ,1,0,0,0,0,0,5,5,2009,115,1,1221,1,4,1,29,1,29,2,1,1,1,5169, ,4,1
2009,5,8,115,1,2,43,1,0,1,1,29,2,1,1,1,9131, ,2, ,1,0,0,0,0,0,7,5,2009,115,9,1212,2, ,1,47,1,39,2,1,1,1,8263, ,1, 
2009,5,13,115,1,2,24,1,1,0,1,29,2,1,1,1,5220, ,2, ,1,0,0,0,0,0,9,5,2009,115,9,1212,2, ,1,26,1,39,2,1,1,1,8263, ,4,1
2009,5,26,115,1,2,22,1,1,0,1,29,3,1,1,1,5210, ,2, ,2,0,0,0,0,0,25,5,2009,115,1,2121,2, ,1,26,1,29,3,1,1,2, ,9,4,1
2009,5,1,115,1,2,33,1,0,1,1,49,1,1,1,1,4111, ,2, ,2,99,99,99,99,99,30,4,2009,115,1,1222,1,9,1,35,1,29,1,1,1,1,8322, ,1, 
2009,5,27,101,1,2,38,1,1,0,1,49,3,1,9,1,5220, ,9, ,2,99,99,99,99,99,26,5,2009,101,1,2122,2, ,1,38,1,29,3,1,1,1,5220, ,4,2
2009,5,14,116,1,2,99,1,1,0,1,21,3,2,1,1,9111, ,2, ,2,1,0,0,1,0,14,5,2009,116,1,1122,2, ,1,22,2,10,3,2,9,1,9111, ,3, 
2009,5,13,116,1,2,34,1,1,0,1,29,1,1,1,2, ,1,2, ,2,1,0,0,1,0,13,5,2009,116,1,1122,2, ,1,46,1,29,1,1,1,1,8322, ,4,1
2009,5,13,116,1,2,23,1,0,1,1,24,3,1,1,2, ,1,2, ,2,3,0,2,0,1,11,5,2009,116,2,1121,1,3,1,26,2,10,3,1,1,1,9211, ,4,1
2009,5,20,116,1,2,19,1,1,0,1,26,1,1,1,2, ,1,2, ,2,1,0,0,0,1,14,5,2009,116,1,1121,2, ,1,20,1,22,1,1,1,1,9333, ,4,1
2009,5,27,117,1,2,22,1,0,1,1,49,1,1,1,2, ,1,1,1,3,99,99,99,99,99,24,5,2009,117,9,1122,2, ,1,24,1,39,1,1,1,2, ,9,4,1
2009,5,25,117,1,2,20,1,0,1,1,39,1,1,1,2, ,1,9, ,2,99,99,99,99,99,24,5,2009,117,1,2122,2, ,1,31,1,39,1,1,1,2, ,9,4,1
2009,5,19,117,1,2,18,1,0,1,1,29,1,1,1,2, ,1,2, ,10,99,99,99,99,99,17,5,2009,117,1,1122,1,3,1,26,1,29,1,1,1,1,9112, ,4,1
2009,5,14,117,1,2,25,1,0,1,1,49,1,1,1,2, ,1,2, ,2,99,99,99,99,99,3,5,2009,117,1,2122,1,1,1,37,1,49,1,1,1,9, , ,4,1
2009,5,11,201,1,2,26,1,0,1,1,32,1,1,1,1,5132, ,2, ,3,0,0,0,0,0,10,5,2009,201,1,1222,1,4,1,28,1,45,1,1,1,2, ,9,4,1
2009,5,18,201,1,1,51,1,1,0,1,33,2,1,1,1,9211, ,2, ,3,1,0,0,1,0,17,5,2009,201,1,1121,2, ,2,45,1,26,1,1,1,2, ,1,4,1
2009,5,26,201,1,2,27,1,0,1,1,45,2,1,1,1,5162, ,2, ,1,1,0,0,0,1,25,5,2009,201,1,1121,1,3,1,24,1,26,2,1,1,1,5161, ,4,2
2009,5,3,2009,1,2,22,1,1,0,1,46,3,1,1,1,3310, ,2, ,2,1,0,0,0,1,3,5,2009,201,1,1122,2, ,1,25,1,23,3,1,1,1,7124, ,3, 
2009,5,5,201,1,1,22,1,1,0,1,46,2,1,1,1,4115, ,2, ,1,1,0,0,1,0,5,5,2009,201,2,2122,2, ,2,19,1,46,2,2,1,1,8263, ,3, 
2009,5,18,201,1,2,22,1,1,0,1,25,1,1,1,2, ,1,2, ,3,1,0,0,1,0,18,5,2009,201,1,2122,2, ,1,24,1,46,1,1,1,1,3310, ,3, 
2009,5,11,203,1,2,22,1,1,0,1,23,2,2,1,2, ,1,2, ,1,0,0,0,0,0,11,5,2009,203,1,2121,2, ,1,23,1,23,2,2,1,1,5220, ,4,1
2009,5,13,203,1,2,19,1,0,1,1,33,1,1,1,2, ,1,2, ,2,0,0,0,0,0,11,5,2009,203,2,2122,2, ,1,21,1,26,9,1,1,1,8263, ,4,1
2009,5,22,203,1,2,38,1,1,0,2,10,2,1,1,2, ,1,2, ,9,0,0,0,0,0,21,5,2009,203,2,2122,2, ,1,30,2,10,2,1,1,1,9211, ,4,1
2009,5,25,203,1,1,25,1,0,1,1,23,1,1,1,1,8322, ,2, ,2,0,0,0,0,0,14,5,2009,203,2,1122,2, ,2,22,1,46,1,1,1,2, ,1,4,1
2009,5,19,204,1,2,19,1,0,1,1,26,2,1,1,1,9131, ,2, ,1,1,0,0,0,1,18,5,2009,204,2,2122,2, ,1,24,1,26,2,1,1,1,9211, ,4,1
2009,5,13,202,1,2,30,1,1,0,1,25,3,1,1,2, ,1,2, ,2,1,0,0,1,0,11,5,2009,202,2,2121,2, ,1,48,2,10,3,1,1,1,9211, ,4,1
2009,5,23,202,1,2,25,1,0,1,1,26,2,1,1,2, ,1,2, ,1,0,0,0,0,0,23,5,2009,202,1,1122,2, ,1,28,1,46,2,1,1,1,1314, ,4,1
2009,5,18,204,1,2,22,1,0,1,1,26,1,1,1,2, ,1,2, ,2,1,0,0,0,1,99,99,9999,204,2,2122,2, ,1,38,1,26,1,1,1,1,9211, ,4,1
2009,5,12,207,1,2,19,1,1,0,1,33,1,1,1,1,9111, ,2, ,3,1,0,0,1,0,10,5,2009,207,1,1122,2, ,1,32,1,46,1,1,1,1,8322, ,4,1
2009,5,29,207,1,2,18,1,1,0,1,44,1,1,1,2, ,1,2, ,2,1,0,0,1,0,29,5,2009,207,1,1122,2, ,1,21,1,45,1,1,1,1,8322, ,4,1
2009,5,28,208,1,2,27,1,0,1,1,46,1,6,1,2, ,1,2, ,9,1,0,0,0,1,24,5,2009,208,1,2122,2, ,2,25,1,26,1,6,1,2, ,1,4,1
2009,5,19,316,1,2,21,1,0,1,1,29,3,1,1,1,5141, ,1,6,10,1,0,0,0,1,19,5,2009,316,9,1222,2, ,1,29,1,29,2,1,1,2, ,1,3, 
2009,5,20,301,1,1,99,1,0,1,1,26,1,1,1,1,9313, ,2, ,2,3,0,0,2,1,20,5,2005,301,1,2221,2, ,2,33,1,26,3,1,1,2, ,1,3, 
2009,5,11,314,1,2,23,1,1,0,1,45,2,6,1,2, ,1,2, ,1,1,0,0,1,0,11,5,2009,314,1,1222,2, ,1,20,1,45,2,6,1,1,4211, ,3, 
2009,5,8,314,1,2,25,1,0,1,1,29,2,6,1,2, ,1,2, ,1,1,0,0,0,1,7,5,2009,314,1,1122,2, ,1,22,1,29,2,6,1,1,9999, ,4,1
2009,5,3,315,1,2,27,1,0,1,1,39,3,2,1,2, ,1,2, ,2,99,99,99,99,99,2,5,2009,315,1,1121,1,9,1,30,1,39,5,2,1,1,7221, ,3, 
2009,5,28,315,2,2,28,1,1,0,1,49,3,5,1,2, ,1,2, ,1,3,0,0,2,1,28,5,2009,315,1,1122,2, ,1,99,1,99,3,1,1,1,9999, ,3, 
2009,5,27,310,1,1,27,1,1,0,1,29,3,1,1,1,9211, ,2, ,2,0,0,0,0,0,18,5,2009,310,2,2122,2, ,2,20,2,10,3,1,1,2, ,1,3, 
2009,5,27,310,1,2,19,1,0,1,1,29,2,1,1,2, ,1,2, ,1,0,0,0,0,0,27,5,2009,310,9,2221,2, ,1,25,1,29,2,1,1,1,7124, ,3, 
2009,5,9,310,1,2,24,1,1,0,1,39,5,1,1,1,5141, ,2, ,3,0,0,0,0,0,9,5,2009,310,1,1222,2, ,1,34,1,39,5,1,1,1,7412, ,3, 
2009,5,9,310,1,1,34,1,1,0,1,29,5,1,1,1,7412, ,2, ,3,0,0,0,0,0,9,5,2009,310,1,1222,2, ,2,24,1,39,5,1,1,1,5141, ,3, 
2009,5,18,310,1,2,18,1,1,0,1,31,2,1,1,2, ,1,2, ,1,99,99,99,99,99,18,5,2009,310,1,2122,2, ,1,21,1,33,2,1,1,1,7124, ,4,1
2009,5,12,310,1,2,25,1,1,0,1,33,1,1,1,1,5141, ,2, ,3,0,0,0,0,0,9,5,2009,310,1,1122,1,4,1,34,1,26,1,1,1,1,7412, ,4,1
2009,5,12,310,1,1,34,1,1,0,1,26,1,1,1,1,7412, ,2, ,3,0,0,0,0,0,9,5,2009,310,1,1122,1,4,2,25,1,33,1,1,1,1,5141, ,4,1
2009,5,1,311,1,2,19,1,0,1,1,23,2,2,1,1,9131, ,2, ,1,0,0,0,0,0,1,5,2009,311,1,1122,2, ,1,22,1,22,2,2,1,1,9211, ,3, 
2009,5,11,311,1,2,23,1,1,0,2,10,3,2,1,2, ,1,2, ,2,1,0,0,1,0,9,5,2009,311,1,2122,2, ,1,16,1,26,9,2,1,1,9211, ,4,1
2009,5,26,307,1,1,27,1,1,0,1,33,3,6,1,1,9211, ,2, ,2,1,0,0,1,0,22,5,2009,307,9,2122,2, ,2,24,1,26,3,6,1,2, ,1,3, 
2009,5,28,307,1,2,33,1,1,0,1,46,1,6,1,1,4115, ,2, ,3,1,0,0,1,0,27,5,2009,307,1,2121,1,4,1,35,1,33,1,6,1,1,5220, ,3, 
2009,5,11,308,1,2,22,1,1,0,1,25,3,1,1,2, ,1,2, ,2,1,0,0,1,0,10,5,2009,308,1,1122,1,9,1,37,1,32,3,1,1,1,5169, ,3, 
2009,5,16,302,1,2,32,1,0,1,1,26,1,1,1,1,8263, ,2, ,2,0,0,0,0,0,15,5,2009,302,9,1222,2, ,1,99,1,29,1,1,1,1,8322, ,4,2
2009,5,4,301,1,2,26,1,0,1,1,33,2,1,1,2, ,1,2, ,1,1,0,0,0,1,4,5,2009,101,2,1122,2, ,1,30,1,46,2,1,1,1,5162, ,3, 
2009,5,8,301,1,1,24,1,1,0,1,24,1,1,1,1,9141, ,2, ,3,1,0,0,1,0,6,5,2009,301,1,2122,2, ,2,22,1,33,1,1,1,2, ,1,3, 
2009,5,9,301,1,1,30,1,0,1,1,26,3,1,1,1,9313, ,2, ,4,2,0,1,0,1,9,5,2009,301,2,1121,2, ,2,49,1,26,3,1,1,1,9131, ,3, 
2009,5,15,301,1,2,31,1,0,1,1,26,3,1,1,1,9141, ,2, ,2,1,0,0,0,1,15,5,2009,301,1,1222,2, ,1,33,1,26,3,1,1,1,8322, ,3, 
2009,5,16,301,1,2,17,1,1,0,1,44,1,1,1,2, ,3,2, ,4,1,0,0,1,0,16,5,2009,301,1,1222,2, ,2,40,1,22,2,1,1,2, ,1,3, 
2009,5,22,301,1,2,34,1,0,1,2,10,4,1,1,2, ,1,2, ,6,0,0,0,0,0,21,5,2009,302,1,2122,2, ,2,15,1,31,1,1,1,2, ,3,3, 
2009,5,24,301,1,2,28,1,1,0,1,33,2,1,1,2, ,1,2, ,2,0,0,0,0,0,23,5,2009,302,1,1112,9, ,1,28,1,33,2,1,1,1,5162, ,3, 
2009,5,27,301,1,2,23,1,0,1,1,26,3,1,1,2, ,1,2, ,2,1,0,0,0,1,27,5,2009,312,2,1121,2, ,1,20,1,26,3,1,1,1,5112, ,3, 
2009,5,18,303,1,2,18,1,1,0,1,26,2,1,1,2, ,1,2, ,1,4,0,3,1,0,17,5,2009,303,2,1222,1,3,1,19,1,26,2,1,1,1,5112, ,4,1
2009,5,20,303,1,2,23,1,0,1,2,10,1,1,1,2, ,1,2, ,2,0,0,0,0,0,15,5,2009,303,2,1122,2, ,1,33,1,23,1,1,1,1,8324, ,4,1
2009,5,7,304,1,2,22,1,1,0,1,23,2,2,1,1,8263, ,2, ,1,1,0,0,1,0,7,5,2009,304,1,1111,2, ,1,24,9,99,2,2,1,1,9211, ,4,1
2009,5,25,304,1,2,24,1,1,0,1,33,3,2,1,2, ,1,2, ,2,99,99,99,99,99,23,5,2009,304,1,1222,2, ,1,42,1,46,1,2,1,1,3473, ,4,1
2009,5,8,301,1,2,21,1,1,0,1,46,1,1,1,2, ,1,2, ,3,0,0,0,0,0,6,3,2009,301,2,2122,2, ,1,23,1,33,1,1,1,2, ,1,1, 
2009,5,11,301,1,2,16,1,0,1,1,26,2,6,1,2, ,1,2, ,1,0,0,0,0,0,9,5,2009,314,2,1122,2, ,1,21,1,46,2,2,1,1,7122, ,1, 
2009,5,13,301,1,2,15,1,0,1,1,29,2,1,1,2, ,1,9, ,1,0,0,0,0,0,9,5,2009,314,1,1122,9, ,1,21,1,49,2,1,1,1,9313, ,2, 
2009,5,2,401,1,1,19,1,0,1,1,24,3,2,1,1,7231, ,2, ,2,1,0,0,0,1,2,5,2009,401,1,2122,2, ,2,17,1,26,3,2,1,2, ,1,3, 
2009,5,3,401,1,2,40,1,1,0,1,23,3,1,1,1,9112, ,2, ,2,1,0,0,1,0,3,5,2009,401,1,2122,2, ,1,36,1,26,3,1,1,1,8263, ,3, 
2009,5,11,401,1,2,41,1,1,0,1,33,3,1,1,1,5220, ,2, ,2,1,0,0,1,0,11,5,2009,401,1,2122,2, ,1,32,1,33,3,1,1,1,9112, ,3, 
2009,5,11,401,2,2,17,1,0,1,1,26,3,2,1,2, ,1,2, ,2,1,0,0,0,1,11,5,2009,401,1,2122,2, ,1,21,1,24,3,2,1,1,7231, ,3, 
2009,5,4,401,1,2,27,1,1,0,1,33,2,1,1,2, ,1,2, ,10,1,0,0,1,0,4,5,2009,401,1,1122,2, ,2,52,1,26,2,1,1,2, ,1,3, 
2009,5,18,401,1,2,16,1,0,1,1,33,1,1,1,2, ,3,2, ,3,1,0,0,0,1,18,5,2009,401,1,1112,2, ,1,23,1,26,1,1,1,1,8322, ,3, 
2009,5,20,401,1,2,23,1,1,0,1,46,2,1,1,1,4221, ,2, ,1,1,0,0,1,0,20,5,2009,401,9,1122,2, ,1,29,1,33,2,1,1,2, ,9,3, 
2009,5,23,401,1,1,51,1,0,1,1,33,3,1,1,1,7231, ,2, ,2,1,0,0,0,1,23,5,2009,401,1,2122,2, ,2,30,1,33,3,2,1,2, ,1,3, 
