ANO_EMISION,MES_EMISION,DIA_EMISION,DEPTO_MCPIO,QUIEN_REPORTA,VIC_SEXO,VIC_EDAD,TOTAL_HIJOS,NUM_HIJ_HOM,NUM_HIJ_MUJ,VIC_ALFAB,VIC_ESCOLARIDAD,VIC_EST_CIV,VIC_GRUPET,VIC_NACIONAL,VIC_TRABAJA,VIC_OCUP,VIC_DEDICA,VIC_DISC,TIPO_DISCAQ,VIC_REL_AGR,OTRAS_VICTIMAS,VIC_OTRAS_HOM,VIC_OTRAS_MUJ,VIC_OTRAS_N_OS,VIC_OTRAS_N_AS,HEC_DIA,HEC_MES,HEC_ANO,HEC_DEPTOMCPIO,HEC_AREA,HEC_TIPAGRE,HEC_RECUR_DENUN,INST_DONDE_DENUNCIO,AGR_SEXO,AGR_EDAD,AGR_ALFAB,AGR_ESCOLARIDAD,AGR_EST_CIV,AGR_GRUPET,AGR_NACIONAL,AGR_TRABAJA,AGR_OCUP,AGR_DEDICA,INST_DENUN_HECHO,MEDIDAS_SEGURIDAD
2010,1,15,101,1,2,35,1,1,0,1,49,2,1,1,1,4211, ,2, ,1,1,0,0,1,0,14,1,2010,101,1,1121,1,4,1,37,1,49,2,1,1,1,4111, ,4,1
2010,1,14,101,1,2,36,3,2,1,1,29,1,1,1,1,5220, ,2, ,3,3,0,0,2,1,12,1,2010,101,2,1121,2, ,1,38,1,29,1,1,1,1,5220, ,4,1
2010,1,15,101,1,2,36,1,1,0,1,49,1,1,1,1,1314, ,2, ,3,1,0,0,1,0,4,1,2010,101,1,2121,2, ,1,38,1,49,1,1,1,1,4111, ,4,1
2010,1,14,101,1,2,25,1,1,0,1,49,1,1,1,1,4115, ,2, ,3,1,0,0,1,0,13,1,2010,101,1,1111,1,4,1,28,1,49,1,1,1,1,4111, ,4,1
2010,1,14,101,1,2,53,0,0,0,1,29,2,1,1,2, ,1,2, ,10,0,0,0,0,0,10,10,2009,101,2,2121,2, ,2,25,1,49,2,1,1,1,4111, ,4,1
2010,1,13,101,1,2,24,2,1,1,1,29,1,1,1,1,5220, ,2, ,3,2,0,0,1,1,11,1,2010,101,1,1121,1,3,1,26,1,29,1,1,1,2, ,9,4,1
2010,1,13,101,1,2,32,1,0,1,1,49,2,1,1,2, ,1,2, ,3,1,0,0,0,1,12,1,2010,108,1,1121,2, ,1,35,1,39,2,1,1,1,5220, ,4,1
2010,1,12,101,1,2,44,4,2,2,1,29,2,1,1,2, ,1,2, ,10,4,2,2,0,0,10,1,2010,101,1,1121,2, ,2,40,1,29,1,1,1,2, ,1,4,1
2010,1,12,101,1,2,34,3,2,1,1,49,2,1,1,1,4222, ,2, ,1,3,0,0,2,1,10,1,2010,101,1,1121,1,4,1,36,1,49,2,1,1,1,1314, ,4,1
2010,1,12,101,1,2,36,2,2,0,1,49,2,1,1,1,1314, ,2, ,1,2,1,0,1,0,10,1,2009,117,1,2121,1,4,1,38,1,49,2,1,1,1,1314, ,4,1
2010,1,12,101,1,1,49,3,1,2,1,29,2,1,1,1,9112, ,2, ,10,4,1,1,1,1,10,1,2010,101,1,2121,1,4,2,40,1,29,1,1,1,2, ,1,4,1
2010,1,12,101,1,2,30,2,1,1,1,29,1,1,1,1,9322, ,2, ,3,2,0,0,1,1,11,1,2010,117,1,1121,1,3,1,32,1,29,1,1,1,1,5220, ,4,1
2010,1,12,101,1,2,26,2,2,0,1,29,2,1,1,2, ,1,2, ,1,2,0,0,2,0,10,1,2010,102,1,1111,1,4,1,28,1,49,2,1,1,1,1314, ,4,1
2010,1,12,101,1,2,26,1,1,0,1,39,2,1,1,1,5141, ,2, ,3,1,0,0,1,0,11,1,2010,101,1,1121,1,4,1,28,1,49,2,1,1,2, ,9,4,1
2010,1,12,101,1,2,44,4,2,2,1,29,1,1,1,1,5220, ,2, ,10,6,1,1,2,2,11,1,2010,101,1,1121,1,3,1,45,1,29,1,1,1,2, ,9,4,1
2010,1,12,101,1,2,22,1,1,0,1,29,2,1,1,2, ,1,2, ,1,1,0,0,1,0,10,1,2010,101,2,1121,1,3,1,24,1,29,2,1,1,1,7122, ,4,1
2010,1,8,101,1,2,29,2,1,1,1,39,1,1,1,2, ,1,2, ,3,2,0,0,1,1,7,1,2010,101,1,1121,1,4,1,30,1,29,1,1,1,1,5220, ,4,1
2010,1,8,101,1,2,30,2,1,1,1,29,2,1,1,2, ,1,2, ,1,2,0,0,1,1,6,1,2010,107,2,1121,1,4,1,32,1,29,2,1,1,1,8322, ,4,1
2010,1,7,101,1,2,31,2,1,1,1,39,1,1,1,1,5220, ,2, ,3,2,0,0,1,1,4,1,2009,101,1,1121,1,4,1,35,1,29,1,1,1,1,5220, ,4,1
2010,1,4,101,1,2,33,3,2,1,1,39,2,1,1,1,9131, ,2, ,3,3,0,0,2,1,2,1,2010,101,1,1121,1,3,1,35,1,39,2,1,1,1,5220, ,4,1
2010,1,4,101,1,2,28,3,2,1,1,29,1,1,1,1,9131, ,2, ,2,3,0,0,2,1,3,1,2010,101,1,1121,1,3,1,30,1,29,1,1,1,1,7122, ,4,1
2010,1,25,101,1,2,39,3,1,2,1,49,3,1,1,1,5141, ,2, ,2,0,0,0,0,0,24,1,2010,108,1,1122,2, ,1,55,1,59,3,1,1,1,2411, ,4,1
2010,1,25,101,1,1,46,3,2,1,1,25,2,1,1,1,8322, ,2, ,1,2,0,1,0,1,25,1,2010,101,1,2122,2, ,2,46,1,49,2,1,1,9, , ,4,1
2010,1,5,101,1,2,22,2,2,0,1,29,1,1,1,2, ,1,2, ,1,0,0,0,0,0,31,12,2009,106,1,1112,1,9,1,27,1,39,2,1,1,1,3117, ,4,1
2010,1,4,101,9,2,18,0,0,0,1,26,1,1,1,2, ,3,9, ,3,0,0,0,0,0,3,1,2010,105,9,1222,2, ,1,25,1,49,1,1,1,1,5220, ,4,1
2010,1,23,101,1,2,40,0,0,0,1,29,1,1,1,1,9131, ,2, ,6,99,99,99,99,99,23,1,2010,101,9,2221,9, ,1,20,1,29,3,1,1,2, ,9,4,1
2010,1,31,101,1,2,33,0,0,0,2,10,3,2,1,1,9112, ,2, ,2,4,0,0,2,2,31,1,2010,101,1,1122,9, ,1,99,1,99,9,2,1,1,9112, ,3, 
2010,1,3,101,1,1,33,2,1,1,1,59,3,1,1,1,7231, ,2, ,1,2,1,1,0,0,3,1,2010,101,1,2122,1,1,2,33,1,59,3,1,1,2, ,1,3, 
2010,1,18,101,1,2,27,3,1,2,1,24,1,1,2,2, ,1,2, ,3,0,0,0,0,0,17,1,2010,101,1,2122,1,1,1,38,1,31,2,1,1,1,5220, ,4,1
2010,1,19,101,1,2,52,3,2,1,1,26,1,1,1,1,5220, ,2, ,2,0,0,0,0,0,16,1,2010,101,1,1122,1,4,1,56,1,23,1,1,1,1,5220, ,4,1
2010,1,19,101,1,2,38,2,1,1,1,21,2,1,1,1,8263, ,2, ,1,1,0,0,1,0,24,12,2009,101,1,2122,9, ,1,48,1,24,2,1,1,1,6153, ,4,1
2010,1,19,101,1,2,21,1,1,0,1,45,2,1,1,1,5220, ,2, ,1,1,0,0,1,0,18,1,2010,101,1,1122,2, ,1,28,1,33,2,1,1,1,5220, ,4,1
2010,1,19,101,1,2,28,2,0,2,1,45,2,1,1,2, ,1,2, ,1,0,0,0,0,0,18,1,2010,101,1,2122,2, ,1,41,1,52,2,1,1,1,8322, ,4,1
2010,1,21,101,1,2,38,4,3,1,1,22,2,1,1,1,9131, ,2, ,1,0,0,0,0,0,26,12,2009,101,1,2122,1,3,1,45,1,26,2,1,1,1,7124, ,4,1
2010,1,26,101,1,2,25,2,0,2,1,26,1,1,1,2, ,1,2, ,3,0,0,0,0,0,24,1,2010,101,1,1221,1,3,1,29,1,33,1,1,1,1,5169, ,4,1
2010,1,27,101,1,2,21,2,1,1,1,32,3,1,1,1,5220, ,2, ,2,0,0,0,0,0,26,1,2010,115,1,2122,2, ,1,23,1,23,3,1,1,1,9333, ,4,1
2010,1,27,101,1,2,32,1,0,1,1,49,2,1,1,2, ,1,2, ,1,0,0,0,0,0,23,1,2010,115,1,1122,1,4,1,32,1,49,2,1,1,1,4111, ,4,1
2010,1,25,101,1,2,38,2,1,1,1,29,2,1,1,2, ,1,2, ,1,0,0,0,0,0,17,11,2009,101,9,2122,1,4,1,37,1,29,2,1,1,1,7212, ,4,1
2010,1,25,101,1,1,36,1,1,0,1,49,1,1,1,1,9151, ,9, ,3,0,0,0,0,0,5,12,2009,101,1,2122,2, ,2,44,1,39,2,1,1,2, ,9,4,1
2010,1,22,101,1,2,41,2,2,0,1,49,2,1,1,1,3310, ,2, ,1,0,0,0,0,0,17,11,2009,101,1,2122,1,1,1,41,1,29,2,1,1,1,8323, ,4,1
2010,1,21,101,1,2,32,1,0,1,1,49,2,1,1,1,9112, ,2, ,1,0,0,0,0,0,20,1,2010,101,1,1122,2, ,1,28,1,49,2,1,1,2, ,9,4,1
2010,1,21,101,1,2,22,1,0,1,1,49,2,1,1,1,4211, ,2, ,1,0,0,0,0,0,20,1,2010,101,1,1122,1,1,1,28,1,29,2,1,1,1,5220, ,4,1
2010,1,19,101,1,2,46,3,2,1,1,29,2,1,1,2, ,1,2, ,1,0,0,0,0,0,28,12,2009,101,1,2122,1,1,1,42,1,23,2,1,1,1,7442, ,4,1
2010,1,19,101,1,2,65,3,2,1,1,99,2,1,1,2, ,1,2, ,1,0,0,0,0,0,11,1,2010,106,9,2122,1,4,1,63,1,23,2,1,1,1,7122, ,4,1
2010,1,15,101,1,2,28,3,1,2,1,39,3,1,1,2, ,1,2, ,10,2,0,0,1,1,20,12,2009,101,1,2122,2, ,1,57,1,29,2,1,1,2, ,2,4,1
2010,1,5,101,1,2,49,2,1,1,1,53,1,1,1,1,3432, ,2, ,6,1,0,0,0,1,5,1,2010,101,1,2122,2, ,1,20,1,46,1,1,1,1,5132, ,4,1
2010,1,14,101,1,2,51,1,0,1,1,23,2,1,1,2, ,1,9, ,1,0,0,0,0,0,20,12,2009,101,9,2122,1,1,1,61,1,22,2,1,1,1,8263, ,4,1
2010,1,29,101,1,2,30,1,1,0,1,55,2,1,1,1,4111, ,2, ,1,0,0,0,0,0,27,1,2010,101,1,1122,2, ,1,28,1,55,2,1,1,1,2221, ,4,1
2010,1,19,101,1,2,29,2,1,1,1,49,2,1,1,1,5220, ,2, ,3,2,0,0,1,1,17,1,2010,116,9,1222,2, ,1,31,1,46,1,2,1,9, , ,4,1
2010,1,22,101,1,2,32,1,1,0,1,22,3,1,1,2, ,1,2, ,2,1,0,0,1,0,21,1,2010,101,1,1122,2, ,1,35,1,99,3,1,1,1,2141, ,4,1
2010,1,25,101,1,2,27,3,0,3,1,33,2,9,1,2, ,1,2, ,1,3,0,0,0,3,24,1,2010,101,1,1121,2, ,1,28,1,33,2,1,1,1,9112, ,4,1
2010,1,25,101,1,2,62,2,0,2,1,33,2,1,1,2, ,1,2, ,1,0,0,0,0,0,19,1,2010,101,1,2122,2, ,1,74,1,26,2,9,2,1,9112, ,4,1
2010,1,25,101,1,2,31,2,0,2,1,32,3,1,1,1,5123, ,2, ,1,1,0,0,0,1,10,12,2009,101,1,2122,2, ,1,30,1,45,2,1,1,1,4111, ,4,1
2010,1,26,101,1,2,20,2,0,2,1,46,1,1,1,2, ,1,2, ,2,0,0,0,0,0,23,1,2010,101,1,1122,2, ,1,29,1,45,1,1,1,1,5220, ,4,1
2010,1,27,101,1,1,34,1,1,0,1,46,1,1,1,1,4111, ,2, ,3,0,0,0,0,0,26,1,2010,109,1,1222,2, ,2,32,1,33,1,1,1,1,4211, ,4,1
2010,1,15,101,1,2,39,3,3,0,1,59,2,1,1,2, ,1,2, ,1,0,0,0,0,0,14,1,2010,101,9,2122,9, ,1,41,1,46,2,1,1,1,8263, ,4,1
2010,1,17,101,1,2,36,2,1,1,1,33,2,1,1,2, ,1,2, ,1,2,0,0,1,1,17,1,2010,116,1,2122,2, ,1,38,1,26,2,1,1,1,5220, ,4,1
2010,1,7,101,1,2,23,99,99,99,1,29,2,1,1,1,9111, ,1,6,1,0,0,0,0,0,6,1,2010,101,9,1121,1,4,1,72,1,49,2,1,2,1,3310, ,4,9
2010,1,13,101,1,2,32,3,3,0,1,59,2,1,1,1,3415, ,9, ,1,3,0,0,3,0,7,1,2010,115,1,1122,1,9,1,35,1,59,2,1,1,1,3415, ,4,9
2010,1,14,101,1,2,40,4,4,0,1,29,2,2,1,2, ,1,9, ,1,0,0,0,0,0,13,1,2010,101,1,1122,1,3,1,48,1,29,2,2,1,1,9998, ,4,9
2010,1,14,101,1,2,25,2,2,0,1,39,2,1,1,2, ,1,2, ,1,0,0,0,0,0,14,1,2010,101,1,1221,1,3,1,33,1,49,2,1,1,1,5162, ,4,9
2010,1,14,101,1,2,28,1,0,1,1,49,1,1,1,2, ,1,2, ,2,1,0,0,0,1,13,1,2010,101,9,1122,2, ,1,38,1,49,1,1,1,1,1314, ,4,9
2010,1,18,101,1,2,48,1,0,1,1,10,2,2,1,2, ,1,2, ,1,1,0,0,0,1,17,1,2010,101,1,2122,1,9,1,47,1,29,2,2,1,1,9998, ,4,9
2010,1,18,101,1,2,34,99,99,99,1,49,1,1,1,1,3310, ,2, ,10,0,0,0,0,0,17,1,2010,101,9,2122,9, ,1,99,1,29,1,1,1,2, ,9,4,9
2010,1,20,101,1,2,37,4,2,2,1,49,2,1,1,1,4115, ,2, ,2,5,0,1,2,2,15,1,2010,101,1,1122,9, ,1,38,1,49,2,1,1,1,1314, ,4,9
2010,1,21,101,1,2,19,2,0,2,1,33,3,1,1,1,5220, ,9, ,2,2,0,0,0,2,19,1,2010,101,1,1122,2, ,1,26,1,31,3,1,1,1,5112, ,4,9
2010,1,26,101,1,2,49,2,1,1,1,49,4,1,1,2, ,1,9, ,6,0,0,0,0,0,26,1,2010,101,9,2122,2, ,1,99,1,49,5,1,1,2, ,9,4,9
2010,1,27,101,1,2,23,1,0,1,1,29,3,1,1,1,5220, ,2, ,4,1,0,0,0,1,26,1,2010,101,9,2122,1,3,2,55,1,29,1,1,1,2, ,1,4,9
2010,1,28,101,1,2,32,2,2,0,1,22,3,1,1,2, ,1,2, ,2,0,0,0,0,0,24,1,2010,101,1,1122,2, ,1,35,1,26,3,1,1,1,7122, ,4,9
2010,1,11,101,1,2,44,3,2,1,2,10,1,1,1,1,9131, ,2, ,3,0,0,0,0,0,23,12,2009,101,1,2122,1,4,1,45,1,29,1,6,1,9, , ,4,1
2010,1,11,101,1,2,38,5,3,2,1,29,1,1,1,1,5220, ,2, ,3,2,0,0,2,0,22,11,2009,101,1,2122,1,1,1,39,1,23,1,1,1,1,5220, ,4,1
2010,1,11,101,1,2,24,0,0,0,1,59,1,1,2,2, ,3,2, ,2,0,0,0,0,0,7,1,2010,102,1,2122,1,1,1,26,1,49,1,6,1,2, ,9,4,1
2010,1,11,101,1,1,28,1,0,1,1,49,2,6,1,1,4223, ,9, ,1,1,0,0,0,1,10,1,2010,108,1,2122,2, ,2,23,1,39,2,6,1,1,8263, ,4,1
2010,1,15,101,1,2,30,1,0,1,1,59,1,1,1,1,2221, ,2, ,3,0,0,0,0,0,14,1,2010,101,1,2122,2, ,1,28,1,59,1,2,1,1,2221, ,4,1
2010,1,15,101,1,2,52,3,1,2,1,39,2,1,1,2, ,1,2, ,1,2,1,1,0,0,13,1,2010,101,1,2122,2, ,1,53,1,49,2,1,1,1,1314, ,4,1
2010,1,15,101,1,2,26,0,0,0,1,29,1,1,1,1,5131, ,9, ,3,0,0,0,0,0,14,1,2010,106,1,2122,2, ,1,30,1,49,1,1,1,2, ,9,4,1
2010,1,15,101,1,2,31,2,2,0,1,49,2,1,1,1,4211, ,2, ,1,0,0,0,0,0,14,1,2010,115,1,1122,2, ,1,30,1,49,2,1,1,1,9112, ,4,1
2010,1,15,101,1,2,27,2,2,0,1,49,1,9,1,1,1314, ,2, ,3,0,0,0,0,0,15,1,2010,101,1,2122,1,1,1,32,1,29,1,1,1,1,9112, ,4,1
2010,1,18,101,2,2,16,99,99,99,1,39,1,1,1,2, ,3,2, ,3,1,0,1,0,0,99,99,9999,2214,1,2122,1,4,1,22,1,49,1,1,1,1,7231, ,4,1
2010,1,18,101,1,2,31,1,0,1,1,29,1,6,2,1,9999, ,2, ,3,0,0,0,0,0,15,1,2010,101,1,1122,2, ,1,32,1,99,1,6,1,1,3131, ,4,1
2010,1,18,101,1,2,23,1,0,1,1,49,2,1,1,1,4211, ,2, ,1,0,0,0,0,0,17,1,2010,101,1,2122,2, ,1,25,1,49,2,1,1,2, ,9,4,1
2010,1,18,101,1,2,28,2,1,1,1,10,1,1,9,1,9131, ,2, ,3,0,0,0,0,0,22,12,2009,101,1,2122,2, ,1,49,1,49,1,1,1,1,7231, ,4,1
2010,1,22,101,1,2,19,2,1,1,1,29,1,1,1,2, ,1,2, ,2,0,0,0,0,0,31,12,2009,413,1,2122,1,3,1,30,2,10,1,1,1,2, ,9,4,1
2010,1,22,101,1,2,31,2,1,1,1,49,3,1,1,1,9131, ,2, ,2,2,0,0,1,1,16,1,2010,117,1,2122,2, ,1,37,1,59,3,1,1,1,2410, ,4,1
2010,1,25,101,1,2,42,2,1,1,1,25,2,1,1,1,9131, ,2, ,1,1,1,0,0,0,24,1,2010,106,1,2122,2, ,1,48,1,26,2,1,1,1,5162, ,4,1
2010,1,25,101,1,2,43,5,4,1,1,23,1,2,1,1,9131, ,2, ,3,1,0,0,1,0,99,99,9999,107,9,1122,9, ,1,39,1,22,9,1,1,1,7122, ,4,1
2010,1,28,101,1,1,40,0,0,0,1,46,2,1,1,1,9112, ,9, ,1,0,0,0,0,0,28,1,2010,101,1,1122,9, ,2,43,1,56,2,1,1,1,2429, ,4,1
2010,1,28,101,1,2,41,0,0,0,1,26,1,1,1,1,5220, ,9, ,2,0,0,0,0,0,28,1,2010,101,1,1122,9, ,1,44,1,26,1,1,1,1,5220, ,4,1
2010,1,28,101,1,2,43,0,0,0,1,46,2,1,1,1,4115, ,9, ,1,0,0,0,0,0,26,1,2010,101,9,1122,9, ,1,49,1,56,2,1,9,1,2429, ,4,1
2010,1,21,101,1,2,99,0,0,0,1,10,2,1,1,2, ,1,9, ,1,0,0,0,0,0,21,1,2010,101,1,1222,2, ,1,99,1,22,2,1,1,9, , ,4,1
2010,1,7,101,1,2,19,0,0,0,1,32,3,1,1,2, ,1,2, ,2,1,0,0,0,1,5,1,2010,101,1,1222,2, ,1,32,1,46,3,1,1,1,3432, ,4,1
2010,1,14,101,1,2,60,0,0,0,1,26,9,1,1,2, ,1,9, ,6,0,0,0,0,0,14,1,2010,101,9,1222,2, ,2,42,1,26,2,1,1,2, ,1,4,1
2010,1,14,101,1,2,42,0,0,0,1,26,1,9,1,2, ,1,9, ,9,0,0,0,0,0,14,1,2010,101,1,1122,2, ,2,40,1,26,1,1,1,2, ,1,4,1
2010,1,14,101,1,2,40,0,0,0,9,99,1,1,1,2, ,1,9, ,9,0,0,0,0,0,14,1,2010,101,2,1122,2, ,1,40,1,56,1,1,1,2, ,3,4,1
2010,1,14,101,1,1,57,4,1,3,1,56,2,1,1,1,2213, ,9, ,1,0,0,0,0,0,14,1,2010,101,1,2112,2, ,2,50,1,46,2,1,1,2, ,1,4,1
2010,1,21,101,1,2,33,0,0,0,1,49,2,1,1,2, ,1,2, ,1,0,0,0,0,0,21,1,2010,101,1,2122,2, ,1,51,1,49,2,9,1,1,1314, ,4,1
2010,1,21,101,1,2,28,0,0,0,1,46,5,1,9,1,5210, ,1,9,3,0,0,0,0,0,21,1,2010,101,9,2122,2, ,1,21,1,26,3,1,1,1,5220, ,4,1
2010,1,21,101,1,2,23,0,0,0,1,46,2,1,1,1,3310, ,2, ,1,0,0,0,0,0,21,1,2010,101,9,1222,2, ,1,27,1,26,2,1,1,1,7324, ,4,1
2010,1,4,101,1,2,26,1,0,1,1,31,2,1,1,9, , ,2, ,1,0,0,0,0,0,1,1,2010,112,2,2122,2, ,1,23,1,26,2,1,1,1,9211, ,1, 
2010,1,27,101,1,2,24,2,1,1,1,46,1,1,1,2, ,1,2, ,3,0,0,0,0,0,27,10,2009,101,1,1122,2, ,1,39,1,55,1,1,1,1,1314, ,4,1
2010,1,6,101,1,2,31,3,2,1,1,44,1,1,1,1,5220, ,2, ,3,3,0,0,2,1,6,1,2010,101,1,1111,2, ,1,26,1,59,1,6,1,1,1314, ,6, 
2010,1,15,101,1,2,41,2,1,1,1,29,2,1,1,1,9998, ,2, ,1,1,0,0,1,0,15,1,2010,101,1,1121,2, ,1,41,1,29,2,1,1,1,3111, ,6, 
2010,1,11,101,1,2,81,3,2,1,2,10,4,1,1,2, ,1,1,6,6,0,0,0,0,0,6,1,2010,101,1,1121,2, ,1,35,1,21,3,1,1,1,7122, ,6, 
2010,1,7,101,1,1,51,4,3,1,1,39,3,9,1,1,9112, ,2, ,6,0,0,0,0,0,31,12,2009,101,1,2122,2, ,1,31,1,10,1,1,1,1,9112, ,6, 
2010,1,5,101,1,2,23,1,0,1,1,49,2,1,1,2, ,1,2, ,2,0,0,0,0,0,5,1,2010,101,1,2221,2, ,1,25,1,49,2,1,1,1,4223, ,6, 
2010,1,5,101,1,2,39,3,2,1,1,49,1,9,1,1,5162, ,2, ,2,0,0,0,0,0,3,1,2010,101,1,1122,2, ,1,42,1,49,1,1,1,1,5162, ,6, 
2010,1,29,101,1,2,50,3,3,0,2,10,2,2,1,2, ,1,2, ,1,3,2,0,1,0,28,1,2010,109,2,1122,2, ,1,58,2,10,2,2,1,1,9998, ,4,1
2010,1,4,101,1,2,56,1,0,1,1,59,1,1,1,1,3111, ,2, ,9,1,0,1,0,0,99,99,9999,114,1,2122,2, ,2,55,1,59,9,1,1,1,2221, ,6, 
2010,1,4,101,1,1,28,2,2,0,1,33,1,1,1,2, ,1,2, ,3,2,0,0,2,0,99,99,9999,101,1,2221,2, ,2,35,1,23,1,1,1,1,5220, ,6, 
2010,1,12,101,1,1,43,3,2,1,1,45,2,1,1,1,4131, ,2, ,1,3,0,1,2,0,12,1,2010,116,1,2122,9, ,2,31,1,33,2,1,1,2, ,1,2, 
2010,1,14,101,1,2,39,2,2,0,1,31,2,2,1,1,9112, ,2, ,1,2,0,0,2,0,14,1,2010,108,1,2122,9, ,1,41,1,33,2,2,1,1,9999, ,2, 
2010,1,15,101,1,2,25,1,0,1,1,23,1,2,1,1,8263, ,9, ,3,1,0,0,0,1,13,1,2009,101,1,2221,1,1,1,31,1,22,1,2,1,1,5220, ,2, 
2010,1,15,101,1,2,54,3,3,0,1,46,2,1,1,1,1314, ,2, ,3,3,0,0,3,0,15,1,2010,108,1,2122,2, ,1,58,1,46,2,2,1,2, ,2,2, 
2010,1,18,101,1,2,43,3,2,1,1,23,2,2,1,1,5122, ,2, ,2,3,0,0,2,1,25,12,2009,116,1,2122,1,4,1,39,1,46,2,1,1,1,7231, ,2, 
2010,1,19,101,1,2,42,1,1,0,1,46,2,1,1,1,1314, ,2, ,1,1,0,0,1,0,15,8,2003,101,1,2221,2, ,1,47,1,55,2,1,1,1,2419, ,2, 
2010,1,19,101,1,2,24,1,1,0,1,45,2,1,1,1,9112, ,2, ,1,1,0,0,1,0,2,12,2008,108,1,2221,1,4,1,28,1,45,2,1,1,1,1314, ,2, 
2010,1,20,101,1,2,41,1,1,0,1,33,1,2,1,1,5141, ,2, ,3,1,0,0,1,0,20,1,2010,107,1,2122,2, ,1,45,1,46,1,1,1,1,1314, ,2, 
2010,1,20,101,1,2,29,2,0,2,1,26,1,1,1,2, ,1,2, ,3,2,0,0,0,2,20,8,2009,115,1,2221,2, ,1,21,1,33,1,1,1,1,9313, ,2, 
2010,1,26,101,1,2,34,2,2,0,1,44,2,1,1,2, ,1,2, ,1,2,0,0,2,0,26,1,2010,101,1,2221,2, ,1,53,1,26,2,1,1,1,8324, ,2, 
2010,1,27,101,1,2,37,4,2,2,1,46,2,1,1,1,5220, ,9, ,1,4,0,0,2,2,27,1,2010,101,1,2122,2, ,1,32,1,31,2,1,1,1,8251, ,2, 
2010,1,27,101,1,2,44,2,1,1,1,26,2,1,1,2, ,1,2, ,1,2,0,0,1,1,27,1,2002,114,1,2122,2, ,1,50,1,44,2,1,1,1,8323, ,2, 
2010,1,29,101,1,2,30,3,2,1,1,31,2,2,1,2, ,1,2, ,1,3,0,0,2,1,29,12,2009,101,1,2122,2, ,1,33,1,33,2,1,1,1,9112, ,2, 
2010,1,29,101,1,2,31,2,0,2,1,23,2,1,1,1,9131, ,2, ,1,2,0,0,0,2,29,1,2008,102,1,2221,2, ,1,31,1,26,2,1,1,1,5169, ,2, 
2010,1,25,101,1,2,29,2,0,2,1,53,2,1,1,1,4211, ,2, ,1,2,0,0,0,2,30,12,2009,115,1,2221,2, ,1,29,1,26,2,2,1,1,8321, ,2, 
2010,1,25,101,1,2,29,4,2,2,1,26,1,1,1,2, ,1,2, ,1,4,0,0,2,2,12,9,2003,116,1,2221,1,4,1,49,1,33,2,1,9,1,5220, ,2, 
2010,1,21,101,1,2,27,3,2,1,1,46,2,6,1,2, ,1,2, ,1,3,0,0,2,1,21,1,2010,103,1,1121,2, ,1,29,1,26,2,6,1,1,3131, ,6, 
2010,1,22,101,1,2,34,2,0,2,1,22,2,2,1,2, ,1,2, ,1,2,0,0,0,2,22,1,2010,306,1,2121,1,4,1,33,1,22,2,6,1,1,9211, ,6, 
2010,1,18,101,1,2,48,1,0,1,1,55,1,6,1,2, ,1,2, ,3,0,0,0,0,0,6,1,2010,101,1,2122,2, ,1,38,1,29,1,6,1,1,7231, ,6, 
2010,1,15,101,1,1,69,7,2,5,2,10,4,6,1,2, ,1,2, ,3,3,0,1,1,1,12,1,2010,101,1,1121,2, ,2,33,1,99,1,6,1,2, ,1,6, 
2010,1,28,101,1,2,29,2,1,1,1,46,1,6,1,1,3310, ,2, ,2,0,0,0,0,0,27,1,2010,108,1,2122,2, ,1,36,1,46,1,6,1,1,5220, ,4,1
2010,1,26,101,1,2,36,0,0,0,1,46,1,6,1,1,3131, ,2, ,3,0,0,0,0,0,25,1,2010,101,1,2122,2, ,1,28,1,46,2,6,1,1,1314, ,4,1
2010,1,26,101,1,2,34,0,0,0,1,46,1,6,1,1,5169, ,2, ,2,0,0,0,0,0,24,1,2010,107,1,2122,2, ,1,42,1,46,1,6,1,1,5169, ,4,1
2010,1,25,101,1,2,59,3,0,3,1,33,1,6,1,2, ,1,2, ,2,0,0,0,0,0,22,1,2010,101,1,2122,2, ,1,68,1,22,1,6,1,2, ,2,4,1
2010,1,26,101,1,2,35,3,2,1,1,46,1,6,1,2, ,1,2, ,2,0,0,0,0,0,25,1,2010,101,1,1122,2, ,1,39,1,46,1,6,1,1,9112, ,4,1
2010,1,27,101,1,2,37,2,2,0,1,29,2,1,1,2, ,1,2, ,2,2,0,0,2,0,25,1,2010,101,1,2121,2, ,1,40,1,29,2,1,1,1,8324, ,4,1
2010,1,28,101,1,2,21,2,1,1,1,39,2,1,1,1,9131, ,2, ,1,5,4,1,0,0,27,1,2010,101,1,2122,2, ,1,27,1,49,2,1,1,1,1314, ,4,1
2010,1,28,101,1,2,27,1,1,0,1,59,1,1,1,2, ,3,2, ,3,1,0,0,1,0,27,1,2010,101,1,2122,2, ,1,26,1,59,1,1,1,1,2410, ,4,1
2010,1,25,101,1,2,22,1,1,0,1,59,3,1,1,1,4111, ,2, ,2,0,0,0,0,0,24,1,2010,101,1,2122,2, ,1,27,1,59,3,1,1,1,4111, ,4,1
2010,1,29,101,1,2,99,0,0,0,1,24,3,9,1,1,5112, ,2, ,2,99,99,99,99,99,26,1,2010,102,2,1122,1,9,1,38,1,22,3,1,1,1,7141, ,4,1
